rank,tier,objname,ra,dec,glat,glon,dist_best,dist_source,M_Ks,log_L_K,L_K,m_Ks,m_W1,m_W2,dm_trgb,dm_sbf,dm_tf,dm_fp,ttype_lvg,bmag,kmag,z,has_ls_dr10,hyperleda_type,is_lit_host,is_cluster,score_lum,score_lit,score_field,score_dist,total_score
76,1,NGC 4494,187.85043291667,25.77525194444,85.31614512012729,228.59354964878528,17.171174432444527,CF4,-24.176,10.9824,96028467920.93816,6.998,6.774919,6.812253,,31.174,,,,,,0.0044760000891983,True,E,False,False,27.526178010471153,0,20,6.263060454044378,53.789238464515535
38,1,NGC 4030,180.0984929,-1.1000504,59.21470134100052,277.370085342065,24.322040090738145,CF4,-24.6,11.152,141905752168.90955,7.33,7.101193,6.9434524,,,32.305,,,,,0.0048630000092089,True,Sbc,False,False,33.075916230366396,0,20,0.5423679274094839,53.61828415777588
59,1,ARP 244,180.47154,-18.8772,42.45284863000051,286.96288719955913,19.933481216430664,NED-LVS,-24.320915756186945,11.040366302474778,109740340270.7941,7.177,,,,,,,,,,0.0056880000047385,True,SBm,False,False,29.422981101923305,0,20,4.053215026855468,53.476196128778774
100,1,NGC 5866,226.62291166667,55.76321333333,52.48923509335129,92.03403340153552,14.95546772744395,CF4,-24.00099999999999,10.912399999999998,81733481797.80676,6.873,6.650898,6.6257434,,30.874,,,,,,0.0025180000811815,True,SO-a,False,False,25.235602094240722,0,20,8.03562581804484,53.27122791228556
85,1,NGC 5084,200.0701444,-21.82733777,40.54988160725594,311.752876053729,16.873298906258032,CF4,-24.077999999999996,10.9432,87740478795.67517,7.058,6.7570963,6.7447233,,,,31.136,,,,0.005741000175476,True,SO,False,False,26.24345549738212,0,20,6.501360874993574,52.74481637237569
53,1,NGC 7582,349.59845,-42.37042,-65.69625790496553,348.0782032622222,21.727011788637434,CF4,-24.369000000000003,11.059600000000003,114709661977.35648,7.316,6.8716493,6.318316,,,31.685,,,,,0.0054104095324873,True,SBab,False,False,30.05235602094245,0,20,2.618390569090052,52.67074659003251
149,1,NGC 2683,133.1720971,33.42185359,38.76067682007145,190.45464959292303,9.82,LVG,-23.63255743893475,10.7650229755739,58213401371.65472,6.328,6.121535,6.103733,29.91,29.394,30.225,,3.0,10.3,6.3,0.0013709999620914,True,,False,False,20.413055483439123,0,20,12.143999999999998,52.55705548343912
49,1,NGC 2985,147.592625,72.27863888889,38.68283424997697,139.01346579460187,22.399999618530273,NED-LVS,-24.39124005469086,11.068496021876346,117083587745.16884,7.36,7.178537,7.1392574,,,,,,,,0.00441600009799,True,Sab,False,False,30.343456213231146,0,20,2.080000305175782,52.42345651840693
68,1,NGC 0584,22.8363989,-6.8679497,-67.6332346698565,149.8051667618395,20.361042011319707,CF4,-24.24,11.008000000000004,101859138805.41232,7.304,7.2652006,7.2928915,,31.544,,,,,,0.0061062243767082,True,E,False,False,28.36387434554982,0,20,3.711166390944234,52.07504073649405
111,1,NGC 0988,38.865599,-9.356091,-59.6962825168827,181.95875706334735,15.100801541641475,CF4,-23.894999999999996,10.87,74131024130.09161,7.0,6.996151,6.8112807,,,30.895,,,,,0.0050369999371469,True,SBc,False,False,23.848167539266942,0,20,7.91935876668682,51.76752630595376
82,1,NGC 3079,150.4913619,55.67970172,48.36009757675268,157.81006010986678,18.836490894898,CF4,-24.113,10.9572,90614980223.1998,7.262,6.8549657,6.635534,,,31.375,,,,,0.0036889999173581,True,SBcd,False,False,26.70157068062823,0,20,4.930807284081602,51.63237796470983
109,1,NGC 4666,191.2859771,-0.4620251,62.368236085265615,299.53775612279685,15.595525028269538,CF4,-23.910000000000004,10.876000000000005,75162289401.82106,7.055,6.7232656,6.5351844,,,30.965,,,,,0.0050470000132918,True,SBc,False,False,24.044502617801157,0,20,7.523579977384369,51.56808259518553
112,1,NGC 2775,137.5838853,7.0380902,33.98770109767732,223.265641664064,15.28347396850586,NED-LVS,-23.884110407936262,10.865644163174506,73391229468.9341,7.037,6.7019,6.7372465,,,,,,,,0.004499779548496,True,Sab,False,False,23.705633611731184,0,20,7.773220825195313,51.4788544369265
54,1,NGC 4856,194.8385342,-15.0419869,47.78602455105913,305.77706238642475,23.2912540435791,NED-LVS,-24.36596436185426,11.058385744741706,114389390181.22792,7.47,7.3174963,7.36022,,,,,,,,0.0045130001381039,True,SO-a,False,False,30.012622537359423,0,20,1.3669967651367188,51.37961930249614
101,1,NGC 0908,35.7689255,-21.2337835,-68.3224690005394,202.1389471282791,17.57923613958694,CF4,-23.996,10.910400000000005,81357950560.54015,7.229,6.988526,6.8578815,,,31.225,,,,,0.0050191390328109,True,SBc,False,False,25.170157068062927,0,20,5.936611088330448,51.10676815639337
65,1,NGC 3190:[LMD2020] B,154.5234754,21.8322254,54.845369838920966,213.03511080740392,22.212630892984244,CF4,-24.276000000000003,11.022400000000005,105293121284.34464,7.457,7.3111696,7.2877855,,,,,,,,0.0043700002133846,True,Sa,False,False,28.835078534031506,0,20,2.229895285612604,51.064973819644116
75,1,NGC 1344,52.0817583,-31.0681493,-55.67824804027458,229.0685266168843,20.66331517564483,CF4,-24.177,10.9828,96116954151.59332,7.399,7.178041,7.2064404,,31.594,,30.676,,,,0.004139999859035,True,E,False,False,27.539267015706727,0,20,3.4693478594841376,51.008614875190865
249,1,MESSIER 082,148.9705,69.67948333333,40.56766575683172,141.40915720394204,3.61,LVG,-23.12253600952829,10.561014403811315,36392710593.389206,4.665,4.227734,3.7603385,27.74,,,,8.0,9.1,4.7,0.0008970000199042,True,,False,False,13.737382323668667,0,20,17.112000000000002,50.84938232366867
86,1,NGC 1232,47.439301,-20.579012,-57.809189150124155,208.7723960431623,19.54468536376953,NED-LVS,-24.07414341710596,10.941657366842383,87429373601.31383,7.381,7.055035,6.988986,,,,,,,,0.0053469999693334,True,SBc,False,False,26.192976663690498,0,20,4.364251708984375,50.55722837267488
253,1,MESSIER 094,192.7210875,41.12045833333,76.00733065339192,123.36308860356095,4.41,LVG,-23.116192947339187,10.558477178935677,36180717819.10044,5.106,4.8711915,4.851145,28.17,28.504,,,2.0,8.7,5.1,0.0010270000202581,True,,False,False,13.654357949465846,0,20,16.472,50.12635794946585
129,1,NGC 4278,185.02843911375,29.2807537430556,82.77274433942327,193.78236974339433,15.588344677043889,CF4,-23.78,10.824,66680676921.36219,7.184,7.000283,7.0542684,,30.964,,,-2.0,11.1,6.8,0.0021649999544024,True,,False,False,22.342931937172725,0,20,7.529324258364889,49.87225619553761
57,1,NGC 5170,202.4532754,-17.9664312,43.955300061994,315.65411076845953,24.717241450161303,CF4,-24.336999999999996,11.0468,111378150013.46634,7.628,7.393506,7.3590536,,,31.965,,,,,0.0050059999339282,True,Sc,False,False,29.633507853403056,0,20,0.22620683987095713,49.859714693274015
