rank,tier,objname,ra,dec,glat,glon,dist_best,dist_source,M_Ks,log_L_K,L_K,m_Ks,m_W1,m_W2,dm_trgb,dm_sbf,dm_tf,dm_fp,ttype_lvg,bmag,kmag,z,hyperleda_type,hyperleda_t
476,1,NGC 4559,188.990119,27.9599586,86.4700281109732,198.4150804042219,8.91,LVG,-22.165388520184376,10.178155408073753,15071462874.040966,7.584,7.2174697,7.052802,29.68,,29.335,,6.0,10.3,7.6,0.0027149999514222,,
477,1,NGC 7309,338.5858025,-10.3569593,-53.65296831161062,53.752711536656896,23.399999618530273,NED-LVS,-22.164079251651096,10.17763170066044,15053299438.75332,9.682,9.378791,9.191424,,,,,,,,0.0133619997650384,SBc,
478,1,NGC 4808,193.9538587,4.3041115,67.15195955510154,305.74340781225686,17.418068733916126,CF4,-22.161,10.1764,15010667325.703724,9.044,8.736751,8.54883,,,31.205,,,,,0.0025349999777972,Sc,
479,1,IC 3322A,186.42734,7.2166544,69.17349824192547,284.716396022751,24.490632418447458,CF4,-22.157,10.1748,14955467727.443996,9.788,9.494278,9.331647,,,31.945,,,,,0.0033120000734925,SBc,
480,1,NGC 1531,62.9970229,-32.8509329,-46.599153260012535,233.1319767383322,13.0,NED-LVS,-22.148716761534185,10.171486704613674,14841804430.276316,8.421,9.455676,9.418937,,,,,,,,0.0039690001867711,,
481,1,NGC 7233,333.9539459,-45.8466119,-54.05607687584989,351.11590129372865,22.700000762939453,NED-LVS,-22.142129358948075,10.168851743579232,14752028528.498486,9.638,9.10263,9.086977,,,,,,,,0.0061409999616444,,
482,1,NGC 1809,75.5208367,-69.568019,-34.748891547137475,280.758431406149,19.81527025805098,CF4,-22.135,10.166,14655478409.559128,9.35,9.137027,8.968652,,,31.485,,,,,0.0043359999544918,Sc,
483,1,NGC 4312,185.6302205,15.5382075,76.60444369298774,271.3761852709773,15.310874616820303,CF4,-22.131000000000004,10.164400000000002,14601584968.117945,8.794,8.534827,8.493489,,31.034,30.245,,,,,0.0005264314240776,Sab,
484,1,NGC 3485,165.0099112,14.8416787,61.33670067635057,232.63934186707525,20.708721160888672,NED-LVS,-22.125766402261156,10.162306560904463,14531369997.235334,9.455,9.238953,9.25111,,,,,,,,0.0047900001518428,SBb,
485,1,NGC 4387,186.4236575,12.8105836,74.46573284138583,278.8452330221488,17.988709151287864,CF4,-22.122,10.160800000000002,14481048230.513788,9.153,9.050856,9.0929365,,31.284,,30.796,,,,0.0017936750082299,E,
486,1,ESO 358- G 063,56.57898,-34.94335,-52.03939990008913,235.85778857688075,17.906058540352948,CF4,-22.121,10.160400000000005,14467716832.477316,9.144,8.518035,8.393486,,,31.265,,,,,0.0064340000972151,Sc,
487,1,NGC 3248,156.9392966,22.8471876,57.27167732431237,212.37450622461375,21.35968589782715,NED-LVS,-22.113974309703146,10.15758972388126,14374399932.874456,9.534,9.355121,9.382186,,,,,,,,0.0049399998970329,SO,
488,1,NGC 2787,139.827594,69.2032327,38.04673206938733,144.0457509797977,7.48,LVG,-22.10650798932231,10.154603195728924,14275890092.080095,7.263,7.1750727,7.2091446,,29.384,,,1.0,11.8,7.3,0.0023219999857246,,
489,1,NGC 1377,54.1628041666667,-20.9019583333333,-51.93069460844731,212.70114785961383,23.15262985229492,NED-LVS,-22.106001643178395,10.15440065727136,14269233911.167452,9.717,9.510849,8.260103,,,,,,,,0.0059770001098513,SO,
490,1,IC 5273,344.8612364,-37.7028515,-64.23760248120044,1.6418518058640736,14.825180851459535,CF4,-22.10100000000001,10.152400000000004,14203651240.480238,8.754,8.543229,8.4638815,,,30.855,,,,,0.004311999771744,SBc,
491,1,IC 1953,53.4244103,-21.4787057,-52.75977837740827,213.26642291110664,22.428842544555664,NED-LVS,-22.100034310517874,10.152013724207151,14191023662.54071,9.654,9.131323,9.007853,,,,,,,,0.006200956646353,SBc,
492,1,NGC 2685,133.8947032,58.7344189,38.895775735148945,157.77945146491717,12.31184196472168,NED-LVS,-22.0976151611924,10.151046064476962,14159439574.553911,8.354,8.205823,8.12048,,,,,,,,0.0029450000729411,SO-a,
493,1,NGC 3032,148.0339633,29.2362146,50.671733312545896,199.01133784181857,22.32543861616743,CF4,-22.096,10.1504,14138391390.945686,9.648,9.29808,9.276064,,31.744,,,,,,0.0051739998161792,SO,
494,1,IC 2995,181.4459134,-27.9401691,33.85197730939908,290.7797783883743,19.18668740670289,CF4,-22.095999999999997,10.1504,14138391390.94563,9.319,9.527813,9.340253,,,31.415,,,,,0.0061019998975098,SBc,
495,1,NGC 5577,215.3047461,3.4359153,58.03982163353909,348.9859401013647,23.280912576650092,CF4,-22.088,10.147200000000002,14034598729.211811,9.747,9.511095,9.4167185,,,31.835,,,,,0.0049669998697936,Sbc,
496,1,NGC 2781,137.8646389,-14.8166933,22.145394251270055,244.17964095621943,13.0936918258667,NED-LVS,-22.085310575590434,10.146124230236175,13999877327.57913,8.5,8.283672,8.310021,,,,,,,,0.0068479999899864,SO-a,
497,1,NGC 2848,140.0408929,-16.5258369,22.70176695354991,247.0422108060047,20.090928126087288,CF4,-22.078000000000003,10.143200000000002,13905928754.654516,9.437,9.237492,9.181297,,,31.515,,,,,0.0067909997887909,SBc,
498,1,NGC 0063,4.4396417,11.450319,-50.56557845924843,109.8741951449936,18.492686189780787,CF4,-22.078000000000003,10.143200000000002,13905928754.654516,9.257,9.101708,9.026383,,31.314,31.365,,,,,0.0038689998909831,Sc,
499,1,NGC 1436,55.9045952,-35.8531085,-52.584611864429526,237.35035281511827,16.634126503701697,CF4,-22.077000000000005,10.142800000000005,13893126817.367653,9.028,8.6034565,8.594133,,,31.105,,,,,0.0046632261946797,SBab,
500,1,NGC 1087,41.605038,-0.498808,-51.65133079953184,173.74534604054182,14.223287871228198,CF4,-22.073,10.1412,13842036815.687456,8.692,8.104469,7.9592085,,,30.765,,,,,0.0050801811739802,SBc,
501,1,NGC 1642,70.728839,0.6186661,-27.929863814663268,196.35226688420823,21.299999237060547,NED-LVS,-22.071897939414256,10.140759175765703,13827993787.84022,9.57,9.34431,9.221181,,,,,,,,0.0154189998283982,Sc,
502,1,NGC 0693,27.6288257,6.1451913,-53.786916095492245,148.3376226765874,18.15515662773137,CF4,-22.067,10.138800000000002,13765753865.094212,9.228,8.930655,8.7726555,,,31.295,,,,,0.0052671898156404,SO-a,
503,1,NGC 3838,176.057311,57.9482151,56.994482438340846,139.2888641532517,18.856462478637695,NED-LVS,-22.03230110634705,10.12492044253882,13332771696.47355,9.345,9.280745,9.274248,,,,,,,,0.0043629999272525,SO-a,
504,1,NGC 6012,238.5579129,14.6014004,45.76406652791442,26.030252971845883,20.578304290771484,NED-LVS,-22.027047924167483,10.122819169666997,13268418759.52674,9.54,9.074585,9.04676,,,,,,,,0.0061996220611035,SBab,
505,1,NGC 0925,36.820159,33.579124,-25.17431211683849,144.88506118340928,9.55,LVG,-22.027016857918728,10.122806743167493,13268039114.730082,7.873,7.368889,7.2278223,29.85,,28.965,,7.0,10.6,7.9,0.0018449999624863,,
506,1,IC 5170,333.1235543,-47.2218339,-53.08286993164861,349.2177364886618,20.941124558508935,CF4,-22.027000000000005,10.122800000000003,13267833107.241709,9.578,9.334062,9.25814,,,31.605,,,,,0.0053969998843967,SBa,
507,1,NGC 3162,153.38163,22.7375597,54.077500855181135,211.0387350821917,19.943374633789062,NED-LVS,-22.026993237488433,10.122797294995374,13267750468.7563,9.472,9.0589485,8.947398,,,,,,,,0.0043430044315755,SBc,
508,1,ESO 548- G 047,53.6812982,-19.0288733,-51.754222843501736,209.59504821807047,23.170150756835938,NED-LVS,-22.02264429770451,10.121057719081804,13214712501.38559,9.802,9.525817,9.508061,,,,,,,,0.0053570000454783,SO-a,
509,1,NGC 4528,188.525283,11.3212521,73.67628955639987,287.6449981547318,15.776112696993476,CF4,-22.021999999999995,10.1208,13206872951.46421,8.968,8.945891,8.976527,,30.994,,30.776,,,,0.0045969998463988,SO,
510,1,NGC 1888,80.6435363,-11.4995609,-24.87583927282413,213.46764795341772,11.563627243041992,NED-LVS,-22.009470418063344,10.11578816722534,13055339416.672016,8.306,7.9713435,7.8949647,,,,,,,,0.0076720002107322,,
511,1,IC 1729,26.9802449,-26.8920869,-77.42383834810332,215.0813358234307,21.6201114654541,NED-LVS,-22.008289643439564,10.115315857375826,13041149013.820711,9.666,9.406293,9.501373,,,,,,,,0.0049999998882412,E,
512,1,NGC 3972,178.9380329,55.3205853,60.05354109972015,138.84801493338878,21.33044913146576,CF4,-22.007999999999996,10.1152,13037670471.382128,9.637,9.198927,9.084309,,,31.525,,,,,0.00281019997783,SBbc,
513,1,NGC 3396,162.47947,32.990821,63.15990993539439,192.90013078785032,22.615921020507812,NED-LVS,-22.00507139418802,10.114028557675208,13002550754.155102,9.767,9.188279,9.001056,,,,,,,,0.0055370000191032,,
514,1,NGC 2082,85.4638091,-64.301214,-31.753308194290575,273.8114896282421,18.70638656616211,NED-LVS,-21.998949523835233,10.111579809534094,12929442810.756958,9.361,9.041936,8.95933,,,,,,,,0.0039499998092651,SBb,
515,1,NGC 5729,220.5285137,-9.0092378,44.99822905757716,343.3671033622752,19.81527025805098,CF4,-21.991999999999997,10.1088,12846948998.311943,9.493,9.035078,8.891453,,,31.485,,,,,0.0060680001042783,Sb,
516,1,ESO 506- G 033,190.0575544,-25.3267835,37.47549965009391,299.7403083771544,17.668535232543945,NED-LVS,-21.99000273429342,10.10800109371737,12823338120.523329,9.246,9.044581,9.03651,,,,,,,,0.0040890001691877,SO,
517,1,NGC 4425,186.8055708,12.7347388,74.52995467704311,280.2469795471191,15.805200152842568,CF4,-21.988999999999997,10.1076,12811500562.783966,9.005,8.84981,8.890839,,30.994,,,,,,0.0063099851831793,SO-a,
518,1,ESO 576- G 076,202.6784942,-22.4212318,39.549119260536365,314.7290545483283,24.46031951904297,NED-LVS,-21.98031062908819,10.104124251635277,12709376684.18475,9.962,9.84774,9.884495,,,,,,,,0.005654000211507,E,
519,1,NGC 4540,188.7120633,15.5517887,77.7990689912063,283.68251371811147,17.57114246595095,CF4,-21.979999999999997,10.104,12705741052.085394,9.244,8.957524,8.935573,,31.224,,,,,,0.0043060001917183,SBc,
520,1,NGC 4391,186.3282941,64.9334641,51.96664079960963,127.41790713380378,24.03255804933244,CF4,-21.97799999999999,10.1032,12682357755.555866,9.926,9.888335,9.950562,,31.914,,31.846,,,,0.0044041723012924,E-SO,
521,1,NGC 6673,281.2764044,-62.297212,-23.096733064231294,333.2767404300394,10.934526967309194,CF4,-21.97499999999999,10.102,12647363474.711472,8.219,8.187169,8.231191,,30.194,,,,,,0.0039059999398887,E,
522,1,NGC 7156,328.6401954,2.9433574,-37.84862628267801,61.04294619623306,22.49983787536621,NED-LVS,-21.969896943870697,10.09995877754828,12588059225.275318,9.791,9.679842,9.592148,,,,,,,,0.0132929999381303,SBc,
523,1,IC 1954,52.8803517,-51.9047501,-51.20171005941092,263.6450285272774,13.899526312133531,CF4,-21.96899999999999,10.0996,12577664324.512505,8.746,8.496922,8.396368,,,30.715,,,,,0.0035419999621808,SBb,
524,1,NGC 1292,49.5618166,-27.610304,-57.52421153167038,222.4206516921244,18.749945080674173,CF4,-21.96899999999999,10.0996,12577664324.512505,9.396,9.310425,9.203254,,,31.365,,,,,0.0045659998431801,Sc,
525,1,NGC 1581,66.1870143,-54.9420008,-42.73218529141975,264.08710765378424,23.083290100097656,NED-LVS,-21.9684885480863,10.09939541923452,12571740827.120182,9.848,9.69568,9.614649,,,,,,,,0.0053369998931884,E-SO,
526,1,NGC 3963,178.7448144,58.4935972,57.12155656438581,136.50939600284158,17.899999618530273,NED-LVS,-21.968265108622873,10.09930604344915,12569153887.50234,9.296,8.965287,8.879476,,,,,,,,0.0106009999290108,SBbc,
527,1,IC 0764,182.559081,-29.7365497,32.28710099098411,292.34892604221034,21.62718523727021,CF4,-21.964,10.0976,12519875206.248814,9.711,9.362485,9.331954,,,31.675,,,,,0.0071319998241961,SBc,
528,1,NGC 5247,204.5126705,-17.8841889,43.590173337302176,318.322686026654,7.886228084564209,NED-LVS,-21.95934666766471,10.095738667065886,12466331378.314203,7.525,7.17328,7.0487905,,,,,,,,0.0045230002142488,SBbc,
529,1,NGC 2591,129.3557363,78.0261497,31.900016483102963,135.56487354172378,19.90673338987187,CF4,-21.954000000000004,10.093600000000002,12405092300.422314,9.541,9.153259,9.052475,,,31.495,,,,,0.0044359997846186,Sc,
530,1,NGC 3457,163.7026829,17.6212186,61.49626902327531,226.27121564666913,20.83531160571749,CF4,-21.952,10.092800000000002,12382262309.589996,9.642,9.5243225,9.53014,,31.594,,,,,,0.0038660001009702,,
531,1,NGC 5963,233.3662271,56.5597502,48.88567742756016,89.95228702778533,23.600509643554688,NED-LVS,-21.948606907433945,10.091442762973578,12343626239.440142,9.916,9.435636,9.332603,,,,,,,,0.0021879998967051,Sc,
532,1,NGC 2966,145.5478363,4.6730987,39.684856545379965,230.7610744047738,21.134890398366466,CF4,-21.947,10.090800000000002,12325370982.033491,9.678,9.28513,9.116237,,,31.625,,,,,0.0068180002272129,SBbc,
533,1,NGC 4781,193.5989683,-10.5371445,52.32777034618268,304.1215838837688,12.91219273613534,CF4,-21.942,10.0888,12268741046.38343,8.613,8.33315,8.194763,,,30.555,,,,,0.0042030001059174,SBcd,
534,1,NGC 4206,183.820003,13.0239885,73.55356990655716,270.2027994251343,18.492686189780787,CF4,-21.942,10.0888,12268741046.38343,9.393,9.195127,9.1965685,,,31.335,,,,,0.0023449999280273,Sbc,
535,1,ESO 362- G 011,79.1619149,-37.1028786,-34.080112962274455,241.0792137245995,18.07174126010927,CF4,-21.938999999999997,10.0876,12234888053.268152,9.346,8.888226,8.70697,,,31.285,,,,,0.0044829999096691,Sbc,
536,1,IC 1067,223.2718693,3.331731,52.44160948305599,358.93336165878173,22.766277313232425,NED-LVS,-21.938460108170855,10.087384043268344,12228805660.50247,9.848,9.555874,9.595017,,,,,,,,0.0052640000358223,SBb,
537,1,NGC 3666,171.1085733,11.3420784,64.17874854007742,246.40247329771032,17.10015315090287,CF4,-21.937,10.0868,12212371301.65309,9.228,8.829785,8.718422,,,31.165,,,,,0.0035359999164938,SBc,
538,1,NGC 5951,233.4293056,15.0073216,50.4494208043626,23.52254505037913,24.945947269429535,CF4,-21.933,10.0852,12167462039.791325,10.052,9.786256,9.724777,,,31.985,,,,,0.0059369998052716,SBc,
539,1,NGC 4519,188.3760083,8.6548151,71.04575108579509,289.16778833669963,19.81527025805098,CF4,-21.93,10.084,12133888504.64981,9.555,9.376636,9.368675,,,31.485,,,,,0.0040629999712109,,
540,1,NGC 0803,30.9364082,16.0311582,-43.41144044638639,147.17027512097843,22.43881923782765,CF4,-21.924000000000003,10.081600000000002,12067019095.932798,9.831,9.505031,9.4312935,,,31.755,,,,,0.0070079998113214,Sc,
541,1,UGC 05459,152.041449,53.083523,50.27516001845651,160.83530750879584,20.65380155810529,CF4,-21.922999999999995,10.0812,12055910077.29532,9.652,9.342624,9.169469,,,31.575,,,,,0.003698999993503,SBc,
542,1,NGC 4951,196.2821659,-6.4938427,56.215038879085064,309.0555050640474,14.962356560944336,CF4,-21.912,10.0768,11934383792.107967,8.963,8.683687,8.631886,,,30.875,,,,,0.0039260000921785,SBc,
543,1,NGC 1380A,54.1978561,-34.7395817,-53.99380130309054,235.52178081830087,19.80614708971741,CF4,-21.910000000000004,10.076000000000002,11912420080.273811,9.574,9.425981,9.455327,,31.484,,,,,,0.0053070047870278,SO,
544,1,NGC 3003,147.15078,33.421597,50.34220315261183,192.3422449492533,18.92343618644977,CF4,-21.903999999999996,10.0736,11846771175.814823,9.481,9.075647,9.160301,,,31.385,,,,,0.0049370001070201,,
545,1,NGC 4880,195.0439612,12.4835218,75.2128380370254,311.3163561652817,15.699999809265137,NED-LVS,-21.901498235665567,10.072599294266228,11819505151.3476,9.078,9.108462,9.191304,,,,,,,,0.0045431428588926,,
546,1,NGC 4283,185.08686416667,29.31094194444,82.81368206878565,193.4412191902796,16.025072388814195,CF4,-21.897,10.0708,11770637907.805696,9.127,8.923799,8.989457,,31.024,,,,,,0.0035220000427216,,
547,1,NGC 4452,187.1804001,11.7550547,73.72810924475749,282.7036146476583,15.588344677043889,CF4,-21.892,10.0688,11716556739.113062,9.072,8.917633,8.92985,,30.964,,,,,,0.0005398089415393,,
548,1,NGC 7497,347.2642733,18.177564,-38.34136141882729,91.3770904052605,16.106456351782708,CF4,-21.891999999999996,10.0688,11716556739.113014,9.143,8.912326,8.793757,,,31.035,,,,,0.0056969998404383,,
549,1,NGC 7185,330.7364741,-20.4713033,-51.06846231202038,33.44114604505324,20.739582044538317,CF4,-21.889999999999993,10.067999999999998,11694993910.198652,9.694,9.47175,9.543091,,31.584,,,,,,0.006004000082612,,
550,1,NGC 3346,160.912135,14.871909,57.878337719609725,228.81673867272823,19.7076358795166,NED-LVS,-21.88617264801802,10.06646905920721,11653840214.838104,9.587,8.947833,8.951337,,,,,,,,0.0042500002309679,,
551,1,IC 5003,310.8098291,-29.8533146,-36.069729541194114,14.343732250025685,22.85598803375432,CF4,-21.884,10.065600000000002,11630543233.284718,9.911,9.575696,9.454754,,,31.795,,,,,0.0090530002489686,,
552,1,IC 1952,53.361003,-23.7128772,-53.415331177873824,216.82444402252816,22.43881923782765,CF4,-21.882000000000005,10.064800000000004,11609138701.261915,9.873,9.505787,9.418937,,,31.755,,,,,0.0060439999215304,,
553,1,IC 0512,135.9593397,85.5017485,29.51802550701567,127.26195052362984,23.021520614624023,NED-LVS,-21.881670031032215,10.064668012412888,11605611073.221125,9.929,9.576835,9.513863,,,,,,,,0.005384000018239,,
554,1,NGC 1375,53.8200304,-35.2656339,-54.29343100641641,236.4295561502894,19.80614708971741,CF4,-21.876,10.062400000000002,11545161169.214355,9.608,9.41682,9.456208,,31.484,,,,,,0.0025917929597198,,
555,1,NGC 5915,230.38791,-13.091744,35.74478941898765,349.9045815894429,20.379100799560547,NED-LVS,-21.875925087163523,10.06237003486541,11544364612.066772,9.67,9.191922,8.921345,,,,,,,,0.0075799999758601,,
556,1,NGC 3684,171.7967505,17.0301439,68.07202630627486,235.9802335915648,17.021585083949518,CF4,-21.875,10.062,11534532578.210953,9.28,9.004267,8.881661,,,31.155,,,,,0.003878999967128,,
557,1,NGC 1419,55.1754431,-37.5107491,-53.09961756191135,240.13297159222185,22.490546058357825,CF4,-21.87400000000001,10.061600000000004,11523913771.994972,9.886,9.688311,9.708081,,31.754,,31.976,,,,0.0052669770084321,,
558,1,NGC 6207,250.76548,36.832222,40.679293090430875,59.53589788288114,15.812480392703842,CF4,-21.870999999999995,10.0604,11492115972.032396,9.124,8.77931,8.655682,,,30.995,,,,,0.0027819245588034,,
559,1,NGC 1637,70.3674324,-2.8579406,-30.014996487220852,199.55926707980228,9.29,LVG,-21.86607856996821,10.058431427987284,11440142338.375277,7.974,7.809894,7.7198315,,,31.135,,6.0,11.5,8.0,0.0023920000530779,,
560,1,NGC 6875,303.3012174,-46.1620082,-32.9693959292141,353.6086055515039,14.288958549499512,NED-LVS,-21.863002881992664,10.057201152797068,11407780410.145529,8.912,8.650597,8.665788,,,,,,,,0.0104109998792409,,
561,1,NGC 4941,196.0545712,-5.5515957,57.17432585540641,308.80560540066926,10.37375259399414,NED-LVS,-21.86267943096163,10.057071772384656,11404382431.196243,8.217,7.9315815,7.8689094,,,,,,,,0.0037759456317871,,
562,1,NGC 4802,193.9568883,-12.0552058,50.802066706159174,304.63018198871765,11.770637907805682,CF4,-21.856,10.0544,11334438229.710373,8.498,8.018708,8.004721,,30.354,,,,,,0.0031389999203383,,
563,1,NGC 4424,186.798241,9.4205418,71.38991909625423,283.8806487048479,15.459662193866752,CF4,-21.855000000000004,10.054000000000002,11324003632.355623,9.091,8.66189,8.597637,31.0,31.014,,,,,,0.0014580000424757,,
564,1,NGC 4930,196.0217342,-41.4114841,21.397706655560636,305.47867260057876,13.70412540435791,NED-LVS,-21.854256620690457,10.053702648276184,11316252993.84534,8.83,8.038859,8.077641,,,,,,,,0.0086359996348619,,
565,1,UGCA 250,178.3504587,-28.5529723,32.60644311231241,287.78861777633676,19.54339455775393,CF4,-21.853,10.0532,11303163247.386978,9.602,9.079291,8.91924,,,31.455,,,,,0.0056940000504255,,
566,1,NGC 3605,169.1941314,18.0172224,66.37819508199432,230.64054247880017,20.361042011319707,CF4,-21.849000000000004,10.051600000000002,11261597469.07872,9.695,9.479866,9.556619,,31.544,,,,,,0.0021410000044852,,
567,1,NGC 5584,215.5990023,-0.3876693,54.85588749856748,345.1141422632113,22.85598803375432,CF4,-21.846000000000004,10.050400000000003,11230523475.41092,9.949,9.042808,8.963092,,,31.285,,,,,0.0054640001617372,,
568,1,NGC 4129,182.2220119,-9.036702,52.39314819000264,285.55000524870167,19.633602768360465,CF4,-21.843000000000004,10.049200000000004,11199535223.848948,9.622,9.259222,9.0588045,,,31.465,,,,,0.0039160000160336,,
569,1,NGC 4355,186.7275315,-0.8775813,61.379106121746275,290.04831208046556,24.64555549621582,NED-LVS,-21.841693056706593,10.048677222682638,11186062014.372025,10.117,9.985921,9.261912,,,,,,,,0.0070846485905349,,
570,1,NGC 0986,38.392987,-39.0448122,-65.63570928478936,248.69053808880912,8.35958480834961,NED-LVS,-21.831923540352715,10.044769416141088,11085860674.521255,7.779,7.5794044,7.4036417,,,,,,,,0.0065850000828504,,
571,1,NGC 3056,148.636926,-28.2982275,20.206922368568687,262.0598388243294,12.382262309589926,CF4,-21.826,10.0424,11025543321.02225,8.638,8.482695,8.48842,,30.464,,,,,,0.0032460000365972,,
572,1,NGC 1035,39.871449,-8.133278,-58.15041509141411,181.36502351936164,15.523870099580808,CF4,-21.826,10.0424,11025543321.02225,9.129,8.844521,8.709702,,,30.955,,,,,0.0042963055893778,,
573,1,NGC 4606,190.239918,11.912006,74.5863525387855,293.2455409350567,15.805200152842568,CF4,-21.825,10.042000000000002,11015393095.41419,9.169,8.990061,8.962338,,30.994,,,,,,0.0054999999701976,,
574,1,NGC 5103,200.1253781,43.0839354,72.9902494398709,104.52516687837716,18.349149703979492,NED-LVS,-21.82407971966378,10.041631887865512,11006060299.274576,9.494,9.331008,9.374344,,,,,,,,0.00424600020051,,
575,1,IC 5078,315.630154,-16.818144,-36.374337824615125,31.419767275296135,19.54339455775393,CF4,-21.815,10.038,10914403364.487572,9.64,9.3550625,9.384299,,,31.455,,,,,0.0049169999547302,,
576,1,IC 0676,168.165826,9.055861,60.49286100626989,246.0413338828021,20.0,NED-LVS,-21.806149978319908,10.034459991327964,10825799796.15396,9.699,9.47722,9.413915,,,,,,,,0.0047099250368773,,
577,1,NGC 3423,162.8095526,5.8400529,54.36677465605121,244.1651301606311,11.77235221862793,NED-LVS,-21.804316236691974,10.033726494676792,10807531118.25376,8.55,8.403615,8.35898,,,,,,,,0.0033489998895674,,
578,1,NGC 5523,213.7181377,25.3176868,71.22233006532367,32.11650282620363,20.3704207770572,CF4,-21.801,10.032400000000004,10774571314.563732,9.744,9.50797,9.413141,,,31.545,,,,,0.0034819999709725,,
579,1,NGC 4659,191.1224977,13.4986328,76.27402823078437,295.79638027460896,16.248003352273184,CF4,-21.794000000000004,10.029600000000002,10705328538.333672,9.26,9.191939,9.25798,,31.054,,,,,,0.0015642184298485,,
580,1,NGC 4483,187.6693587,9.0156697,71.23458652495958,286.8073193989762,16.43614636390553,CF4,-21.792,10.028800000000002,10685626745.999664,9.287,9.189076,9.228703,,31.074,,31.606,,,,0.0029470948502421,,
581,1,NGC 4458,187.2398302,13.2419146,75.15222965054795,281.0941448854778,16.458869432193033,CF4,-21.767000000000003,10.018800000000002,10442392185.4318,9.315,9.143382,9.160185,,31.074,,31.516,,,,0.0022579999640583,,
582,1,NGC 4405,186.5296884,16.1811135,77.57864162497542,273.4430821703475,16.93557708691517,CF4,-21.766999999999996,10.0188,10442392185.431717,9.377,9.221449,9.174923,,31.144,,,,,,0.005788414273411,,
583,1,NGC 4330,185.821573,11.368053,72.90772997923526,278.8086077571936,17.988709151287864,CF4,-21.765,10.018,10423174293.933058,9.51,9.414444,9.284663,,,31.275,,,,,0.005214000120759,,
584,1,NGC 5300,207.066851,3.950869,63.14265235256397,335.7501784075733,17.82378767448089,CF4,-21.76,10.016,10375284158.180126,9.495,8.977857,8.962533,,,31.255,,,,,0.0039059999398887,,
585,1,NGC 3471,164.787462,61.530529,50.82145166731403,143.7306147143309,18.57804455091697,CF4,-21.758,10.0152,10356189770.449863,9.587,9.347094,9.144091,,,31.345,,,,,0.0070463349111378,,
586,1,NGC 4722,192.8848672,-13.3299983,49.54174177747937,302.9699981593782,17.206289291381836,NED-LVS,-21.75543610235345,10.014174440941382,10331763133.076847,9.423,9.312155,9.26618,,,,,,,,0.0043759997934103,,
587,1,NGC 4701,192.29835,3.38867,66.25435459199433,301.5407539229947,20.113628387451172,NED-LVS,-21.75145210994739,10.01258084397896,10293921308.50458,9.766,9.505787,9.412626,,,,,,,,0.0024059999268501,,
588,1,NGC 5230,203.8828472,13.6761843,73.05982723805901,342.54722839616187,20.680805206298828,NED-LVS,-21.750837219944287,10.012334887977715,10288093154.9698,9.827,10.322,10.275,,,,,,,,0.0229194108396768,,
589,1,NGC 4476,187.4961718,12.3487415,74.38848037312236,283.0981527205943,17.41004926352608,CF4,-21.739,10.007600000000002,10176536626.205376,9.465,9.333928,9.362193,,31.204,,,,,,0.0065375226549804,,
590,1,NGC 5916,230.4079513,-13.1693693,35.6739772319014,349.8586291424746,19.18668740670289,CF4,-21.738,10.0072,10167168004.66378,9.677,9.283116,9.193889,,,31.415,,,,,0.0077490000985562,,
591,1,NGC 3137,152.2807397,-29.0640238,21.67418892429863,265.2093832501736,15.100801541641475,CF4,-21.736999999999995,10.006799999999998,10157808007.968966,9.158,8.598235,8.553256,,,30.895,,,,,0.0036830001045018,,
592,1,NGC 4383,186.3562366,16.4699869,77.75674510906728,272.1234168416843,17.56403160095215,NED-LVS,-21.731121049047086,10.004448419618836,10102955024.071516,9.492,9.044624,8.859175,,,,,,,,0.0057040001265704,,
593,1,NGC 7090,324.1200439,-54.5570267,-45.38522892939613,341.29662887721264,9.51,LVG,-21.726902584687068,10.002761033874828,10063777673.37224,8.164,7.726397,7.6507277,29.84,,28.985,,6.0,11.3,8.2,0.0028250000905245,,
594,1,NGC 4150,182.6402467,30.4016146,80.4672595916105,190.44605572071424,13.88033666567234,CF4,-21.723999999999997,10.0016,10036909309.200966,8.988,8.651507,8.632495,30.92,30.614,,,-1.0,12.5,9.0,0.0006939999875612,,
595,1,IC 0051,11.6009676,-13.442241,-76.26351515807234,117.77060002465724,24.816631317138672,NED-LVS,-21.72271414373671,10.001085657494684,10025029459.155104,10.251,9.879729,9.733691,,,,,,,,0.0057359999045729,,
596,1,NGC 0685,26.9285806,-52.7617908,-62.30379805790685,284.4807485666074,15.199999809265137,NED-LVS,-21.72021791247547,10.00008716499019,10002007249.49598,9.189,8.769114,8.690517,,,,,,,,0.0045460001565515,,
597,2,NGC 2614,130.7001336,72.9765512,33.89606267704238,141.10445310425956,24.100000381469727,NED-LVS,-21.718085247245742,9.9992340988983,9982380016.854143,10.192,9.660274,9.665643,,,,,,,,0.0115310000255703,,
598,2,NGC 4623,190.5445522,7.6769838,70.42526093994472,296.0698457423798,17.25043297245844,CF4,-21.717999999999996,9.9992,9981596274.917244,9.466,9.332486,9.421975,,31.184,,,,,,0.0060270000249147,,
599,2,NGC 3310,159.691149,53.503357,54.06246339142673,156.6040402321012,11.636653900146484,NED-LVS,-21.71014058816137,9.996056235264549,9909602525.42286,8.619,8.09272,7.8476353,,,,,,,,0.0032989489845931,,
