 25   2.000  -4.442   2 0.505 474.285 2.704 62.069  5.167  0.016 0.043  0.053 0.043
 26   2.000  -1.000   1 0.443 460.254 3.071 70.212  3.505 -0.023 0.034  0.006 0.033
 27   1.000   0.000   1 0.460 452.354 2.772 82.455  2.801 -0.054 0.026 -0.022 0.025
 28  -3.460  -5.459   4 0.727 465.165 3.959 66.274  5.019 -0.015 0.048 -0.040 0.053
 29  -2.752  -7.875   6 1.130 468.520 3.868 62.040  7.532  0.053 0.057 -0.035 0.094
 30  -5.852  -4.734   6 0.904 467.302 4.558 59.588  6.150 -0.030 0.066  0.002 0.069
 31  -4.637  -2.669   3 0.820 462.010 4.480 69.109  5.653 -0.074 0.045 -0.008 0.052
 32  -4.000  -1.482   2 0.555 461.523 3.991 67.288  3.906  0.043 0.042 -0.029 0.040
 33  -0.672  -8.016   7 0.978 473.988 3.237 61.226  4.977 -0.023 0.046 -0.005 0.048
 34   1.485  -6.452   4 0.901 470.906 3.631 69.142  5.873  0.006 0.047  0.033 0.049
 35  -4.967  -6.965   7 1.081 461.361 7.503 62.401 11.605 -0.061 0.085 -0.057 0.183
 36  -6.989  -2.819   8 1.196 473.606 2.995 57.486  5.142 -0.066 0.049  0.034 0.063
 37  -5.427  -0.495   4 0.894 453.631 3.685 66.351  3.404 -0.001 0.040 -0.019 0.037
 38  -3.000   0.000   1 0.370 455.954 5.358 72.879  5.396 -0.051 0.051 -0.050 0.053
 39  -4.000   0.493   2 0.493 450.016 4.389 71.334  3.692 -0.002 0.044 -0.037 0.038
 40  -3.000   1.000   1 0.445 449.099 5.355 71.031  4.588 -0.096 0.051 -0.067 0.048
 41  -2.000   1.000   1 0.464 449.746 3.514 71.512  3.495 -0.068 0.035  0.007 0.033
 42  -1.000   1.000   1 0.429 444.894 2.963 78.605  2.633 -0.020 0.028  0.009 0.024
 43  -7.507   0.236   7 0.987 460.825 4.682 73.229  7.923 -0.030 0.053  0.050 0.074
 44  -5.430   1.483   4 0.955 452.173 4.060 67.451  4.696  0.027 0.047  0.011 0.048
 45   0.000   1.000   1 0.393 441.072 2.854 81.225  2.608 -0.008 0.026  0.018 0.023
 46  -3.000   2.454   2 0.625 435.311 3.790 71.589  3.093  0.025 0.037 -0.046 0.034
 47  -2.000   2.000   1 0.399 435.411 3.627 68.658  3.197  0.023 0.039 -0.009 0.036
 48  -4.274   2.612   3 0.949 439.333 4.544 75.656  3.110  0.011 0.045 -0.077 0.044
 49  -1.000   2.000   1 0.409 433.356 3.368 77.323  3.348  0.035 0.034  0.024 0.035
 50   1.000   1.000   1 0.410 441.345 2.850 78.051  2.826 -0.007 0.028  0.004 0.029
 51   2.000   0.000   1 0.473 452.524 3.313 75.274  2.987 -0.014 0.032 -0.028 0.034
 52   0.000   2.000   1 0.409 431.716 3.098 77.664  2.648  0.016 0.031  0.012 0.031
 53   3.000  -3.448   2 0.528 466.924 3.272 66.934  4.812  0.026 0.039  0.033 0.053
 54   3.000  -2.000   1 0.412 465.052 4.504 69.288  4.125 -0.012 0.046 -0.066 0.060
 55  -2.000   3.000   1 0.408 432.459 4.655 67.722  5.021  0.038 0.046  0.018 0.065
 56   3.000  -1.000   1 0.421 459.367 3.722 65.883  3.682 -0.038 0.038 -0.040 0.050
 57   3.626  -6.004   7 0.944 467.847 2.916 64.143  3.926  0.015 0.035 -0.031 0.047
 58   2.000   1.000   1 0.439 444.504 3.129 74.726  2.860  0.001 0.029 -0.022 0.037
 59   1.000   2.000   1 0.343 433.832 3.154 76.561  2.794  0.003 0.031 -0.012 0.034
 60  -1.000   3.000   1 0.411 430.196 4.101 74.117  3.488  0.022 0.038 -0.006 0.043
 61   3.000   0.000   1 0.410 452.709 4.115 72.106  4.195 -0.001 0.035 -0.001 0.048
 62   2.215  -8.403   7 1.175 463.071 3.744 60.064  6.674  0.017 0.042  0.028 0.054
 63   4.269  -3.606   3 0.718 463.971 3.264 62.062  4.347  0.000 0.037 -0.007 0.048
 64   4.589  -2.278   3 0.710 458.821 4.007 69.520  3.885  0.039 0.040 -0.043 0.050
 65   4.813  -1.000   3 0.795 458.383 3.703 67.410  3.109  0.004 0.035 -0.069 0.043
 66   3.000   1.000   1 0.375 442.047 4.725 77.234  4.204 -0.002 0.038 -0.011 0.046
 67   2.000   2.000   1 0.388 434.824 3.723 71.670  3.204  0.002 0.035  0.010 0.041
 68   0.000   3.000   1 0.399 426.209 4.053 73.386  3.204  0.046 0.037 -0.033 0.039
 69   4.421   0.000   2 0.551 456.627 3.915 65.692  4.188 -0.034 0.041 -0.038 0.051
 70   1.000   3.000   1 0.383 424.920 4.457 77.557  3.541  0.073 0.038 -0.091 0.039
 71   3.000   2.000   1 0.330 432.200 4.738 71.925  3.728  0.007 0.044 -0.014 0.051
 72   4.425   1.000   2 0.495 441.926 4.332 73.364  5.003  0.005 0.041  0.043 0.052
 73   2.000   3.000   1 0.358 426.073 4.840 70.340  4.143  0.080 0.043 -0.028 0.053
 74   5.940  -4.981   7 1.097 468.121 4.041 62.775  4.227 -0.024 0.040 -0.067 0.054
 75  -1.000   4.000   1 0.414 418.733 5.157 67.674  3.505  0.021 0.050 -0.063 0.054
 76  -2.602   4.271   3 0.884 427.845 4.325 74.636  3.890 -0.056 0.038 -0.034 0.043
 77   0.000   4.000   1 0.436 414.289 4.676 66.592  3.529  0.059 0.050 -0.077 0.050
 78   4.431   2.000   2 0.510 434.965 4.619 65.486  3.147  0.036 0.045 -0.012 0.053
 79   3.442   3.000   2 0.581 433.907 4.358 65.450  3.464  0.037 0.043  0.004 0.053
 80   1.000   4.000   1 0.404 420.161 5.541 72.983  4.774  0.055 0.050 -0.110 0.051
 81   6.998  -2.121   8 1.129 450.055 4.031 63.012  3.379  0.031 0.038 -0.076 0.053
 82   6.853   0.497   6 1.110 441.636 4.937 65.647  4.564  0.105 0.043 -0.016 0.069
 83   2.456   4.000   2 0.515 426.712 4.311 65.529  3.319  0.051 0.041 -0.043 0.053
 84  -4.864   4.877   7 1.191 439.983 5.359 72.264  4.870 -0.006 0.042  0.004 0.051
 85  -1.615   5.275   3 0.674 423.568 4.316 67.229  3.115  0.053 0.040 -0.031 0.050
 86   0.638   5.283   3 0.773 420.555 3.935 68.948  2.765  0.039 0.039 -0.061 0.044
 87  -6.781   3.380   7 0.982 444.089 5.687 67.738  4.446  0.061 0.049  0.014 0.065
 88  -3.711   6.545   5 1.067 428.348 5.429 60.321  5.274 -0.005 0.050  0.015 0.069
 89   2.470   5.455   4 0.838 423.702 3.745 62.223  2.554  0.005 0.042 -0.063 0.048
 90   4.725   3.991   5 0.753 439.204 3.268 55.932  2.979  0.031 0.038  0.018 0.048
 91   6.996   2.822   8 1.167 444.346 3.571 58.680  4.511  0.055 0.047  0.040 0.054
 92  -0.571   6.688   5 1.007 420.266 3.463 57.927  2.353  0.044 0.039 -0.063 0.049
 93   1.141   8.013   8 1.164 412.826 3.854 59.924  3.021  0.042 0.043  0.008 0.050
 94   5.617   5.710   8 0.991 434.061 4.097 60.054  2.869  0.054 0.043 -0.042 0.054
 95   3.819   7.791   8 1.228 425.484 3.549 54.075  2.200  0.019 0.041 -0.056 0.050
 96  -2.378   8.205   7 1.105 426.229 4.639 68.190  6.332  0.069 0.048  0.082 0.066
 97   8.632  -1.455  30 1.311 454.029 3.485 61.114  4.404 -0.080 0.033  0.018 0.054
 98   1.532   9.491  33 1.525 423.653 3.042 61.440  2.555  0.030 0.034 -0.008 0.037
 99  -8.648   1.384  30 1.369 453.752 3.997 71.320  3.666  0.007 0.031  0.006 0.037
100  -1.476  -9.517  33 1.646 470.141 2.561 57.536  2.449 -0.105 0.027 -0.032 0.028
101  10.600  -1.969  50 2.009 455.373 4.702 60.241  6.675 -0.031 0.049 -0.033 0.102
102   2.049  11.676  60 1.665 434.255 4.270 68.939  2.383  0.046 0.036 -0.105 0.039
103 -10.623   1.913  50 1.870 463.738 4.123 65.125  3.035 -0.049 0.032 -0.065 0.038
104  -1.969 -11.691  60 1.861 478.682 3.143 57.296  3.114 -0.003 0.034  0.018 0.031
105  13.629  -2.331 108 2.452 461.793 7.407 61.221  5.316 -0.035 0.058 -0.030 0.070
106   2.419  15.077 131 2.946 425.101 4.574 50.079  3.941  0.062 0.049 -0.001 0.067
107 -13.696   2.149 108 2.480 458.102 4.982 72.776 11.468 -0.006 0.046 -0.009 0.105
108  -2.475 -15.065 131 2.204 470.314 4.423 51.225  5.092  0.003 0.044  0.017 0.052
