  1 NGVS J123909.32+112147.9 26.190|0.009 25.224|0.011 12.39|0.68 12.60|0.58                               ---        1   1 1          
  2 NGVS J123948.33+105157.0 25.805|0.029 24.874|0.039 21.08|0.94 23.58|1.43                               ---        3   1 0          
  3 NGVS J123949.21+110135.3 26.214|0.009 25.268|0.009 11.72|0.43 11.56|0.30                               ---        1   1 1          
  4 NGVS J123950.99+112805.1 25.740|0.024 24.742|0.012 21.20|1.06 27.76|0.80                               ---        3   1 0          
  5 NGVS J124002.08+105517.2 26.523|0.020 25.875|0.025 12.72|0.57 14.98|0.77                               ---        1   1 1          
  6 NGVS J124049.54+121138.1 26.376|0.008 25.463|0.021 13.93|0.45 13.44|1.13                               ---        1   1 1          
  7 NGVS J124115.49+103811.9 26.359|0.013 25.518|0.008 14.31|0.64 13.39|0.51                               ---        1   1 1          
  8 NGVS J124151.11+105311.7 24.887|0.017 23.810|0.013 20.24|0.82 25.90|0.65                               ---        3   1 0          
  9 NGVS J124205.30+103959.1 26.438|0.020 25.639|0.022 18.14|0.71 22.54|0.83                               ---        1   1 1          
 10 NGVS J124206.89+115144.7 25.969|0.008 25.164|0.010 11.87|0.27 10.53|0.43                               ---        1   1 1          
 11 NGVS J124209.61+113654.7 25.920|0.004 25.147|0.010 12.97|0.18 11.69|0.33                               ---        1   1 1          
 12 NGVS J124216.65+114428.6 26.407|0.012 25.425|0.013 11.56|0.51 10.47|0.79                               ---        1   1 1          
 13 NGVS J124229.83+112029.7 24.979|0.010 24.162|0.009 14.25|0.31 15.79|0.36                              1493        1   1 1          
 14 NGVS J124232.60+115702.6 26.158|0.005 25.389|0.007 12.97|0.22 12.69|0.42                               ---        1   1 1          
 15 NGVS J124235.74+114254.2 26.453|0.010 25.573|0.014 11.34|0.58 10.53|0.85                               ---        1   1 1          
 16 NGVS J124238.75+115646.8 26.600|0.029 25.805|0.036 16.95|0.98 21.98|1.18                               ---        3   1 0          
 17 NGVS J124244.72+111240.5 25.462|0.029 24.536|0.016 31.07|1.18 38.77|1.28                               ---        1   1 1          
 18 NGVS J124248.01+115513.8 24.847|0.007 24.048|0.008 13.94|0.28 12.60|0.61                              1241        1   1 1          
 19 NGVS J124312.47+111230.2 26.323|0.009 25.490|0.010 15.59|0.51 20.80|0.48                               ---        1   1 1          
 20 NGVS J124315.49+113922.8 25.697|0.011 25.020|0.018 11.43|0.42 11.64|0.51                               ---        1   1 1          
 21 NGVS J124324.30+112343.2 25.684|0.007 24.986|0.010 24.82|0.40 24.98|0.52                               ---        1   1 1          
 22 NGVS J124352.42+112534.2 23.872|0.008 22.911|0.008 13.94|0.36 14.66|0.37                               ---        1   1 1          
 23 NGVS J124352.48+112518.3 25.249|0.008 24.496|0.011 17.51|0.42 17.75|0.58                               ---        1   1 1          
 24 NGVS J124437.85+103801.1 24.953|0.007 24.139|0.007 19.83|0.30 18.41|0.28                               ---        1   1 1          
 25 NGVS J124524.02+110535.2 24.481|0.009 23.521|0.018 11.26|0.42 10.85|0.51                               ---        1   1 1          
 26 NGVS J124531.21+112357.2 25.419|0.011 24.630|0.010 11.10|0.40 11.17|0.52                               ---        1   1 1          
 27 NGVS J124532.99+114125.3 26.300|0.022 25.351|0.028 17.45|1.00 26.01|1.32                               ---        3   1 0          
 28 NGVS J124538.98+114526.8 26.192|0.030 25.446|0.013 25.03|1.22 27.18|0.54                               ---        3   1 0          
 29 NGVS J124539.33+104808.1 25.024|0.020 24.154|0.009 11.53|0.76 16.07|0.49                               ---        1   1 1          
