  1 NGVS J122708.94+074228.3 186.7872607  7.7078639 0.024 19.429|0.001 1.025|0.003             0.813|0.002 0.955|0.002              0.239 1
  2 NGVS J122718.40+081154.2 186.8266527  8.1983810 0.023 20.966|0.002 1.076|0.008             0.794|0.004 0.900|0.007             -0.140 0
  3 NGVS J122735.11+072518.7 186.8962982  7.4218483 0.022 20.992|0.003 0.923|0.008             0.678|0.005 0.790|0.008              0.085 0
  4 NGVS J122741.97+075613.3 186.9248642  7.9370367 0.025 21.193|0.003 1.146|0.012             0.747|0.006 0.862|0.010              0.075 0
  5 NGVS J122744.26+072542.5 186.9344272  7.4284640 0.022 20.645|0.002 0.968|0.006             0.683|0.004 0.778|0.006              0.103 1
  6 NGVS J122803.46+065343.1 187.0144136  6.8953085 0.020 21.446|0.004 0.987|0.011             0.737|0.007 0.868|0.011              0.140 1
  7 NGVS J122806.14+065909.0 187.0255686  6.9858243 0.020 20.272|0.002 1.485|0.008             0.984|0.004 1.250|0.005              0.321 1
  8 NGVS J122806.31+080342.8 187.0262901  8.0618891 0.022 21.475|0.003 0.923|0.013             0.697|0.007 0.795|0.013              0.092 0
  9 NGVS J122818.37+074924.9 187.0765475  7.8235740 0.024 21.563|0.003 1.011|0.013             0.787|0.007 0.935|0.012              0.148 0
 10 NGVS J122828.41+083115.5 187.1183613  8.5209855 0.018 20.961|0.002 0.984|0.007             0.707|0.005 0.832|0.007              0.124 0
 11 NGVS J122828.60+070228.2 187.1191854  7.0411563 0.018 20.713|0.002 0.907|0.007             0.799|0.005 0.892|0.007              0.221 1
 12 NGVS J122830.49+071929.1 187.1270287  7.3247459 0.021 20.459|0.002 1.113|0.006             0.795|0.004 0.947|0.006              0.425 0
 13 NGVS J122849.25+075919.4 187.2051905  7.9887156 0.022 21.260|0.003 0.918|0.010             0.844|0.006 0.914|0.010              0.077 1
 14 NGVS J122850.66+082621.0 187.2110768  8.4391793 0.021 21.534|0.004 0.930|0.013             0.759|0.007 0.864|0.013              0.069 0
 15 NGVS J122857.99+083513.8 187.2416238  8.5871653 0.021 18.812|0.001 1.479|0.003             1.072|0.001 1.325|0.001              0.184 0
 16 NGVS J122858.00+071759.9 187.2416690  7.2999606 0.022 20.185|0.001 1.119|0.005             0.892|0.003 1.056|0.004              0.154 0
 17 NGVS J122906.90+073558.8 187.2787298  7.5996681 0.023 21.230|0.003 0.986|0.009             0.759|0.006 0.827|0.010              0.129 0
 18 NGVS J122917.85+082558.1 187.3243594  8.4328050 0.022 18.640|0.001 1.320|0.003             0.993|0.001 1.217|0.002              0.185 0
 19 NGVS J122922.85+074901.2 187.3452098  7.8169941 0.025 20.813|0.002 1.022|0.007             0.762|0.004 0.843|0.006              0.088 1
 20 NGVS J122924.89+072105.3 187.3536954  7.3514762 0.020 21.317|0.003 0.917|0.010             0.670|0.008 0.721|0.012              0.244 0
 21 NGVS J122925.10+075407.0 187.3545827  7.9019461 0.024 20.231|0.001 1.030|0.005             0.762|0.003 0.842|0.004              0.051 1
 22 NGVS J122926.23+081658.8 187.3593098  8.2829991 0.022 21.453|0.003 1.076|0.012             0.746|0.007 0.892|0.012              0.036 1
 23 NGVS J122928.21+075355.4 187.3675253  7.8987154 0.024 19.860|0.001 1.266|0.005             0.918|0.002 1.030|0.003              0.093 1
 24 NGVS J122928.62+075824.6 187.3692499  7.9734990 0.023 20.932|0.004 1.123|0.012             0.720|0.006 0.819|0.011              0.033 1
 25 NGVS J122934.41+080540.9 187.3933684  8.0947073 0.022 20.493|0.002 0.977|0.006             0.725|0.004 0.804|0.006              0.092 0
 26 NGVS J122948.37+080042.0 187.4515565  8.0116645 0.022 20.741|0.004 1.084|0.010             0.808|0.006 0.930|0.009              0.105 1
 27 NGVS J122957.08+074820.0 187.4878332  7.8055582 0.024 19.737|0.001 1.035|0.004             0.851|0.002 0.985|0.003              0.063 1
 28 NGVS J122958.06+080409.2 187.4919199  8.0692203 0.022 19.754|0.001 1.197|0.004             0.896|0.002 1.041|0.003              0.016 1
 29 NGVS J123002.49+075846.7 187.5103664  7.9796416 0.022 20.983|0.003 1.004|0.010             0.738|0.006 0.833|0.010              0.064 1
 30 NGVS J123004.35+073932.2 187.5181421  7.6589449 0.020 21.511|0.004 0.967|0.010             0.716|0.008 0.799|0.011              0.079 1
 31 NGVS J123006.03+074901.2 187.5251438  7.8169882 0.023 21.255|0.003 1.003|0.009             0.738|0.006 0.879|0.009              0.056 1
 32 NGVS J123006.89+080509.5 187.5287169  8.0859729 0.022 20.455|0.002 0.999|0.005             0.769|0.003 0.856|0.005              0.069 1
