 86 NGVS J123102.14+122749.7 20.592|0.009 19.859|0.015 23.47|0.43 23.31|0.51 ---         --- 1215    ---   ---    --- 1 1 1 1 S376
 87 NGVS J123102.59+123414.1 19.794|0.005 19.093|0.018 18.19|0.21 17.47|0.99 ---         --- 1192    ---  1187    --- 1 1 1 1 F12
 88 NGVS J123103.69+123213.0 20.063|0.006 19.359|0.011 13.16|0.24 11.73|0.60 ---         ---  681    717   708    --- 1 1 1 1 H59533
 89 NGVS J123104.35+131042.5 20.297|0.009 19.405|0.012 11.61|0.36 10.16|0.48 ---         ---  ---   1321  1344    --- 1 1 1 1 M87UCD14
 90 NGVS J123104.43+122321.2 20.537|0.013 19.790|0.014 32.75|0.76 34.73|0.88 ---         --- 1157    ---   ---    --- 1 1 1 1 S323
 91 NGVS J123104.80+131436.6 20.743|0.007 20.012|0.013 13.51|0.43 15.29|0.57 ---         ---  ---    ---   ---    --- 1 1 1 1 ---
 92 NGVS J123110.14+121627.9 21.183|0.013 20.382|0.015 20.91|0.60 19.49|0.60 ---         --- 1818    ---   ---    --- 1 1 1 1 S6003
 93 NGVS J123110.42+130550.4 20.864|0.008 20.154|0.011 10.95|0.55 11.88|0.55 ---         ---  ---   1607   ---   1529 2 1 1 0 VCC1340
 94 NGVS J123111.31+123001.0 20.870|0.010 20.013|0.010 11.91|0.48 12.33|0.55 ---         ---  ---    ---   ---    --- 1 1 1 1 M87UCD36
 95 NGVS J123116.32+121845.4 20.864|0.013 20.049|0.011 25.92|0.57 26.64|0.69 ---         --- 1848   1787   ---    --- 1 1 1 1 S41
 96 NGVS J123120.00+121158.1 20.518|0.006 19.750|0.009 11.26|0.33 11.50|0.22 ---         --- 1282   1250  1346    --- 1 1 1 1 H24581
 97 NGVS J123124.75+122525.8 19.833|0.003 19.077|0.007 13.45|0.19 12.75|0.22 ---         ---  ---   1785  1781    --- 1 1 1 1 M87UCD18
 98 NGVS J123125.25+121931.8 20.096|0.015 19.344|0.008 32.83|1.09 33.30|0.54 ---         ---  ---    ---   ---    --- 1 1 1 1 M87UCD32
 99 NGVS J123128.36+122503.6 19.388|0.020 18.594|0.009 14.02|0.85 12.85|0.37 ---        18.8 2100   2116  2111    --- 1 1 1 1 VUCD6
100 NGVS J123131.70+113610.7 21.173|0.019 20.397|0.019 13.40|1.14 13.09|0.96 ---         ---  ---    ---   ---   1838 2 1 1 0 VCC1366
101 NGVS J123131.70+124130.4 19.378|0.004 18.552|0.008 38.73|0.28 36.45|0.43 ---         ---  ---   1090  1138    --- 1 1 0 1 M87UCD16
102 NGVS J123135.13+123459.4 20.195|0.012 19.305|0.010 11.02|0.54 12.27|0.42 ---         ---  ---    ---   948    --- 1 1 1 1 M87UCD17
103 NGVS J123137.44+121740.7 20.655|0.009 19.941|0.012 11.67|0.36 11.10|0.40 ---         ---  ---    -50   ---    --- 1 1 1 1 M87UCD21
104 NGVS J123138.53+115923.9 20.743|0.014 19.964|0.010 19.15|0.52 19.81|0.61 ---         ---  ---    ---   ---    --- 1 1 1 1 M87UCD25
105 NGVS J123145.95+122721.1 21.399|0.008 20.711|0.010 12.33|0.39 11.89|0.37 ---         --- 1320    ---   ---    --- 1 1 1 1 H51655
106 NGVS J123151.34+123925.2 20.047|0.012 19.198|0.011 13.96|0.72 16.08|0.78 ---         ---  ---    ---   ---   1279 2 1 1 0 VCC1386
107 NGVS J123152.96+115052.9 20.784|0.020 19.853|0.018 26.64|0.79 31.65|0.96 ---         ---  ---    ---   ---    --- 4 0 1 0 ---
108 NGVS J123157.60+124929.6 20.293|0.009 19.584|0.005 19.10|0.31 18.77|0.21 ---         ---  ---   1094  1082    --- 1 1 1 1 M87UCD19
109 NGVS J123157.99+131534.1 19.506|0.010 18.766|0.010 38.68|0.55 41.84|0.61 ---         ---  ---    ---  1271    --- 1 1 1 1 M87UCD15
110 NGVS J123204.35+122030.3 19.722|0.008 18.917|0.008 12.61|0.30 12.00|0.46 ---         --- 1641   1649  1649    --- 1 1 1 1 VUCD8
111 NGVS J123211.80+113818.6 19.676|0.007 18.884|0.020 35.45|0.36 39.12|1.00 ---         ---  ---    --- 51399    --- 1 0 1 0 ---
112 NGVS J123214.45+120159.0 20.702|0.008 19.864|0.013 16.74|0.60 15.71|0.67 ---         ---  ---   1825   ---    --- 1 1 1 1 M87UCD33
113 NGVS J123214.58+120305.3 19.504|0.007 18.643|0.010 17.65|0.51 17.19|0.66 ---        25.4 1216   1276  1292    --- 1 1 1 1 VUCD9
114 NGVS J123221.10+121613.4 20.675|0.006 19.911|0.010 29.86|0.37 28.87|0.49 ---         ---  ---    ---   ---    --- 1 1 1 1 ---
115 NGVS J123223.49+115755.0 20.241|0.007 19.391|0.007 11.58|0.48 11.50|0.33 ---         ---  ---   1005   ---    --- 1 1 1 1 M87UCD35
116 NGVS J123225.37+121956.8 20.586|0.007 19.860|0.010 12.03|0.40 10.95|0.58 ---         ---  ---    ---   ---    --- 1 1 1 1 M87UCD27
117 NGVS J123244.39+113638.1 21.599|0.015 20.870|0.018 22.00|0.54 21.78|0.76 ---         ---  ---    ---   ---    --- 1 0 1 0 ---
118 NGVS J123244.97+120411.6 21.615|0.011 20.894|0.018 11.98|0.51 10.38|0.88 ---         ---  ---    ---   ---    --- 1 1 1 1 ---
119 NGVS J123253.34+120711.5 21.250|0.025 20.520|0.034 17.73|0.84 21.38|0.99 ---         ---  ---    ---   ---    --- 3 0 1 0 ---
120 NGVS J123256.67+115104.7 20.190|0.020 19.456|0.017 16.44|0.69 17.26|0.52 ---         ---  ---    ---   ---    --- 1 1 1 1 ---
121 NGVS J123313.42+130553.0 20.976|0.007 20.262|0.005 11.35|0.36 15.59|0.36 ---         ---  ---  25326   ---    --- 1 0 1 0 ---
122 NGVS J123319.67+121112.3 19.829|0.028 19.012|0.010 41.88|1.48 52.30|0.88 ---         ---  ---    ---   ---    --- 3 0 1 0 ---
123 NGVS J123329.47+121017.4 20.637|0.006 19.899|0.012 12.46|0.36 11.47|0.52 ---         --- 1317    ---   ---    --- 1 1 1 1 F16
124 NGVS J123346.31+115702.3 21.043|0.009 20.097|0.011 11.53|0.37 10.98|0.25 ---         ---  ---   1351   ---    --- 1 1 1 1 M87UCD39
125 NGVS J123348.68+124647.9 20.424|0.012 19.604|0.013 15.03|0.75 16.83|0.84 ---         ---  ---    ---   ---   1134 2 1 1 0 VCC1523
126 NGVS J123351.52+122346.0 19.768|0.010 18.718|0.014 17.98|0.79 23.90|0.93 ---         ---  ---  65704   ---    --- 3 0 1 0 ---
127 NGVS J123359.60+114730.9 21.408|0.006 20.646|0.015 12.76|0.27 12.24|0.37 ---         ---  ---    ---   ---    --- 1 1 1 1
