250 03 38 07.72 -35 21 59.2 [SRH2010] 81 81               1576  25  1
251 03 38 07.74 -35 37 52.0 [SRH2010] 5 72                1576  59  1
252 03 38 07.84 -35 19 37.2 [SRH2010] GS03-M03 166        1547  24  1
253 03 38 07.86 -35 24 23.5 [SRH2010] 81 43               1634  42  1
254 03 38 08.18 -35 27 52.0 [SRH2010] 91 113              1805  21  2
255 03 38 08.47 -35 24 36.2 [SRH2010] 82 35               1686  98  1
256 03 38 08.53 -35 23 55.4 [SRH2010] 81 49               1363  42  2
257 03 38 08.54 -35 23 52.3 [SRH2010] 81 50               1658  33  1
258 03 38 08.78 -35 29 13.5 [SRH2010] 90 82               1156  37  1
259 03 38 08.81 -35 29 39.2 [SRH2010] 90 74                946  20  2
260 03 38 08.82 -35 32 26.0 [BAL2007] gc466.7             1801  10  3
261 03 38 08.92 -35 27 53.5 [SRH2010] 90 105              1743  25  1
262 03 38 09.00 -35 18 45.5 [SRH2010] GS04-M01 164        1381  33  1
263 03 38 09.00 -35 38 15.5 [SRH2010] 5 65                1303  58  1
264 03 38 09.03 -35 23 11.6 [SRH2010] 81 60               1393  37  1
265 03 38 09.15 -35 29 05.9 [SRH2010] 90 84               1292  20  2
266 03 38 09.16 -35 38 13.9 [SRH2010] 5 66                1199  24  1
267 03 38 09.24 -35 35 06.9 [SRH2010] 12 122              1776   6  4
268 03 38 09.40 -35 31 00.1 [SRH2010] 89 52               1577  26  2
269 03 38 09.43 -35 24 50.6 [SRH2010] 81 36               1524  34  1
270 03 38 09.59 -35 31 42.2 [SRH2010] 90 42               1053  56  1
271 03 38 09.71 -35 24 37.3 [SRH2010] 81 39               1539  22  1
272 03 38 09.75 -35 24 09.1 [SRH2010] 81 46               1837  31  2
273 03 38 10.03 -35 25 33.2 [SRH2010] 81 24               1397  53  2
274 03 38 10.03 -35 20 14.8 [SRH2010] 81 109              1627  41  1
275 03 38 10.17 -35 26 32.0 [SRH2010] 81 7                1028  37  1
276 03 38 10.21 -35 31 58.4 [SRH2010] 90 38               1718  26  2
277 03 38 10.27 -35 24 26.0 [SRH2010] 81 42               1744  50  1
278 03 38 10.34 -35 24 05.8 [SRH2010] 81 47               1605  15  1
279 03 38 10.48 -35 28 54.4 [SRH2010] 90 87               1684  44  1
280 03 38 10.50 -35 29 22.9 [SRH2010] 90 79               1385  26  1
281 03 38 10.50 -35 24 36.5 [SRH2010] 82 41               1340  67  1
282 03 38 10.73 -35 25 46.0 [GDE2009] UCD 24              1764  55  5
283 03 38 10.91 -35 25 17.7 [SRH2010] 82 42               1771  77  1
284 03 38 11.00 -35 28 46.9 [SRH2010] 90 89               1370  66  1
285 03 38 11.00 -35 23 38.2 [SRH2010] 81 54               1342  22  1
286 03 38 11.10 -35 24 53.8 [SRH2010] 81 35               1837  25  1
287 03 38 11.21 -35 29 32.0 [SRH2010] 90 76               1051  15  2
288 03 38 11.45 -35 29 30.0 [SRH2010] 90 77               1358  19  2
289 03 38 11.67 -35 39 26.4 [SRH2010] 5 45                1625  57  1
290 03 38 11.70 -35 27 16.2 [BAL2007] gc317.2             1434   8  3
291 03 38 11.72 -35 26 45.0 [SRH2010] 82 44                741  38  1
292 03 38 11.97 -35 39 57.1 [SRH2010] 12 34               1381   6  4
293 03 38 12.01 -35 32 00.8 [SRH2010] 89 38               1336  19  2
294 03 38 12.07 -35 25 36.9 [SRH2010] 81 23               1514  18  1
295 03 38 12.09 -35 19 16.4 [SRH2010] GS03-M03 123        1645  40  1
296 03 38 12.20 -35 26 27.3 [SRH2010] 82 45               1552  32  1
297 03 38 12.25 -35 20 03.8 [SRH2010] GS03-M04 120        1060  36  1
298 03 38 12.29 -35 22 11.3 [SRH2010] 81 77               1337  32  1
299 03 38 12.45 -35 32 25.2 [SRH2010] 89 32               1532  37  2
300 03 38 12.54 -35 21 26.9 [SRH2010] 81 88               1450  41  1
301 03 38 12.57 -35 24 31.4 [SRH2010] 81 40               1610  25  1
302 03 38 12.70 -35 28 57.0 [SRH2010] 89 84               1708  13  2
303 03 38 12.78 -35 28 04.6 [SRH2010] 90 101              1559  18  2
304 03 38 12.86 -35 32 47.2 [SRH2010] 89 26               1615  30  2
305 03 38 13.08 -35 33 52.7 [SRH2010] 90 9                1566  10  3
306 03 38 13.10 -35 31 07.0 [KGM99] aat 21                2085 150  9
307 03 38 13.18 -35 28 56.9 [SRH2010] 92 37               1542  21  1
308 03 38 13.30 -35 21 52.7 [SRH2010] 81 82               1131  21  1
309 03 38 13.31 -35 31 42.3 [SRH2010] 89 42               1605  37  2
310 03 38 13.38 -35 20 20.8 [SRH2010] 81 107              1233  20  1
311 03 38 13.41 -35 37 38.0 [BAL2007] gc280.7              981  13  3
312 03 38 13.55 -35 28 56.0 [BAL2007] gc156.2             1606  14  3
313 03 38 13.66 -35 23 34.7 [SRH2010] 81 55               1662  54  1
314 03 38 13.89 -35 34 08.5 [SRH2010] 90 4                 954  33  2
315 03 38 13.90 -35 25 52.3 [SRH2010] 81 19               1956  34  1
316 03 38 13.92 -35 29 43.4 FCOS 2-089                    1235  45  7
317 03 38 14.15 -35 34 06.5 [SRH2010] GS04-M07 237         936  43  1
318 03 38 14.18 -35 33 45.3 [SRH2010] 90 11               1257  37  2
319 03 38 14.19 -35 26 43.6 [BAL2007] gc365.2             1143  19  3
320 03 38 14.21 -35 30 24.5 [SRH2010] 92 34               1382  43  2
321 03 38 14.69 -35 38 22.1 [SRH2010] 12 63               1367 118  1
322 03 38 14.74 -35 22 18.5 [SRH2010] 81 75                995  47  2
323 03 38 14.77 -35 33 24.7 [SRH2010] 90 15               1347  11  3
324 03 38 14.77 -35 32 59.3 [DRG2004] 90:21               1464  59  2
325 03 38 14.81 -35 33 39.6 [SRH2010] 90 12               1611  23  1
326 03 38 14.90 -35 26 21.6 [SRH2010] 82 50                922  47  1
327 03 38 15.10 -35 27 57.4 [SRH2010] 89 103              1711  32  2
328 03 38 15.25 -35 18 31.1 [SRH2010] GS03-M03 97         1281  35  1
329 03 38 15.28 -35 25 30.2 [SRH2010] 82 51               1736  31 11
330 03 38 15.39 -35 29 46.4 [SRH2010] 90 72               1311  35  2
331 03 38 15.49 -35 26 43.9 [SRH2010] 82 52               1155  33  1
