523 21.365 0.009 1 0.827 0.827   0.474   0.101   0.170   0.070  0  0  1
524 20.609 0.005 1 0.907 0.907   0.642   0.090   0.216   0.063  0  0  2
526 21.406 0.009 1 0.930 0.930   0.445   0.115   0.194   0.062  0  0  2
527 21.270 0.008 1 0.901 0.901   0.610   0.126   0.056   0.074  0  0  2
528 20.900 0.006 1 0.855 0.855   0.654   0.095   0.162   0.063  0  0  1
533 21.298 0.008 1 0.892 0.892   0.544   0.111   0.228   0.065  0  0  2
535 21.049 0.010 1 0.837 0.837 -99.000 -99.000 -99.000 -99.000  0  0  2
536 21.369 0.008 1 0.929 0.929   0.443   0.130   0.193   0.076  0  0  2
537 21.334 0.009 1 0.832 0.832   0.472   0.092   0.134   0.061  0  0  2
542 20.065 0.003 1 0.928 0.928   0.728   0.069   0.182   0.061 30 30  2
543 21.192 0.012 1 0.895 0.895   0.554   0.088   0.198   0.046  0  0  2
547 21.274 0.008 1 0.842 0.842   0.476   0.102   0.100   0.073  0  0  2
548 21.284 0.008 1 0.877 0.877   0.581   0.110   0.156   0.074  0  0  2
551 21.189 0.009 1 0.885 0.885   1.026   0.064   0.388   0.031  0  0  2
557 21.277 0.007 1 0.830 0.830   0.675   0.083   0.093   0.056  0  0  2
559 21.383 0.009 1 0.857 0.857   0.581   0.090   0.123   0.058  0  0  2
561 21.182 0.007 1 0.936 0.936   0.815   0.102   0.250   0.058  0  0  2
563 20.866 0.005 1 0.939 0.939   0.703   0.137   0.139   0.090  0  0  2
564 20.219 0.007 1 0.904 0.904   0.620   0.090   0.150   0.051 30 30  2
565 21.446 0.008 1 0.940 0.940   0.554   0.139   0.181   0.082  0  0  2
570 21.204 0.008 1 0.651 0.651   0.351   0.034   0.389   0.031  0  0  2
574 19.916 0.003 1 0.736 0.736   0.364   0.020   0.084   0.019 10 10  2
577 20.985 0.007 1 0.929 0.929   0.578   0.125   0.191   0.075  0  0  2
584 20.523 0.003 1 0.914 0.914   0.659   0.074   0.275   0.061 30 30  2
588 20.709 0.005 1 0.896 0.896   0.983   0.094   0.279   0.063  0  0  2
592 21.172 0.008 1 0.921 0.921   0.545   0.143   0.112   0.086  0  0  2
595 21.388 0.008 1 0.876 0.876   0.579   0.175   0.143   0.122  0  0  2
597 21.325 0.008 1 0.929 0.929   0.549   0.158   0.094   0.107  0  0  2
600 21.384 0.008 1 0.913 0.913   0.515   0.138   0.047   0.087  0  0  2
601 21.087 0.008 1 0.916 0.916   0.670   0.145   0.180   0.093  0  0  2
604 21.441 0.008 1 0.881 0.881   0.665   0.121   0.132   0.076  0  0  2
605 21.383 0.008 1 0.905 0.905   0.562   0.122   0.112   0.074  0  0  2
607 20.877 0.005 1 0.912 0.912   0.661   0.077   0.270   0.045  0  0  2
612 21.348 0.008 1 0.787 0.787   0.417   0.101   0.124   0.082  0  0  2
613 21.228 0.008 1 0.876 0.876   0.956   0.073   0.247   0.042  0  0  2
615 21.468 0.011 1 0.925 0.925   0.540   0.137   0.098   0.079  0  0  2
618 20.292 0.004 1 0.826 0.826   0.526   0.048   0.135   0.042 10 10  2
619 20.905 0.005 1 0.929 0.929   0.582   0.139   0.077   0.091  0  0  2
620 21.435 0.008 1 0.932 0.932   0.435   0.166   0.151   0.119  0  0  2
621 20.872 0.006 1 0.801 0.801   0.360   0.053   0.202   0.041  0  0  2
623 21.399 0.010 1 0.884 0.884   0.716   0.107   0.297   0.052  0  0  2
627 21.120 0.006 1 0.863 0.863   0.566   0.094   0.113   0.063  0  0  2
630 21.102 0.007 1 0.927 0.927   0.461   0.131   0.023   0.090  0  0  2
