STAR286 186.680389 12.826231 18.396 0.001 0.545 0.001 0.770 0.001    136   8
STAR287 186.680664 11.731508 20.218 0.003 0.442 0.004 0.782 0.004   -108  30
STAR288 186.682419 12.686128 20.833 0.005 0.479 0.005 0.760 0.006    -41  47
STAR289 186.683197 11.921139 18.872 0.001 0.556 0.002 0.827 0.002      8   8
STAR290 186.688568 12.213908 17.905 0.001 0.579 0.001 0.836 0.001     75   6
STAR291 186.689804 12.132144 19.729 0.002 0.480 0.002 0.737 0.003      8  10
STAR292 186.693405 12.078067 19.944 0.002 0.447 0.003 0.661 0.003     81  20
STAR293 186.696365 12.378058 20.356 0.003 0.451 0.004 0.686 0.005   -187  16
STAR294 186.702942 12.108686 18.411 0.001 0.452 0.001 0.668 0.001    -27   9
STAR295 186.703354 12.265464 20.584 0.004 0.590 0.005 0.940 0.006    118  16
STAR296 186.704849 12.827881 19.233 0.001 0.525 0.002 0.727 0.002    157  12
STAR297 186.704987 12.229789 19.262 0.002 0.484 0.002 0.815 0.002    -10  11
STAR298 186.707291 13.093061 17.619 0.001 0.585 0.001 0.853 0.001     19   5
STAR299 186.709213 11.638142 17.191 0.001 0.476 0.001 0.837 0.001    -26   6
STAR300 186.711746 11.776433 19.324 0.002 0.656 0.002 1.106 0.003     38  10
STAR301 186.721024 13.256783 18.647 0.001 0.593 0.001 0.866 0.002    -77   7
STAR302 186.733871 13.112638 19.312 0.002 0.607 0.002 0.891 0.002    277   9
STAR303 186.735138 12.194077 20.469 0.004 0.508 0.004 0.734 0.005    227  15
STAR304 186.736832 13.081567 17.833 0.001 0.612 0.001 0.901 0.001    -25   8
STAR305 186.740356 12.455367 18.900 0.001 0.687 0.002 1.118 0.002     16  11
STAR306 186.742630 12.195267 18.299 0.001 0.597 0.001 0.883 0.001      7   6
STAR307 186.745758 12.852947 20.546 0.004 0.505 0.004 0.711 0.005     84  41
STAR308 186.749084 12.308708 19.292 0.002 0.459 0.002 0.692 0.002    143  14
