UCD01     185.919037 12.211850 20.379 0.004 0.680 0.005 1.143 0.006 K16  867  17 K16 11.4 0.1 0.1 K16 C
UCD02     186.069351 13.008061 20.727 0.004 0.503 0.005 0.819 0.005 K16  719  39 K16  9.9 0.6 0.0 K16 C
UCD03     186.190231 13.049951 19.961 0.002 0.622 0.003 1.005 0.003 K16  952  22 K16 20.8 1.6 0.1 K16 C
UCD04     186.192642 12.341794 19.766 0.003 0.503 0.003 0.808 0.003 K16  955  19 K16 10.7 0.1 0.4 K16 C
UCD05     186.242004 12.895044 20.096 0.002 0.621 0.004 0.983 0.003 K16 1219  23 K16 18.4 0.8 0.9 K16 C
UCD06     186.288849 12.963075 20.182 0.003 0.540 0.003 0.823 0.003 K16 1320  31 K16  9.6 0.2 0.0 K16 C
UCD07     186.334854 12.712489 20.456 0.003 0.553 0.004 0.807 0.004 K16 1053  28 K16 30.0 0.7 0.6 K16 C
UCD08     186.347275 12.592356 19.561 0.002 0.691 0.003 1.085 0.002 K16  971  10 K16 15.8 1.0 0.0 K16 C
UCD09     186.379898 13.026883 19.632 0.002 0.570 0.003 0.903 0.002 K16 1135  16 K16 17.7 0.5 0.5 K16 C
UCD10     186.406174 12.831850 19.234 0.001 0.556 0.002 0.851 0.002 K16  759  18 K16 11.2 0.6 0.2 K16 C
UCD11     186.409561 12.911445 19.109 0.001 0.537 0.002 0.817 0.002 K16 -157  12 K16  9.9 0.2 0.0 K16 C
UCD12     186.433548 12.822991 19.263 0.001 0.538 0.002 0.815 0.002 K16 -401  21 K16 21.9 0.8 0.2 K16 C
UCD13     186.460464 12.826378 20.064 0.002 0.574 0.003 0.868 0.003 K16 -188  13 K16  9.6 0.3 0.4 K16 C
UCD14     186.485291 13.067294 19.657 0.002 0.512 0.002 0.760 0.002 K16 1134  24 K16 18.6 0.1 0.4 K16 C
UCD15     186.504349 12.820939 20.780 0.004 0.491 0.005 0.771 0.005 K16 -318  23 K16 13.1 0.4 0.4 K16 C
UCD16     186.649582 12.741055 19.988 0.002 0.476 0.003 0.733 0.003 K16   55  28 K16 11.0 0.5 0.7 K16 C
UCD17     186.651779 12.920244 18.046 0.001 0.611 0.001 0.965 0.001 K16  -83   3 K16 17.1 0.1 0.0 K16 C
UCD18     186.659378 13.078953 20.312 0.003 0.550 0.004 0.847 0.005 K16  390  19 K16 10.5 1.5 0.0 K16 C
UCD19     186.660492 12.617428 19.864 0.002 0.479 0.003 0.748 0.003 K16   69  15 K16 18.4 1.3 0.6 K16 C
UCD20     186.661652 12.762712 19.837 0.002 0.498 0.003 0.752 0.003 K16 -145  20 K16 17.5 0.0 0.1 K16 C
UCD21     186.673294 13.134791 20.517 0.004 0.546 0.004 0.815 0.005 K16 -284  34 K16 11.4 2.7 2.5 K16 C
UCD22     186.726303 13.151611 20.584 0.004 0.501 0.005 0.746 0.005 K16 -149  45 K16  9.6 2.5 0.2 K16 C
UCD23     186.735672 12.592283 19.018 0.001 0.534 0.002 0.851 0.002 K16  610  11 K16 19.3 0.2 0.0 K16 C
UCD24     186.845322 12.549759 19.847 0.002 0.588 0.003 0.889 0.003 K16 1161  23 K16 14.7 0.2 0.3 K16 C
UCD25     186.863281 12.929459 20.331 0.003 0.501 0.004 0.748 0.004 K16 -275  46 K16 11.6 0.8 2.5 K16 C
UCD26     186.902344 12.532689 20.585 0.004 0.479 0.004 0.717 0.005 K16 -416  35 K16 10.3 0.2 0.0 K16 C
UCD27     187.065979 12.870094 19.835 0.002 0.561 0.003 0.805 0.003 K16  -97  25 K16  9.9 0.1 0.8 K16 C
UCD28     187.117981 11.649795 20.174 0.003 0.509 0.003 0.772 0.004 K16 1019  20 K16 11.8 0.0 0.4 K16 B
UCD29     187.122482 12.594234 20.659 0.004 0.475 0.005 0.772 0.006 K16  239  69 K16 10.7 1.7 0.3 K16 C
UCD30     187.134964 13.055731 20.159 0.003 0.582 0.003 0.813 0.004 K16 1420  37 K16 10.5 0.2 1.0 K16 B
UCD31     187.155075 12.479341 20.301 0.003 0.479 0.004 0.753 0.004 K16 1576  52 K16 12.7 3.7 4.5 K16 B
UCD32     187.209198 13.036148 19.781 0.002 0.595 0.003 0.885 0.003 K16  823  30 K16  9.9 0.1 0.1 K16 C
UCD33     187.236588 11.613500 19.505 0.002 0.526 0.002 0.737 0.003 K16 1217  13 K16 12.9 0.1 0.1 K16 B
UCD34     187.237045 13.039023 20.666 0.004 0.523 0.005 0.805 0.006 K16 1645 146 K16 16.2 0.0 1.5 K16 B
UCD35     187.294449 12.717818 20.046 0.002 0.571 0.003 0.900 0.004 K16 1328  32 K16 12.7 0.1 0.7 K16 B
UCD36     187.346848 12.121128 20.355 0.003 0.501 0.004 0.777 0.005 K16 1759  30 K16 10.1 1.1 0.0 K16 B
UCD37     187.408035 11.682817 20.471 0.004 0.510 0.004 0.769 0.005 K16 1748  27 K16 10.3 3.4 1.8 K16 B
UCD38     187.418320 12.457814 19.164 0.001 0.433 0.002 0.793 0.002 K16 1471  27 K16 21.7 0.0 1.1 K16 B
UCD39     187.423126 12.741000 20.141 0.003 0.570 0.004 0.868 0.004 K16 1372  38 K16 12.3 0.0 0.4 K16 B
UCD40     187.438553 12.850248 19.796 0.002 0.518 0.003 0.782 0.003 K16 1249  23 K16 11.6 0.1 0.7 K16 B
UCD41     187.468353 12.584475 19.209 0.001 0.452 0.002 0.673 0.002 K16 1245  26 K16 33.7 0.5 0.1 K16 B
UCD42     187.486038 12.325397 19.222 0.002 0.500 0.002 0.833 0.002 K16 1612  12 K16 21.0 0.2 0.5 K16 B
UCD43     187.488007 12.600822 19.568 0.002 0.447 0.002 0.729 0.003 K16 1500  40 K16 15.1 0.1 1.0 K16 B
UCD44     187.510223 12.609389 19.464 0.002 0.504 0.002 0.789 0.002 K16 1563  22 K16 14.7 0.4 0.2 K16 B
UCD45     187.516891 12.120553 18.984 0.001 0.517 0.002 0.790 0.002 K16 1197  14 K16 11.2 0.2 0.2 K16 B
UCD46     187.524124 12.539734 19.083 0.001 0.474 0.002 0.783 0.002 K16 1461  25 K16 12.5 0.4 0.4 K16 B
UCD47     187.525223 12.665003 18.739 0.001 0.512 0.002 0.793 0.002 K16 1164  11 K16 16.4 0.0 0.8 K16 B
UCD48     187.531555 12.608625 18.239 0.001 0.528 0.001 0.852 0.001 K16 1245  11 K16 12.7 0.2 0.0 K16 B
UCD49     187.540909 12.626805 20.278 0.003 0.497 0.004 0.781 0.004 K16 1395  46 K16 10.1 0.4 0.2 K16 B
UCD50     187.585953 12.645836 20.253 0.003 0.484 0.004 0.740 0.005 K16 1594  34 K16 15.3 0.5 0.5 K16 B
UCD51     187.603867 12.173350 20.425 0.004 0.466 0.004 0.705 0.005 K16 1616  47 K16 10.1 0.4 0.0 K16 B
UCD52     187.606918 12.594889 19.438 0.002 0.478 0.002 0.744 0.003 K16 1101  21 K16 10.5 0.2 0.8 K16 B
UCD53     187.627151 12.671039 19.273 0.002 0.555 0.002 0.869 0.003 K16 1163  18 K16 21.5 0.8 0.5 K16 B
UCD54     187.630981 12.865759 19.266 0.002 0.579 0.002 0.946 0.003 K16 1510  15 K16 15.3 0.4 0.0 K16 B
UCD55     187.665161 12.839630 19.996 0.003 0.458 0.003 0.690 0.004 K16 1685  54 K16 11.4 0.7 0.5 K16 B
M87UCD-29 187.027588 12.410120 20.210       0.520       0.730       Z15  599  33 Z15 12.6 0.3 0.3 Z15 A
M87UCD-34 187.311966 11.895510 19.400       0.540       0.790       Z15  905  19 Z15 11.7 0.3 0.3 Z15 A
M87UCD-20 187.422165 12.664570 19.450       0.520       0.800       Z15 1754 105 Z15 16.7 0.3 0.3 Z15 A
M87UCD-22 187.467834 12.627160 19.920       0.590       0.880       Z15  905  20 Z15 11.7 0.2 0.2 Z15 A
M87UCD-10 187.508118 12.707470 19.170       0.450       0.690       Z15 1178  30 Z15 21.9 0.3 0.3 Z15 A
M87UCD-28 187.525528 12.409820 19.740       0.560       0.850       Z15 1870  29 Z15 12.9 0.2 0.2 Z15 A
M87UCD-26 187.568924 12.265790 19.300       0.490       0.740       Z15 2030  18 Z15 17.3 0.3 0.3 Z15 A
H20718    187.581818 12.156830 20.380       0.500       0.700       Z15  861   9 Z15 11.0 0.2 0.2 Z15 C
M87UCD-3  187.583542 11.921860 18.540       0.570       0.800       Z15 1404  13 Z15 22.9 0.1 0.1 Z15 B
M87UCD-4  187.590958 12.400670 18.960       0.640       0.970       Z15 1279  11 Z15 11.7 0.4 0.4 Z15 A
M87UCD-9  187.595703 12.530210 18.990       0.530       0.760       Z15  556  12 Z15 17.9 0.1 0.1 Z15 A
S1631     187.607300 12.439190 19.710       0.530       0.750       Z15 1368  75 Z15 13.5 0.2 0.2 Z15 C
S1629     187.610657 12.345720 19.630       0.570       0.750       Z15 1129   7 Z15 18.0 0.3 0.3 Z15 B
S1617     187.612076 12.391960 19.130       0.580       0.800       Z15 1407  28 Z15 16.7 0.2 0.2 Z15 C
M87UCD-11 187.624634 12.639490 19.790       0.470       0.680       Z15  845  30 Z15 19.0 0.6 0.6 Z15 A
VUCD10    187.628586 12.311570 18.940       0.550       0.790       Z15 2305  23 Z15 15.4 0.4 0.4 Z15 C
S1508     187.630875 12.423560 21.310 0.010 0.520 0.014 0.700 0.014 Z15 2419 140 Z15 22.2 0.4 0.4 Z15 B
S1504     187.631363 12.434050 19.570       0.550       0.730       Z15  858  33 Z15 14.7 0.3 0.3 Z15 C
H55930    187.639297 12.498450 18.450       0.560       0.790       Z15 1297   4 Z15 32.9 0.5 0.5 Z15 C
S1449     187.642181 12.379560 20.590       0.530       0.740       Z15 1100 106 Z15 17.2 0.3 0.3 Z15 C
S1301     187.663162 12.359010 19.910       0.610       0.810       Z15 1086 106 Z15 13.6 0.4 0.4 Z15 C
S1201     187.674225 12.394780 20.420       0.520       0.760       Z15 1211 106 Z15 14.5 0.4 0.4 Z15 B
S1044     187.688904 12.342630 19.910       0.540       0.770       Z15 2023  75 Z15 24.1 0.4 0.4 Z15 C
S999      187.691299 12.417090 19.520       0.520       0.780       Z15 1467   5 Z15 20.6 0.6 0.6 Z15 B
S8005     187.692520 12.406410 19.740       0.540       0.770       Z15 1883   5 Z15 28.3 0.8 0.8 Z15 B
S991      187.693756 12.338260 20.000       0.540       0.790       Z15 1004  75 Z15 15.5 0.3 0.3 Z15 C
S8006     187.694366 12.406160 19.730       0.540       0.800       Z15 1079   5 Z15  1.0 7.1 7.1 Z15 B
F6        187.697495 12.550470 18.560       0.600       0.900       Z15 1341   5 Z15 17.4 0.2 0.2 Z15 B
M87UCD-2  187.698578 12.140340 19.060       0.480       0.670       Z15 1288  14 Z15 23.6 0.4 0.4 Z15 A
S928      187.698746 12.408450 19.020       0.520       0.760       Z15 1284   5 Z15 26.1 0.4 0.4 Z15 B
VUCD2     187.700851 12.586360 18.310       0.560       0.820       Z15  919   9 Z15 11.1 0.1 0.1 Z15 C
S9053     187.701263 12.494690 20.600       0.500       0.790       Z15  829 106 Z15 30.2 0.6 0.6 Z15 C
S887      187.703888 12.365440 20.330                   0.860       Z15 1811 106 Z15 13.3         J09 B
M87UCD-13 187.705338 12.621710 19.120       0.570       0.830       Z15 1605   7 Z15 12.8 0.2 0.2 Z15 A
S5065     187.708542 12.402480 19.400       0.540       0.810       Z15 1578   3 Z15 12.4 0.3 0.3 Z15 B
S825      187.712631 12.355420 20.910 0.010 0.510       0.720 0.010 Z15 1142 106 Z15 12.8 1.0 1.0 Z15 B
S804      187.712769 12.436630 18.750       0.600       0.920       Z15 1137   7 Z15 13.5 0.3 0.3 Z15 C
H27916    187.715210 12.236100 20.380       0.530       0.670       Z15 1299  10 Z15 13.5 0.2 0.2 Z15 B
S796      187.715637 12.348150 20.050       0.530       0.760       Z15 1163 106 Z15 11.8 0.1 0.1 Z15 B
S723      187.723984 12.339400 21.010 0.010 0.530       0.730 0.010 Z15 1398 106 Z15 21.2         J09 B
S686      187.724213 12.471870 19.830       0.530       0.750       Z15  817 106 Z15 16.3 0.6 0.6 Z15 B
S731      187.724518 12.286820 20.250       0.540       0.850       Z15 1020   9 Z15 20.7 0.4 0.4 Z15 B
S682      187.727753 12.339620 20.600 0.010 0.490       0.700 0.010 Z15 1333 106 Z15 20.2 0.3 0.3 Z15 C
S672      187.728043 12.360650 20.080       0.530       0.750       Z15  735 106 Z15 19.3 3.0 3.0 Z15 B
M87UCD-31 187.730545 12.411090 20.160       0.550       0.790       Z15 1301  30 Z15  9.7 0.1 0.1 Z15 A
H44905    187.737854 12.394400 21.140 0.010 0.550 0.014 0.780 0.014 Z15 1563  18 Z15 22.3 1.1 1.1 Z15 C
S547      187.739105 12.429030 17.760       0.710       1.110       Z15  714   2 Z15 20.3 2.5 2.5 Z15 C
H30772    187.741913 12.267280 19.840                   0.910       Z15 1224   9 Z15  9.7         J09 B
S477      187.749603 12.300300 19.340       0.500       0.720       Z15 1651  62 Z15 23.8 0.5 0.5 Z15 C
S417      187.756165 12.323510 18.700       0.620       0.950       Z15 1860   2 Z15 15.0 0.2 0.2 Z15 C
S376      187.758911 12.463810 19.920       0.500       0.730       Z15 1215 106 Z15 23.4 0.3 0.3 Z15 C
F12       187.760788 12.570580 19.050       0.510       0.740       Z15 1190  14 Z15 18.2 0.2 0.2 Z15 B
H59533    187.765366 12.536950 19.270       0.500       0.740       Z15  693   8 Z15 13.0 0.2 0.2 Z15 C
M87UCD-14 187.768127 13.178490 19.310       0.590       0.950       Z15 1347   7 Z15 11.2 0.3 0.3 Z15 A
S323      187.768448 12.389230 19.950       0.480       0.720       Z15 1157 106 Z15 33.7 0.6 0.6 Z15 C
VUCD4     187.768646 11.943470 18.340       0.500       0.800       Z15  916   2 Z15 17.8 1.0 1.0 Z15 B
S6003     187.792267 12.274450 20.400       0.530       0.810       Z15 1818  77 Z15 20.3 0.4 0.4 Z15 C
S6004     187.792587 12.266970 20.560 0.010 0.450       0.760 0.010 Z15 1818  77 Z15  0.6 8.4 8.4 Z15 B
M87UCD-36 187.797089 12.500300 19.880       0.580       0.880       Z15 1207  21 Z15 12.1 0.4 0.4 Z15 B
VUCD5     187.799500 12.683640 18.010       0.630       1.000       Z15 1290   2 Z15 19.5 0.4 0.4 Z15 B
S41       187.818008 12.312610 20.140       0.530       0.800       Z15 1790  31 Z15 26.2 0.4 0.4 Z15 C
H30401    187.827957 12.262470 20.860 0.010 0.530 0.010 0.730 0.014 Z15 1323  46 Z15 11.3 0.2 0.2 Z15 B
M87UCD-1  187.830292 12.375540 19.530       0.550       0.810       Z15 1136  21 Z15 28.4 0.3 0.3 Z15 C
