gaia_dr3_id,gaia_ra,gaia_dec,layer,pixel_scale_arcsec,width_pixels,height_pixels,url,content_type,byte_count,file_path,sha256
3907709615547414400,187.698740034868,12.408471310372,ls-dr10-resid,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.698740034868&dec=12.408471310372&pixscale=0.262&width=128&height=128&layer=ls-dr10-resid,image/jpeg,5675,data/literature/validation/gaia_image_cutouts/3907709615547414400_ls-dr10-resid.jpg,b1feab21edbe73ef644b17732e392be72e3d1d3ae0371076d2d52e243627fbd6
3907709993504135680,187.739093238476,12.429031086286,ls-dr10,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.739093238476&dec=12.429031086286&pixscale=0.262&width=128&height=128&layer=ls-dr10,image/jpeg,4232,data/literature/validation/gaia_image_cutouts/3907709993504135680_ls-dr10.jpg,28e569d563725bec499f300547f108ce1badfe68718dfbf2633a45caad773beb
3907709993504135680,187.739093238476,12.429031086286,ls-dr10-model,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.739093238476&dec=12.429031086286&pixscale=0.262&width=128&height=128&layer=ls-dr10-model,image/jpeg,1751,data/literature/validation/gaia_image_cutouts/3907709993504135680_ls-dr10-model.jpg,d38ff00c82c05ad591b4a065d647b30f017b34fc58af1b2927acd0ee4d5f7590
3907709993504135680,187.739093238476,12.429031086286,ls-dr10-resid,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.739093238476&dec=12.429031086286&pixscale=0.262&width=128&height=128&layer=ls-dr10-resid,image/jpeg,7028,data/literature/validation/gaia_image_cutouts/3907709993504135680_ls-dr10-resid.jpg,aceac36f9475d5ccd49bd190f8039a13c62128902ff5a269b630ce41bed96279
3907712982801463936,187.631373360682,12.434041976333,ls-dr10,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.631373360682&dec=12.434041976333&pixscale=0.262&width=128&height=128&layer=ls-dr10,image/jpeg,5837,data/literature/validation/gaia_image_cutouts/3907712982801463936_ls-dr10.jpg,8d5ce86f22a8e70883b84f08306df0614463f70e4355c30e72a0d9f076ae8f5e
3907712982801463936,187.631373360682,12.434041976333,ls-dr10-model,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.631373360682&dec=12.434041976333&pixscale=0.262&width=128&height=128&layer=ls-dr10-model,image/jpeg,2119,data/literature/validation/gaia_image_cutouts/3907712982801463936_ls-dr10-model.jpg,7fee3784f5ddf5f5b470f54767d79337e41e737c6d7d4909c63e6f44837dd448
3907712982801463936,187.631373360682,12.434041976333,ls-dr10-resid,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.631373360682&dec=12.434041976333&pixscale=0.262&width=128&height=128&layer=ls-dr10-resid,image/jpeg,6255,data/literature/validation/gaia_image_cutouts/3907712982801463936_ls-dr10-resid.jpg,1d0886930ea59ef02dcaeb2691d6a4b202c59a13472bbe9572dd14ce839a079d
3907714421614861312,187.639283901002,12.498434825524,ls-dr10,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.639283901002&dec=12.498434825524&pixscale=0.262&width=128&height=128&layer=ls-dr10,image/jpeg,6833,data/literature/validation/gaia_image_cutouts/3907714421614861312_ls-dr10.jpg,22f2a9207aa3512a652b231661572ca4aeb9e0456136bb058e15cc1f4f69e8a4
3907714421614861312,187.639283901002,12.498434825524,ls-dr10-model,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.639283901002&dec=12.498434825524&pixscale=0.262&width=128&height=128&layer=ls-dr10-model,image/jpeg,2034,data/literature/validation/gaia_image_cutouts/3907714421614861312_ls-dr10-model.jpg,097ecbcb6ea71363bf941fc26b6be4b7326a9e1264372d75d56f650c0d3bbf35
3907714421614861312,187.639283901002,12.498434825524,ls-dr10-resid,0.262,128,128,https://www.legacysurvey.org/viewer/jpeg-cutout?ra=187.639283901002&dec=12.498434825524&pixscale=0.262&width=128&height=128&layer=ls-dr10-resid,image/jpeg,6933,data/literature/validation/gaia_image_cutouts/3907714421614861312_ls-dr10-resid.jpg,3e8c3027964114e9217325ecdf5c986a3c6c91d0fc2d7bba6fac6910213e3ede
