source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,pmra,pmra_error,pmdec,pmdec_error,ruwe,classprob_dsc_combmod_galaxy,model_c_score,radius_kpc
3900909819028278656,187.21029211421992,7.108175705116698,20.132677,18.865831,17.591478,1.274353,14.207242,76.27699,6.7013125,,,,,,1.0,1.000000011920929,269.1866134716733
3900923425485581440,187.25924884523263,7.331440482379414,20.83026,21.12736,19.444853,1.6825066,3.4494915,1.0421058,2.0595124,,,,,,1.279955e-05,0.5014348444359212,202.55745289264118
3900947687755415552,187.57920355769426,7.473197558115359,20.3202,18.352781,17.123829,1.2289524,12.174778,45.71263,12.43448,,,,,,1.0,1.000000011920929,158.75904916945723
3900949577541007360,187.51495403123482,7.515790719179238,16.05092,16.532661,15.408893,1.1237688,0.5310276,22.488176,1.2257094,-1.954660126085721,0.11704466,1.4508115608143837,0.07786493,1.7593507,1.8251095e-11,0.7154256345704197,142.93971727709763
3900958442353312896,187.61691635228127,7.619556825484271,20.977856,20.668581,19.692972,0.9756088,5.85593,2.662367,2.338793,,,,,,3.305461e-05,0.8476792179837302,121.8300382581008
3901011150192630784,186.8149775128384,7.214790730312378,20.571384,19.013016,17.565346,1.44767,11.424302,29.667122,9.755134,,,,,,1.0,1.000000011920929,292.9591747086042
3901025920584495872,186.78025118492732,7.317778742036014,20.933895,21.064714,19.998487,1.066227,5.3794117,2.221276,1.6391628,,,,,,1.2311054e-05,0.7160344002827399,276.93348631866763
3901105605113150848,187.15728010685376,7.344580713382977,19.985155,19.859009,18.235172,1.6238365,4.5261736,10.887189,2.9241965,1.5869013723206564,1.2831103,-0.6652149348951338,0.9945457,1.4727823,0.99574554,1.000000011920929,208.768058401217
3901115427703046016,187.26619045300623,7.5199418987385345,20.517025,19.93112,18.532787,1.3983326,12.357603,27.270473,3.8616543,,,,,,0.0008930958,1.000000011920929,149.49701530577573
3901116699015120512,187.16789484427707,7.505648038764396,20.430817,21.084488,19.303457,1.7810307,2.4135597,2.090748,1.5861193,-0.2051731791214942,1.071109,3.008383349729105,1.2383131,1.1050965,3.2271917e-06,0.6533637250760721,165.1806655566272
3901144358602786432,187.41080426723684,7.658713802656723,20.928661,21.718893,19.837626,1.8812675,6.7673807,2.624987,1.5000583,,,,,,4.637531e-06,0.6204410510265859,100.25471270768604
3901155319361136896,187.20764870747314,7.6654737202521845,20.900265,20.961134,19.830952,1.1301823,4.289818,2.652207,1.8127148,,,,,,2.6144424e-05,0.8457196986830379,119.45629135936127
3901163295114182656,187.13677235793457,7.868980579371297,20.525454,18.797754,17.340122,1.4576321,14.81316,89.4614,11.47387,,,,,,1.0,1.000000011920929,96.99289395104337
3901166181331910656,187.38965158753032,7.923505256963863,20.855148,19.268177,17.906408,1.3617687,23.417006,251.4552,9.491605,,,,,,0.92059183,1.000000011920929,27.55898270246518
3901168208556777728,187.44360505833086,7.972010658135331,18.798859,18.878565,17.447596,1.4309692,0.55922854,1.1223309,2.1351144,-0.15006772663327178,0.34635118,-0.8344112047830906,0.19306214,1.0397457,0.9496283,0.5140370079710621,8.317493958810484
3901187209492068736,186.7210625574474,7.776509971815747,20.491314,18.474867,17.15938,1.3154869,15.973226,36.656456,13.702678,,,,,,1.0,1.000000011920929,219.2673030575312
3901191504458805248,186.46402273468357,7.681215813644226,20.854876,21.552025,20.536215,1.01581,5.858875,2.654643,0.9461175,,,,,,1.7554616e-05,0.5461907217312668,298.5715505358931
3901959685129875328,186.6323817602516,8.121324506109369,20.832203,19.807941,18.529747,1.2781944,20.375715,89.54377,5.3719225,,,,,,0.003323817,1.000000011920929,237.47221893894846
3901995758559948928,186.76810766559313,8.384589169665425,20.968966,21.061975,20.193176,0.8687992,4.493261,2.1754637,1.5257384,,,,,,6.799666e-05,0.6372283964802902,225.41196157728098
3902001913248321792,186.58279889838883,8.33529067819844,20.319176,19.12822,17.764778,1.3634415,8.631018,50.90192,6.5975432,,,,,,1.0,1.000000011920929,267.591771564643
3902395366612638720,188.27444970374398,7.609683660327989,20.340416,19.374159,17.818155,1.5560036,8.109339,17.033287,6.062431,,,,,,0.010002886,1.000000011920929,265.6831560207094
3902455496154388736,188.29898335335517,7.8516340318876106,18.544937,16.041567,14.6805,1.3610668,4.7666845,37.95199,22.065382,,,,,,1.0,1.000000011920929,250.76000962896848
3902475734040693760,188.38766200335002,7.82698064206207,20.955606,19.611742,18.202238,1.4095039,17.058224,89.6403,7.816116,,,,,,0.019917909,1.000000011920929,277.2803892285098
3902501636990455936,188.47117644528373,8.13858567363195,20.819777,20.905207,19.56783,1.3373775,6.142378,4.609657,2.0038354,,,,,,1.1242435e-05,0.9972810190219715,299.3775950877489
3902659313829706496,187.74090976639596,8.076345733168491,20.53834,18.842672,17.214499,1.6281738,15.222182,54.84596,12.447049,,,,,,1.0,1.000000011920929,88.40137282199808
3902661925167301120,187.97139208826377,8.057561127264105,20.737526,21.548323,19.652908,1.8954144,2.901647,8.548122,1.4867101,,,,,,1.5413018e-05,0.7720260232512202,153.11825879455955
3902664575162265216,187.839677820199,8.076227374867013,20.51365,20.480406,19.462402,1.0180035,2.4845529,5.009774,1.8562068,1.5292545452045252,1.1167126,-0.40323975531580714,0.6931766,1.1468103,0.015686886,0.9992156860220649,116.25442256596125
3902670897354045184,187.68245494339328,8.055567332926174,20.739668,19.596447,18.064056,1.5323906,14.091574,32.794567,7.02684,,,,,,1.0,1.000000011920929,70.54430146250367
