source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,pmra,pmra_error,pmdec,pmdec_error,ruwe,classprob_dsc_combmod_galaxy,model_c_score,radius_kpc
4682592286352691328,63.1517370510137,-56.33573874507324,20.158484,20.769493,19.034565,1.7349281,1.7900723,2.062321,1.5982774,-0.6078150554676047,0.56584287,-0.977967056508653,0.578078,1.1035299,1.8167047e-08,0.6538742759683794,235.0187445947482
4778411048221177344,64.37176395507046,-56.61542739568889,16.464317,16.613483,15.781905,0.83157825,9.994831,4878.344,1.421308,,,,,,0.0,0.8327847987413406,269.35131160352864
4778411735416714240,64.19150703340198,-56.67854298992326,20.92581,20.626976,20.431831,0.19514465,4.7607436,2.1676497,1.6184407,,,,,,0.0054768585,0.591006769723112,284.2016855284744
4778419397637655680,64.48006445857396,-56.45681148713635,19.178612,19.527702,17.572073,1.9556293,13.028518,516.60583,2.374346,,,,,,7.836242e-06,0.9000000119209289,226.5412500069621
4778440395733208064,65.03588759522208,-56.19899155996839,20.77338,21.429523,19.414473,2.015051,6.061764,2.8531494,1.8678374,,,,,,1.8145402e-05,0.781927076407249,219.0532655757892
4778449501063300864,64.57145519636221,-56.19312630225278,20.962477,21.029451,20.137344,0.892107,4.8140817,1.5738009,1.5818822,,,,,,0.00011697357,0.5301181659836063,159.95429265000053
4778451558352853632,64.75633921904682,-56.19472557895174,20.954432,19.735521,18.134197,1.6013241,17.962318,96.501755,7.881947,,,,,,1.0,1.000000011920929,181.21132615081865
4778492450736430336,65.49552285368031,-56.04039867675904,20.67484,21.11051,19.697218,1.4132919,4.997581,5.0997233,1.5212781,5.391500464911615,1.7418718,-1.7275691320878248,1.5390705,1.2641938,3.5008057e-08,0.8921857556862175,269.13997620130624
4778534472696299648,65.25434243886407,-56.020052175726896,20.694304,21.435163,19.088478,2.3466854,8.3532,11.767429,2.2138624,4.402941415995654,1.7183083,0.20542173427644866,2.1513112,1.4487232,5.6044385e-08,0.9000000119209289,226.7932342722646
4778559349147799040,65.10188231266083,-55.706793426822095,20.634542,20.039804,18.467445,1.5723591,8.121046,13.891483,4.3519683,2.014996446187902,1.5609899,-0.5841307570653115,1.9170679,1.5521948,0.99984205,1.000000011920929,189.06367966921627
4778562918264506368,64.83661328102177,-55.62625912354078,20.73169,20.889627,20.287003,0.6026249,4.2063656,15.055954,1.2610358,1.0574408082656435,1.9733392,0.9109037408108567,1.9650164,1.6573676,0.0003705378,0.6366214513778686,148.86278584535668
4778592506295314560,65.31996225667622,-55.411809472669894,20.477571,18.756622,17.322378,1.4342442,13.404122,29.715471,11.235161,,,,,,1.0,1.000000011920929,255.05899931216007
4778612641101276288,64.21533967036626,-56.244892478776826,20.93716,21.064072,20.210056,0.85401535,4.7214975,1.7758764,1.4675615,,,,,,6.0831295e-05,0.5073352098461419,149.52201616068413
4778616901709772416,64.02359070562679,-56.16585444632958,16.020994,16.353107,15.488202,0.86490536,0.45303094,20.898191,1.2216902,0.9940190788735015,0.06584972,0.01694484303729776,0.06561259,1.7777302,7.6670723e-13,0.7130140790715813,121.58372995512758
4778629507437818240,63.86136180998112,-56.104041613319815,20.401356,20.97637,19.119577,1.8567924,11.906676,60.017418,1.7976737,4.237725388185757,2.2419348,4.6918734649547975,1.7794647,2.5039504,3.322178e-07,0.9000000119209289,107.00009188227351
4778630061489966208,63.898357721222744,-56.05898992651703,20.923607,18.575592,17.375175,1.2004166,21.331894,221.3732,17.360508,,,,,,1.0,1.000000011920929,91.53052171360682
4778637414473575552,64.16624753710317,-56.13463889057851,20.977976,21.46705,20.21945,1.2476006,4.7681017,5.4218025,1.3087008,,,,,,4.0980085e-05,0.7650338304112059,113.77906589163679
4778650505532759040,64.08844282761433,-55.86995104445048,20.402405,21.175676,19.407463,1.7682133,3.4708443,4.1598434,1.4081821,-0.2350916951053405,0.8340401,0.9736484877808598,0.84009624,1.133726,3.747227e-08,0.8156738220385505,29.426241745181887
4778662909398265600,64.08910365748233,-55.79255254448125,20.234837,20.487484,19.202612,1.284872,4.1790547,7.920321,1.6638445,0.269688300588791,0.84353393,1.1676123905963305,0.7612179,1.2569268,0.005467185,0.9783066620724048,8.994253451113321
4778679848749390080,63.445412635319926,-56.04966059760089,20.848307,20.862846,20.347734,0.5151119,4.1438336,24.500563,1.3830571,,,,,,5.7955433e-05,0.7098342463374138,135.49575117133818
4778698261274081920,63.07492159480368,-55.78599549873774,20.77802,20.126291,18.61865,1.5076408,8.747649,14.618361,4.397595,,,,,,0.004173617,1.000000011920929,171.56077037020216
4778700911269295872,63.101497765620486,-55.680181658070076,20.64498,21.209623,19.681149,1.5284748,2.8072915,2.7181647,1.4538231,-2.1667610337947805,1.1557133,-3.9835429805532714,1.0454477,1.1165855,4.1808708e-09,0.7104971056461082,170.00257585195772
4778709707363040640,63.6041350883668,-55.68477762960574,20.410334,21.532131,19.42969,2.1024418,3.1192842,3.2530596,1.2967275,-0.09730359403551953,1.2557722,-0.9729757676125127,0.97973657,1.126658,2.7456973e-12,0.594981292600343,83.4921232567489
4778717777606406912,63.838207671722884,-55.53048171017786,20.81228,21.300508,19.267586,2.0329227,7.971912,4.4488897,2.2087529,,,,,,7.726439e-06,0.8957010926293588,86.64648918020448
4778731457077520256,63.134390974825145,-55.379470758837996,17.221561,16.989223,16.03759,0.95163345,1.5367799,40.446903,2.150831,,,,,,0.00010329983,1.000000011920929,205.2138970714296
4778735958203128448,63.36675804756221,-55.31690472500302,17.697903,18.26359,16.441301,1.8222885,19.595522,5228.377,1.7699398,,,,,,0.0,0.9000000119209289,189.2515282178471
4778741799357875328,64.50774592850168,-55.815402230844576,20.93705,21.486795,20.161104,1.3256912,6.0223117,35.570553,1.2972713,,,,,,8.744686e-06,0.7583627261221408,82.95155341221982
4778746712800450816,64.3442597203559,-55.68242109794132,20.979258,21.5166,19.445993,2.0706062,26.46496,49.446297,2.1700084,,,,,,3.5961334e-06,0.9000000119209289,61.56571987112386
4778755538957883776,64.51349060644016,-55.48015589973513,20.923723,20.079565,18.676306,1.4032593,16.845413,68.322105,4.9137287,,,,,,0.001551296,1.000000011920929,126.1126435480145
4778756024289523712,64.39613968603383,-55.48671456311519,20.854288,20.995728,19.58628,1.4094467,9.543735,27.853397,1.9900023,1.6187550840997353,2.0311537,4.102628308968244,2.2050314,2.559834,0.000105491315,1.000000011920929,111.64881689408465
4778785230067312000,64.62742642066246,-55.14429577791495,20.963705,21.463806,19.650116,1.8136902,6.1814656,3.4907966,1.8689318,,,,,,5.119073e-06,0.8591955378302432,225.7573008849092
4778789662473008768,64.95286979412184,-55.05097350276619,20.124216,20.978275,18.850796,2.1274796,1.6117383,1.9025775,1.6903818,-1.343292425081359,0.51284176,1.3079033449912507,0.5405867,1.1165832,4.853752e-10,0.5709462984249363,281.35410654561
4778793506469484416,64.74736999621564,-54.999932801660606,20.008728,20.66657,19.00714,1.6594315,5.171283,25.579517,1.4545512,2.4857814607722735,0.7243292,1.222341334916136,0.7167925,1.6888458,8.650871e-05,0.8527307033538818,276.0908878861174
4778827767424089856,63.940395816208294,-55.031747029190136,20.035706,17.944927,16.602217,1.3427105,11.419067,48.31331,14.919912,,,,,,1.0,1.000000011920929,236.40321367255947
4778836013761624576,63.44028415143333,-55.090166183922356,20.601828,19.145653,17.733543,1.4121094,15.900527,41.604427,8.682084,,,,,,1.0,1.000000011920929,242.54803282801876
4778836391718744320,63.391370527389306,-55.04379548239699,20.503704,19.41195,17.91123,1.5007191,9.9566555,22.764814,6.565849,0.981447417772385,1.5884176,0.8891608914495601,1.8387463,1.9186969,1.0,1.000000011920929,259.55024206503964
4779455275030487936,62.62679345232241,-55.591618256422336,19.79676,21.12365,18.58263,2.5410194,1.773583,3.6989598,1.5015023,1.0589409757909125,0.3785842,-1.177031013550124,0.4691029,1.0900404,5.811781e-10,0.7541033226568236,258.44845937868865
4779461219265292160,62.7105379106758,-55.39284372680048,20.808502,21.261686,20.167902,1.0937843,3.6860743,3.0821059,1.2371111,2.919355608870168,1.1978034,3.8397435805656235,1.1235274,1.1192877,1.850846e-08,0.6385049806848688,266.777094541978
