Hydra-UCD23         NGC 3311        10 37 43.10 -27 36 00.90 3760.0 -11.63 215.2  0.00 10
Hydra-UCD24         NGC 3311        10 36 56.80 -27 33 30.70 2861.0 -11.62  54.0  0.00 10
Hydra-UCD25         NGC 3311        10 36 44.80 -27 34 15.60 3354.0 -11.61  35.8  0.00 10
Hydra-UCD26         NGC 3311        10 36 35.00 -27 32 59.90 3742.0 -11.55  32.3  0.00 10
Hydra-UCD27         NGC 3311        10 36 35.00 -27 29 44.40 3624.0 -11.49  38.0  0.00 10
Hydra-UCD28         NGC 3311        10 36 52.90 -27 24 33.10 2664.0 -11.49 104.1  0.00 10
Hydra-UCD29         NGC 3311        10 36 48.20 -27 22 18.50 3301.0 -11.48 130.3  0.00 10
Hydra-UCD30         NGC 3311        10 36 50.00 -27 31 54.90 3901.0 -11.46  24.8  0.00 10
Hydra-UCD31         NGC 3311        10 36 05.60 -27 27 04.00 3725.0 -11.45 142.7  0.00 10
Hydra-UCD32         NGC 3311        10 36 57.30 -27 26 01.10 3294.0 -11.38  92.6  0.00 10
Hydra-UCD33         NGC 3311        10 36 43.40 -27 25 20.90 4217.0 -11.36  87.2  0.00 10
Hydra-UCD34         NGC 3311        10 36 48.50 -27 34 43.40 4125.0 -11.33  45.9  0.00 10
Hydra-UCD35         NGC 3311        10 36 31.70 -27 30 32.00 3818.0 -11.33  41.3  0.00 10
Hydra-UCD36         NGC 3311        10 37 01.20 -27 27 19.50 5810.0 -11.31  87.2  0.00 10
Hydra-UCD37         NGC 3311        10 36 35.60 -27 35 11.00 4078.0 -11.29  53.8  0.00 10
Hydra-UCD38         NGC 3311        10 36 07.20 -27 32 51.40 3821.0 -11.29 123.2  0.00 10
Hydra-UCD39         NGC 3311        10 36 45.10 -27 31 51.10 4342.0 -11.25   8.0  0.00 10
Hydra-UCD40         NGC 3311        10 36 39.40 -27 30 53.60 3395.0 -11.23  16.1  0.00 10
Hydra-UCD41         NGC 3311        10 36 37.80 -27 34 44.20 4745.0 -11.22  45.2  0.00 10
Hydra-UCD42         NGC 3311        10 36 36.30 -27 32 16.30 3867.0 -11.21  23.9  0.00 10
Hydra-UCD43         NGC 3311        10 36 48.40 -27 35 03.10 4802.0 -11.19  49.8  0.00 10
Hydra-UCD44         NGC 3311        10 36 48.10 -27 32 23.30 3248.0 -11.14  20.6  0.00 10
Hydra-UCD45         NGC 3311        10 36 50.20 -27 36 10.30 4218.0 -11.13  66.3  0.00 10
Hydra-UCD46         NGC 3311        10 36 33.20 -27 30 54.80 3927.0 -11.11  34.7  0.00 10
Hydra-UCD47         NGC 3311        10 36 50.70 -27 32 01.00 3584.0 -11.09  27.3  0.00 10
Hydra-UCD48         NGC 3311        10 36 40.60 -27 26 27.30 3850.0 -11.08  72.4  0.00 10
Hydra-UCD49         NGC 3311        10 36 46.30 -27 34 18.60 4477.0 -11.03  37.8  0.00 10
Hydra-UCD50         NGC 3311        10 36 28.10 -27 31 06.70 3794.0 -11.03  51.4  0.00 10
Hydra-UCD51         NGC 3311        10 35 45.70 -27 33 38.40 4079.0 -11.02 197.9  0.00 10
Hydra-UCD52         NGC 3311        10 35 52.90 -27 35 32.30 3596.0 -11.00 179.5  0.00 10
Hydra-UCD53         NGC 3311        10 36 39.50 -27 29 48.30 3653.0 -10.99  28.4  0.00 10
Hydra-UCD54         NGC 3311        10 36 44.50 -27 30 44.70 2914.0 -10.94  14.3  0.00 10
Hydra-UCD55         NGC 3311        10 36 45.30 -27 29 26.50 3229.0 -10.90  32.1  0.00 10
Hydra-UCD56         NGC 3311        10 36 40.90 -27 25 09.00 3439.0 -10.88  90.2  0.00 10
Hydra-UCD57         NGC 3311        10 36 30.10 -27 34 26.30 3201.0 -10.81  57.7  0.00 10
Hydra-UCD58         NGC 3311        10 36 46.40 -27 29 32.10 3734.0 -10.80  32.1  0.00 10
Hydra-UCD59         NGC 3311        10 36 38.30 -27 32 21.40 3358.0 -10.79  17.8  0.00 10
Hydra-UCD60         NGC 3311        10 36 50.00 -27 38 27.50 3532.0 -10.76  96.0  0.00 10
Hydra-UCD61         NGC 3311        10 36 50.00 -27 32 35.00 3119.0 -10.74  27.5  0.00 10
Hydra-UCD62         NGC 3311        10 36 43.80 -27 33 13.00 4674.0 -10.73  21.2  0.00 10
Hydra-UCD63         NGC 3311        10 36 43.80 -27 27 12.30 4185.0 -10.72  61.8  0.00 10
Hydra-UCD64         NGC 3311        10 36 38.00 -27 30 16.60 4053.0 -10.71  25.5  0.00 10
Hydra-UCD65         NGC 3311        10 36 53.10 -27 35 43.60 1259.0 -10.70  65.5  0.00 10
Hydra-UCD66         NGC 3311        10 36 39.10 -27 31 20.10 3950.0 -10.66  13.9  0.00 10
Hydra-UCD67         NGC 3311        10 36 45.30 -27 33 43.90 3001.0 -10.57  29.1  0.00 10
Hydra-UCD68         NGC 3311        10 36 39.50 -27 31 28.10 4502.0 -10.56  11.7  0.00 10
Hydra-UCD69         NGC 3311        10 36 41.20 -27 32 46.70 3780.0 -10.55  15.8  0.00 10
Hydra-UCD70         NGC 3311        10 36 44.90 -27 33 36.40 4234.0 -10.53  27.2  0.00 10
Hydra-UCD71         NGC 3311        10 37 01.50 -27 24 07.40 2874.0 -10.51 122.4  0.00 10
Hydra-UCD72         NGC 3311        10 36 47.00 -27 35 18.10 2708.0 -10.51  51.5  0.00 10
Hydra-UCD73         NGC 3311        10 36 38.80 -27 30 55.00 3134.0 -10.51  17.6  0.00 10
Hydra-UCD74         NGC 3311        10 36 26.80 -27 32 23.50 1570.0 -10.47  55.8  0.00 10
Hydra-UCD75         NGC 3311        10 36 34.20 -27 21 32.30 2755.0 -10.46 142.7  0.00 10
Hydra-UCD76         NGC 3311        10 36 45.80 -27 33 43.90 3612.0 -10.45  29.7  0.00 10
Hydra-UCD77         NGC 3311        10 36 43.20 -27 28 27.60 3154.0 -10.45  44.5  0.00 10
Hydra-UCD78         NGC 3311        10 35 53.00 -27 23 06.70 3830.0 -10.41 207.9  0.00 10
Hydra-UCD79         NGC 3311        10 36 30.60 -27 21 37.10 3912.0 -10.41 144.7  0.00 10
Hydra-UCD80         NGC 3311        10 36 43.00 -27 34 09.30 4706.0 -10.37  33.8  0.00 10
Hydra-UCD81         NGC 3311        10 37 03.70 -27 26 42.00 3659.0 -10.37  99.3  0.00 10
Hydra-UCD82         NGC 3311        10 36 42.90 -27 27 59.10 2202.0 -10.36  51.1  0.00 10
Hydra-UCD83         NGC 3311        10 36 49.90 -27 33 02.00 3474.0 -10.33  30.5  0.00 10
Hydra-UCD84         NGC 3311        10 36 40.50 -27 35 12.20 3247.0 -10.31  48.8  0.00 10
Hydra-UCD85         NGC 3311        10 36 50.70 -27 33 13.20 4745.0 -10.29  34.0  0.00 10
Hydra-UCD86         NGC 3311        10 36 31.50 -27 33 21.00 3946.0 -10.28  44.9  0.00 10
Hydra-UCD87         NGC 3311        10 36 50.90 -27 35 28.40 3301.0 -10.27  58.8  0.00 10
Hydra-UCD88         NGC 3311        10 36 46.00 -27 35 10.00 3040.0 -10.27  48.9  0.00 10
Hydra-UCD89         NGC 3311        10 36 37.70 -27 29 55.20 4927.0 -10.27  30.1  0.00 10
Hydra-UCD90         NGC 3311        10 36 32.30 -27 31 34.70 4068.0 -10.26  36.1  0.00 10
Hydra-UCD91         NGC 3311        10 36 42.10 -27 30 28.10 3546.0 -10.23  17.2  0.00 10
Hydra-UCD92         NGC 3311        10 36 40.90 -27 30 42.70 4901.0 -10.21  15.1  0.00 10
Hydra-UCD93         NGC 3311        10 36 41.90 -27 36 40.40 4137.0 -10.20  68.4  0.00 10
Hydra-UCD94         NGC 3311        10 36 30.00 -27 31 01.90 4060.0 -10.18  44.8  0.00 10
Hydra-UCD95         NGC 3311        10 36 39.00 -27 30 22.10 3748.0 -10.16  22.5  0.00 10
Hydra-UCD96         NGC 3311        10 36 45.50 -27 23 49.70 3571.0 -10.15 108.5  0.00 10
Hydra-UCD97         NGC 3311        10 36 46.40 -27 31 35.80 3874.0 -10.09  12.2  0.00 10
Hydra-UCD98         NGC 3311        10 36 58.20 -27 25 30.20 5091.0 -10.09 100.1  0.00 10
Hydra-UCD99         NGC 3311        10 36 48.30 -27 31 59.10 5347.0 -10.09  19.4  0.00 10
Hydra-UCD100        NGC 3311        10 36 50.90 -27 33 38.40 4071.0 -10.08  38.4  0.00 10
Hydra-UCD101        NGC 3311        10 36 37.70 -27 32 05.80 3291.0 -10.08  18.4  0.00 10
Hydra-UCD102        NGC 3311        10 36 50.30 -27 29 06.70 3257.0 -10.07  43.8  0.00 10
Hydra-UCD103        NGC 3311        10 36 32.40 -27 34 53.60 4494.0 -10.06  56.6  0.00 10
Hydra-UCD104        NGC 3311        10 36 32.60 -27 26 30.00 4194.0 -10.04  79.5  0.00 10
Hydra-UCD105        NGC 3311        10 36 57.10 -27 36 38.40 2767.0 -10.03  83.6  0.00 10
Hydra-UCD106        NGC 3311        10 36 41.90 -27 34 52.60 4946.0 -10.03  43.8  0.00 10
Hydra-UCD107        NGC 3311        10 36 40.30 -27 34 43.30 3261.0  -9.96  42.4  0.00 10
Hydra-UCD108        NGC 3311        10 36 51.50 -27 35 14.60 4443.0  -9.95  57.1  0.00 10
Hydra-UCD109        NGC 3311        10 36 29.10 -27 31 34.80 3693.0  -9.93  47.1  0.00 10
Hydra-UCD110        NGC 3311        10 36 44.70 -27 32 55.50 4024.0  -9.90  18.0  0.00 10
Hydra-UCD111        NGC 3311        10 36 40.90 -27 34 15.90 2962.0  -9.85  35.8  0.00 10
Hydra-UCD112        NGC 3311        10 36 41.20 -27 32 49.40 3948.0  -9.84  16.5  0.00 10
Hydra-UCD113        NGC 3311        10 36 46.00 -27 34 22.20 4179.0  -9.82  38.2  0.00 10
Hydra-UCD114        NGC 3311        10 36 31.90 -27 30 37.10 2701.0  -9.80  40.5  0.00 10
Hydra-UCD115        NGC 3311        10 36 29.60 -27 31 12.80 4279.0  -9.78  45.9  0.00 10
Hydra-UCD116        NGC 3311        10 36 47.50 -27 32 58.90 3710.0  -9.75  23.9  0.00 10
Hydra-UCD117        NGC 3311        10 36 35.80 -27 29 56.60 2439.0  -9.74  34.0  0.00 10
Hydra-UCD118        NGC 3311        10 36 45.30 -27 33 19.80 3887.0  -9.67  24.0  0.00 10
G001                M31             00 32 46.51 +39 34 39.74    0.0 -10.66  34.8  0.00 11
B338                M31             00 40 58.83 +40 35 47.32    0.0 -10.22  10.3  0.00 11
B023                M31             00 41 01.26 +41 13 45.29    0.0 -10.25   4.4  0.00 11
B225                M31             00 44 29.78 +41 21 36.57    0.0 -10.32   4.7  0.00 11
B409                M31             00 50 39.18 +41 17 35.27    0.0 -11.94  20.4  0.00 11
M59-UCD3            M59             12 42 11.05 +11 38 41.30  373.0 -14.60   9.3 20.00 12
M85-HCC1            M85             12 25 22.84 +18 10 53.70  658.0 -12.55   3.5 70.79 12
M59cO               M59             12 41 55.33 +11 40 03.70  723.0 -12.34   9.0 32.00 13
