bibcode,year,title,first_author,doi,has_ads_data_property,category,priority,decision,reason,data_access_status
2026ApJ..1005...96S,2026,The Contribution of the Color Space in LSST-like Photometry for the Selection of Extragalactic Globular Cluster Candidates,"Schweder-Souza, Nicholas",10.3847/1538-4357/ae7321,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026ApJ..1005..143B,2026,"Compact, AGN-hosting Dwarf Galaxies with ""Little Red Dot""-like SEDs in the Local Universe","Bao, Lulu",10.3847/1538-4357/ae6fa8,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026ApJ..1005..150L,2026,Local Analogs of Little Red Dots: Optical Variability and Evidence for an Active Galactic Nucleus Origin,"Lin, Ruqiu",10.3847/1538-4357/ae74c6,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026ApJ..1005..198H,2026,Spectroscopic Characterization of Young Stellar Populations and Their Feedback in NGC 5253,"Hernandez, Svea",10.3847/1538-4357/ae75a8,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026ApJS..285...27W,2026,The Next Generation Virgo Cluster Survey (NGVS). XXXVI. Caught in the Act of Transformation: Morphological Decomposition and Classification of Ultracompact Dwarf Galaxies in the Virgo Cluster,"Wang, Kaixiang",10.3847/1538-4365/ae5231,0,nearby_reference_data,high,retrieve_data,Virgo structural and spectroscopic UCD transition catalog,not_in_vizier_as_of_2026-07-14
2026MNRAS.549ag794P,2026,Nitrogen enrichment through stellar chemical feedback at parsec scale in NGC 5253 as seen with MUSE─NFM,"Pruijt, Brigitte G. A.",10.1093/mnras/stag794,1,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026NatAs..10..440V,2026,A possible challenge for cold and warm dark matter,"Vegetti, Simona",10.1038/s41550-025-02746-w,1,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026OJAp....955146F,2026,Distance measurements from the internal dynamics of globular clusters: Application to the Sombrero galaxy (M 104),"Fahrion, Katja",10.33232/001c.155146,0,pending_object_data_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026PASA...43...31G,2026,The Dawes review 14: A decade of ultra-diffuse galaxies,"Gannon, Jonah S.",10.1017/pasa.2026.10169,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026arXiv260214747Z,2026,Exploring Non-minimal coupling using ultra-diffuse galaxies,"Zamani, Saboura",10.48550/arXiv.2602.14747,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026arXiv260500988C,2026,Tidal pre-conditioning and ram-pressure stripping in NGC 1427A. Deep VLT/MUSE spectroscopy and FUV-to-radio observations trace a Fornax Cluster dwarf in transformation,"Carvajal, J. P.",10.48550/arXiv.2605.00988,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026arXiv260504685B,2026,"Compact, AGN-hosting Dwarf Galaxies with ""Little Red Dots""-like SEDs in the Local Universe","Bao, Lulu",10.48550/arXiv.2605.04685,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026arXiv260513842T,2026,From DES to KiDS: Domain adaptation for cross-survey detection of low-surface-brightness galaxies,"Thuruthipilly, Hareesh",10.48550/arXiv.2605.13842,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
2026arXiv260524918P,2026,Puzzling Ultra-Diffuse Galaxy Evolution (PUDGE). II. A transformation pathway from UDGs to compact dwarfs (CDs) in galaxy clusters,"Pavlov, Nataša",10.48550/arXiv.2605.24918,0,pending_context_screening,unreviewed,pending_screening,Manual screening required,not_checked
