canonical_object_id,target_ra,target_dec,classification_state,classification_subtype,query_radius_arcsec,association_method,source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_excess_noise,astrometric_excess_noise_sig,ruwe,ipd_frac_multi_peak,ipd_frac_odd_win,duplicated_source,gaia_dr3_id,dist_arcsec,within_query_radius,match_quality,match_status
canonical_3eba7372bbe4581fa09bb8bb2005535d,200.505078501,-41.8141707674,candidate,,1.0,canonical_literature_gaia_dr3_id,6137056950821811072,200.50507534285498,-41.81417133655824,16.69904899597168,16.527206420898438,15.415369033813477,0.5640385320418009,0.18166500329971313,-9.826355978831126,0.16954700648784637,-0.9489876019300055,0.1761929988861084,1.1773619651794434,53.2868537902832,2.5537030696868896,73,0,0,6137056950821811072,0.008717887777245074,True,within_radius,matched_by_source_id
canonical_3ed4a8a7b08c54fe9cefd0072fecf4d2,198.857226897,-41.8579599657,candidate,,1.0,canonical_literature_gaia_dr3_id,6137502807083309824,198.85722266871733,-41.857961890809825,16.544240951538086,16.39373207092285,15.134805679321289,,,,,,,4.219930171966553,805.1044921875,,42,10,0,6137502807083309824,0.013287707527043531,True,within_radius,matched_by_source_id
canonical_3f1dbd86680e5d08bda2f61c0580fdef,54.273743,-35.625622,rejected,,1.0,canonical_literature_gaia_dr3_id,4860288900299294592,54.27383407627748,-35.62558884909238,21.123714447021484,20.9819278717041,19.808753967285156,,,,,,,4.669591903686523,2.198314905166626,,1,0,0,4860288900299294592,0.2920107345249551,True,within_radius,matched_by_source_id
canonical_3f2cf1f980e35172add59570c190492e,200.269263815,-44.0156272593,candidate,,1.0,canonical_literature_gaia_dr3_id,6088230220715090688,200.2692634989257,-44.0156284592693,18.01732063293457,18.08512306213379,17.051923751831055,-4.098667954160833,0.6409010291099548,-2.594785339670649,0.6379389762878418,-5.287474046003285,0.6105419993400574,5.056636810302734,332.3838806152344,6.861448764801025,15,0,0,6088230220715090688,0.004396709727772631,True,within_radius,matched_by_source_id
canonical_3f69bb883b2852899dda6ec4b661ab47,187.77125,12.334444444444445,confirmed,,1.0,canonical_literature_gaia_dr3_id,3907696520191090688,187.77138612129158,12.334321018982779,20.060211181640625,20.29557991027832,19.009748458862305,0.862491587471935,1.0316070318222046,1.2307519877402446,1.0926769971847534,-1.4876792335172213,1.0808320045471191,3.6076459884643555,6.746405124664307,1.3298109769821167,0,0,0,3907696520191090688,0.6531528477821902,True,within_radius,matched_by_source_id
canonical_3f7a554ffc14519093af36b9237db15f,199.732769525,-43.7245015843,candidate,,1.0,canonical_literature_gaia_dr3_id,6136331792843604736,199.7327691307186,-43.72450191379215,19.863201141357422,18.31333351135254,16.853225708007812,,,,,,,6.665682792663574,20.15481185913086,,0,0,0,6136331792843604736,0.0015681857762778566,True,within_radius,matched_by_source_id
canonical_3f7b7d67adad54d98492bd87a81f5c53,54.57333333333333,-35.550666666666665,confirmed,,1.0,canonical_literature_gaia_dr3_id,4860292508072273536,54.5733280180808,-35.550689633670004,21.051374435424805,20.547863006591797,19.421777725219727,,,,,,,22.724475860595703,344.6857604980469,,0,0,0,4860292508072273536,0.08413412760767208,True,within_radius,matched_by_source_id
canonical_3f8174c1c9fe5791abcf0a2c1ad3e2bc,54.597005,-35.442501,rejected,,1.0,canonical_literature_gaia_dr3_id,4860294088618134528,54.597030586402795,-35.44249273738709,21.01358985900879,20.66575813293457,19.725561141967773,,,,,,,6.313107013702393,2.764578104019165,,0,0,0,4860294088618134528,0.08072294011333052,True,within_radius,matched_by_source_id
canonical_3faeefab42ed57889258e27fff809d96,200.802209489,-41.3251205256,candidate,,1.0,canonical_literature_gaia_dr3_id,6137210714947142528,200.8022100913925,-41.325120173512204,19.43415069580078,17.831905364990234,16.406471252441406,,,,,,,6.395297050476074,43.3310661315918,,0,0,0,6137210714947142528,0.0020636977861041984,True,within_radius,matched_by_source_id
canonical_4026d0d579b55f25bce69b274386a941,201.658184353,-44.3751785443,candidate,,1.0,canonical_literature_gaia_dr3_id,6088345600709234304,201.65820616251617,-44.37518172571896,17.9321346282959,18.0425968170166,16.729036331176758,1.3402991538464777,0.2986379861831665,-3.3366840101790674,0.3205749988555908,-5.895867582852623,0.5717369914054871,0.8116599917411804,4.689469814300537,1.276039958000183,28,5,0,6088345600709234304,0.05727684951807806,True,within_radius,matched_by_source_id
canonical_402e5acc09785e218badfabbd39ad23e,54.683675,-35.317122,rejected,,1.0,canonical_literature_gaia_dr3_id,4860390398965687808,54.68374306701132,-35.31713545632572,20.936368942260742,20.89156723022461,19.74359893798828,-0.5980610566315246,1.8491679430007935,4.08307333273337,2.0377490520477295,1.2436291580217667,2.3060760498046875,8.23742961883545,7.723575115203857,1.4082820415496826,0,0,0,4860390398965687808,0.20572971634869958,True,within_radius,matched_by_source_id
canonical_4055edd6843b5aa0bc278cd74dd733a5,203.014719159,-43.5814988368,candidate,,1.0,canonical_literature_gaia_dr3_id,6087737948742920064,203.01471772529192,-43.58149758026586,15.753419876098633,15.702919960021973,14.675407409667969,,,,,,,4.779231071472168,3251.12841796875,,47,0,0,6087737948742920064,0.005868669462428787,True,within_radius,matched_by_source_id
canonical_4081e4b1788d57fdb38bf68da239b185,203.533181229,-43.282863491,candidate,,1.0,canonical_literature_gaia_dr3_id,6111767397410360832,203.53317656329514,-43.28286679975677,14.666376113891602,14.794784545898438,13.502240180969238,,,,,,,7.172378063201904,19748.47265625,,70,0,0,6111767397410360832,0.017070334976587224,True,within_radius,matched_by_source_id
canonical_409ee267ee41567ca848141918443ecf,177.77166666666665,-28.81636111111111,confirmed,,1.0,canonical_literature_gaia_dr3_id,3480892223985373952,177.77177456856452,-28.81645981439795,21.21128273010254,20.73374366760254,19.644784927368164,,,,,,,10.759841918945312,13.59601879119873,,0,0,0,3480892223985373952,0.4920318997102246,True,within_radius,matched_by_source_id
canonical_409f464d46d456e08ef7211201d8cc1e,201.47316666666666,-42.985416666666666,confirmed,,1.0,canonical_literature_gaia_dr3_id,6088703354312975744,201.47312376769594,-42.985426292455564,18.78215217590332,18.412290573120117,17.138608932495117,-0.7797398690384099,0.5398169755935669,-0.5188838856024587,0.5480870008468628,-0.1599550814948237,0.4280880093574524,3.3393208980560303,28.69990348815918,1.8822590112686157,0,0,0,6088703354312975744,0.11816946892605983,True,within_radius,matched_by_source_id
canonical_40c3cc4cb49f577eba40e57c4711405e,187.48799999999994,12.600816666666667,uncertain,reported_ucd_role_conflict,1.0,canonical_literature_gaia_dr3_id,3907906423832477696,187.48798789966042,12.600806463289866,21.034317016601562,20.1170711517334,19.154756546020508,,,,,,,22.395740509033203,36.47175216674805,,0,0,0,3907906423832477696,0.056182922812852115,True,within_radius,matched_by_source_id
canonical_415632c3960f528c82110b3848fa4b82,203.319149582,-43.504519025,candidate,,1.0,canonical_literature_gaia_dr3_id,6111755646380898816,203.31914742669832,-43.50451989473305,17.05769157409668,17.099191665649414,16.041431427001953,2.466669579907604,0.6263570189476013,-4.608869707622976,0.5859230160713196,1.0793967328202885,0.5118870139122009,4.812253952026367,595.1106567382812,7.46211576461792,79,0,0,6111755646380898816,0.0064401686572712795,True,within_radius,matched_by_source_id
canonical_41824933c5a85364908c8e85a074f907,201.548505488,-44.8841796316,candidate,,1.0,canonical_literature_gaia_dr3_id,6087546564999245440,201.54850545575533,-44.88417922394253,19.717208862304688,18.21609878540039,16.681198120117188,0.8871958532366458,0.8202679753303528,-0.7388049786526716,1.0646640062332153,1.3032635855161336,0.825643002986908,5.144257068634033,26.239700317382812,1.6896909475326538,0,0,0,6087546564999245440,0.0014698697627540365,True,within_radius,matched_by_source_id
canonical_419c13a7407d5e20938c66359e49980a,201.2424583333333,-42.93619444444444,confirmed,,1.0,canonical_literature_gaia_dr3_id,6088718300799198720,201.24249927178468,-42.93612352386296,18.490175247192383,17.96310806274414,16.566221237182617,0.3320019346806833,0.39445099234580994,-0.0120815410457127,0.3455579876899719,0.3504230480437429,0.35180801153182983,2.2046499252319336,20.362810134887695,1.7068690061569214,0,0,0,6088718300799198720,0.2771771931025172,True,within_radius,matched_by_source_id
canonical_4233b3dfa1db503f9bfcf5a211c051e2,54.230567,-35.493849,confirmed,,1.0,canonical_literature_gaia_dr3_id,4860337828566680192,54.23063663374701,-35.4938283273153,20.58065414428711,20.678546905517578,19.464431762695312,0.2514956727448805,0.8691369891166687,-0.4606291951336801,0.8379110097885132,1.2449359747621913,1.144981026649475,5.391006946563721,24.17232894897461,1.3285460472106934,0,0,0,4860337828566680192,0.21724439283789043,True,within_radius,matched_by_source_id
canonical_432145eb264053898306abc829a3eb6f,201.122602338,-41.4622155687,candidate,,1.0,canonical_literature_gaia_dr3_id,6137148077144060672,201.122603592949,-41.46221648112842,19.727468490600586,17.946792602539062,16.4168701171875,,,,,,,8.519492149353027,35.27322769165039,,0,0,0,6137148077144060672,0.004717196196599527,True,within_radius,matched_by_source_id
canonical_432db4f63f505e46b36c6caf402ba4ec,201.635288905,-40.9304304959,candidate,,1.0,canonical_literature_gaia_dr3_id,6137191061177143168,201.6352898878391,-40.93042672531333,16.21556854248047,15.973450660705566,15.059028625488281,0.6798527280232656,0.22154100239276886,-3.2642033934909254,0.23617300391197205,-7.294288671666086,0.2373349964618683,1.2361899614334106,88.96074676513672,3.7597711086273193,95,11,0,6137191061177143168,0.013834819297536017,True,within_radius,matched_by_source_id
canonical_4399f106b24f5d12acfc0a79c2d9fc9a,53.998154,-35.449057,rejected,,1.0,canonical_literature_gaia_dr3_id,4860351744259019264,53.998211415289056,-35.44908470901636,20.909360885620117,20.886240005493164,19.763416290283203,-0.0801283651448876,1.8314039707183838,-3.6605063248851897,2.3351919651031494,1.4526123735116667,2.131335973739624,5.127570152282715,3.0394461154937744,1.1965450048446655,0,0,0,4860351744259019264,0.19571015962298355,True,within_radius,matched_by_source_id
canonical_443e130ee9ee58f58a9d5739801e38eb,204.244548919,-42.6398469671,candidate,,1.0,canonical_literature_gaia_dr3_id,6112557362156385408,204.24454954429743,-42.63984778042493,18.129154205322266,18.509519577026367,17.0992374420166,2.333788124528867,0.7778499722480774,1.0329738014687178,0.6176559925079346,0.9245335730962533,0.5410230159759521,4.541484832763672,147.70945739746094,3.946110963821411,7,0,0,6112557362156385408,0.003363802266902421,True,within_radius,matched_by_source_id
canonical_44781d4a4c6f59d4b496f7fc972f85cc,201.279400438,-43.5895957681,candidate,,1.0,canonical_literature_gaia_dr3_id,6088625770023240960,201.27939955258057,-43.58959472332548,16.2122745513916,16.309879302978516,15.427828788757324,,,,,,,6.218401908874512,3139.719482421875,,19,0,0,6088625770023240960,0.004413236005784879,True,within_radius,matched_by_source_id
canonical_44ad081b22cc542a9505c1efb27ec836,202.321732037,-45.2129071832,confirmed,,1.0,canonical_literature_gaia_dr3_id,6087314636765266304,202.32172595240436,-45.21290934766132,15.561708450317383,15.415029525756836,14.482881546020508,0.8304515674359039,0.44985300302505493,-15.977751771766984,0.40967100858688354,-2.177964755789202,0.4199970066547394,2.8902459144592285,876.9822387695312,9.551606178283691,89,0,0,6087314636765266304,0.017286926017173736,True,within_radius,matched_by_source_id
canonical_450e9c9683895ef4b4e6925a0390a394,202.04272631,-43.0644158568,candidate,,1.0,canonical_literature_gaia_dr3_id,6088739294596924416,202.04272620076696,-43.06441591464243,18.99166488647461,17.343435287475586,15.909029960632324,0.1062801912097666,0.563372015953064,0.5413609193981961,0.5598289966583252,0.2251315197726077,0.49362000823020935,3.6344449520111084,20.781177520751953,1.755007028579712,0,0,0,6088739294596924416,0.00035482296388939807,True,within_radius,matched_by_source_id
canonical_4531e96b53a35daab18587d1cb06ee22,54.904812,-35.256016,confirmed,,1.0,canonical_literature_gaia_dr3_id,4860384381715556224,54.90486226697132,-35.256030989975244,20.591323852539062,20.653303146362305,19.522296905517578,-1.3136790388967585,1.1268730163574219,0.7962458342485896,1.1381069421768188,-0.9395418670620773,1.3863329887390137,7.546013832092285,19.402782440185547,1.660470962524414,1,0,0,4860384381715556224,0.15731462305015295,True,within_radius,matched_by_source_id
canonical_45801bd225ee5c6ab6ca7910c2bad900,54.527072,-35.384341,confirmed,,1.0,canonical_literature_gaia_dr3_id,4860297623376754560,54.527099908403706,-35.38435926728185,20.564485549926758,20.23320770263672,19.13332748413086,-0.1225251895436202,1.2266290187835693,-0.0963063151074759,1.3930610418319702,0.9475813077904385,1.6378929615020752,7.7969160079956055,51.92954635620117,1.4726890325546265,0,0,0,4860297623376754560,0.10504400506082755,True,within_radius,matched_by_source_id
canonical_45e24f9a89b258419cbe67eb5bd77bb5,199.834106579,-44.0128631848,candidate,,1.0,canonical_literature_gaia_dr3_id,6088250939629895168,199.834108316164,-44.012865703512,17.062353134155273,17.030214309692383,16.043052673339844,,,,,,,6.1600542068481445,1177.9110107421875,,38,0,0,6088250939629895168,0.010121546520834995,True,within_radius,matched_by_source_id
canonical_460f8c743d23531aa4c10b7e328b8a6c,199.682574451,-42.3805388511,candidate,,1.0,canonical_literature_gaia_dr3_id,6136644363380163712,199.6825745900657,-42.38053847100914,19.651098251342773,18.912097930908203,17.458572387695312,0.0164405555020927,0.7440459728240967,-1.424578380105758,0.7586359977722168,-0.1509828440189659,0.5864850282669067,4.580699920654297,19.380998611450195,1.7661290168762207,0,0,0,6136644363380163712,0.0014174202967853473,True,within_radius,matched_by_source_id
canonical_465398675fce50cb89966d3473142cea,54.610088,-35.40699,rejected,,1.0,canonical_literature_gaia_dr3_id,4860388165582446208,54.61008515582202,-35.40700221477145,21.049631118774414,21.06434440612793,20.030736923217773,,,,,,,6.6073899269104,3.0096468925476074,,0,0,0,4860388165582446208,0.04475808370555934,True,within_radius,matched_by_source_id
canonical_4662b725d7485ea39a1fef9185a2a5c8,186.78724999999997,7.707863888888889,confirmed,,1.0,canonical_literature_gaia_dr3_id,3901183051963479040,186.78726278865707,7.707869646212949,21.56510353088379,19.571439743041992,18.40163803100586,,,,,,,64.07546997070312,116.81890869140625,,13,0,0,3901183051963479040,0.05011045740206609,True,within_radius,matched_by_source_id
canonical_466842d43cdb52d5abf81cce4f6f011a,54.521031,-35.402635,confirmed,,1.0,canonical_literature_gaia_dr3_id,4860297520297524864,54.521043347871036,-35.4025909638344,19.31475067138672,19.118661880493164,17.880821228027344,-0.1301195745456357,0.4495700001716614,-0.0698550590432003,0.4116159975528717,0.1031182257319356,0.548101007938385,3.4806430339813232,23.27079200744629,1.5967379808425903,0,0,0,4860297520297524864,0.16261815700217191,True,within_radius,matched_by_source_id
canonical_4698f6766ece531dbba2c5747a05b220,201.621989438,-42.690374719,candidate,,1.0,canonical_literature_gaia_dr3_id,6088814920380984960,201.62198950560685,-42.690374760850645,19.074262619018555,18.544803619384766,17.352041244506836,-1.0690048959506886,0.5931640267372131,0.6235545173545389,0.6769350171089172,-0.5710022451614671,0.49977898597717285,3.951741933822632,24.49703025817871,1.9054139852523804,0,0,0,6088814920380984960,0.00023388547917303534,True,within_radius,matched_by_source_id
canonical_46b5030746d05ab6b4fd9dd582411d04,201.188688031,-43.6664109404,candidate,,1.0,canonical_literature_gaia_dr3_id,6088624911031125248,201.18868830262258,-43.66641081210989,19.99534034729004,18.485183715820312,16.939037322998047,,,,,,,10.710206031799316,95.20671081542969,,0,0,0,6088624911031125248,0.0008447688656097241,True,within_radius,matched_by_source_id
canonical_46dbf6adc8b95ed49122460b7bc5ef87,201.17421988,-42.8165726659,candidate,,1.0,canonical_literature_gaia_dr3_id,6088722939364833408,201.17421833318116,-42.81657399772245,17.62619400024414,17.905742645263672,16.39809226989746,1.1922247654990232,0.6029539704322815,-8.10103167063316,0.6193190217018127,-3.2291824679429,0.4978579878807068,4.428316116333008,431.19903564453125,8.284838676452637,67,0,0,6088722939364833408,0.00629862784997589,True,within_radius,matched_by_source_id
canonical_46e2d79eadd35fbb943f14ae1df94af5,201.388694355,-43.8528296708,candidate,,1.0,canonical_literature_gaia_dr3_id,6088428751282803968,201.3886893633572,-43.85282643711209,14.851851463317871,14.785879135131836,13.571905136108398,1.7843843940823865,0.09003999829292297,-13.421715360416092,0.08837500214576721,-9.105943951558789,0.10616300255060196,0.6382250189781189,99.66339111328125,3.9142210483551025,74,3,0,6088428751282803968,0.017419584765680233,True,within_radius,matched_by_source_id
canonical_470d0df83f435d70b324cfe664aeb139,202.39243421,-44.9649970686,candidate,,1.0,canonical_literature_gaia_dr3_id,6087507051300311808,202.39243322330975,-44.96499858938607,15.805159568786621,16.127582550048828,14.732940673828125,,,,,,,5.605556964874268,3307.624267578125,,53,0,0,6087507051300311808,0.006024128455795765,True,within_radius,matched_by_source_id
canonical_470e96389ec455c9a301b97948983ab4,54.75889,-35.626638,rejected,,1.0,canonical_literature_gaia_dr3_id,4860276663936097152,54.75892693874381,-35.62664791413929,21.32969856262207,21.779504776000977,20.21856689453125,,,,,,,9.860916137695312,4.595788955688477,,0,0,0,4860276663936097152,0.11382980754901051,True,within_radius,matched_by_source_id
canonical_470f2fc6701d5896b354b6551b2b8268,201.250090649,-44.8591036772,candidate,,1.0,canonical_literature_gaia_dr3_id,6087555635970008704,201.2500874938179,-44.8591019332843,17.47589683532715,17.4641170501709,16.448585510253906,7.487372769030433,0.7600299715995789,-8.304796884139575,0.7481560111045837,-2.1020710903291393,0.649940013885498,6.24946403503418,911.142822265625,11.490407943725586,19,0,0,6087555635970008704,0.010209862662858362,True,within_radius,matched_by_source_id
canonical_475a5df11eb8540d90db6125a2852b65,201.756682338,-44.1387908053,candidate,,1.0,canonical_literature_gaia_dr3_id,6088366422717805184,201.75668245742835,-44.13879068050828,19.448833465576172,18.03716468811035,16.728221893310547,0.2759324753577371,0.5552520155906677,0.1896929794275663,0.7060620188713074,-0.4792505937984235,0.6278700232505798,2.473767042160034,6.019762992858887,1.3530910015106201,0,0,0,6088366422717805184,0.000545003572274616,True,within_radius,matched_by_source_id
canonical_476a76b66ec95906a60ca3776be610c5,201.304096808,-42.9895579821,candidate,,1.0,canonical_literature_gaia_dr3_id,6088705518976487680,201.30409736432182,-42.9895581477906,19.40829849243164,18.521564483642578,17.271623611450195,-0.8372136103123629,0.7427669763565063,0.5579306565301286,0.7823410034179688,-0.0745207543967149,0.6440079808235168,4.836474895477295,27.337299346923828,1.9609620571136475,2,0,0,6088705518976487680,0.0015817534302867552,True,within_radius,matched_by_source_id
canonical_477d6b640419593895def66009d49bd7,202.750666383,-41.0271469281,candidate,,1.0,canonical_literature_gaia_dr3_id,6160980507072350208,202.75066534725906,-41.027146819374664,18.29230499267578,18.065454483032227,17.111146926879883,,,,,,,10.188743591308594,673.212646484375,,27,3,0,6160980507072350208,0.002840003277581002,True,within_radius,matched_by_source_id
canonical_480b0321e2b150e3be3883e0c9ae00f6,187.5102296,12.6093775,confirmed,,1.0,canonical_literature_gaia_dr3_id,3907906771725945216,187.51021166342736,12.609375937071608,21.11622428894043,20.15658187866211,19.265745162963867,,,,,,,28.552364349365234,66.07282257080078,,0,0,0,3907906771725945216,0.06326495900382093,True,within_radius,matched_by_source_id
canonical_48370e28c22c5d8bb0ee579465c8f88f,201.739464889,-42.0688933345,candidate,,1.0,canonical_literature_gaia_dr3_id,6136887046212288128,201.73946307557063,-42.06889241832388,17.3033447265625,17.236366271972656,16.134523391723633,,,,,,,6.225223064422607,1094.7662353515625,,23,6,0,6136887046212288128,0.005862123363397856,True,within_radius,matched_by_source_id
canonical_48dc5af26f035c9ab35f48ece2432ea5,202.110432673,-44.7297425191,candidate,,1.0,canonical_literature_gaia_dr3_id,6087574224588931328,202.11043807362924,-44.72973914995937,18.856605529785156,18.690673828125,17.553386688232422,0.2186516199601611,0.37490400671958923,-9.70692440842206,0.8235520124435425,2.4439696905538515,0.2575629949569702,0.0,0.0,0.967369019985199,5,37,0,6087574224588931328,0.018381898209142686,True,within_radius,matched_by_source_id
canonical_48df54709a795f6e9930e31d8b0d0638,203.688328801,-43.3260024633,candidate,,1.0,canonical_literature_gaia_dr3_id,6111763617839115776,203.6883316470293,-43.326001474028516,19.822317123413086,17.920124053955078,16.25880241394043,,,,,,,7.595888137817383,21.411663055419922,,0,0,0,6111763617839115776,0.008260503553949356,True,within_radius,matched_by_source_id
canonical_493c7303e36d587f988c0c6eb31d482c,200.073099763,-43.8647485328,candidate,,1.0,canonical_literature_gaia_dr3_id,6088277087399111424,200.07310139712368,-43.864748011345455,18.429658889770508,16.509300231933594,15.09973430633545,,,,,,,6.612720012664795,112.41996002197266,,0,0,0,6088277087399111424,0.004638263413842991,True,within_radius,matched_by_source_id
canonical_49589942a7585c65a0ca6f7655934244,201.347622156,-41.2972016632,candidate,,1.0,canonical_literature_gaia_dr3_id,6137179310146290432,201.34762091405034,-41.2972010866849,18.776813507080078,18.676929473876953,17.680673599243164,1.6826451586452997,0.991769015789032,-6.975186205860025,0.9456570148468018,2.402065701550377,0.69097900390625,6.364953994750977,173.10986328125,4.574647903442383,5,0,0,6137179310146290432,0.003948518227725085,True,within_radius,matched_by_source_id
canonical_498a9af9e17e578193f588468bf6b5be,202.39662726,-43.1394203158,candidate,,1.0,canonical_literature_gaia_dr3_id,6088568732857318784,202.39663350367832,-43.139420054320844,18.616628646850586,18.52254867553711,17.276832580566406,0.3077202277763857,0.2768639922142029,-4.329034871765966,0.447394996881485,-1.9146843283706658,0.18810200691223145,0.8842980265617371,2.9873480796813965,1.2157690525054932,30,0,0,6088568732857318784,0.016428454095317523,True,within_radius,matched_by_source_id
canonical_499baaa1a02d5707ae8873e4f4cc30c1,201.646472393,-40.7844564793,candidate,,1.0,canonical_literature_gaia_dr3_id,6161223499141828608,201.64647079596304,-40.78445653536684,18.089195251464844,17.88387107849121,16.886449813842773,,,,,,,13.035204887390137,2225.41015625,,7,3,0,6161223499141828608,0.004357912434089577,True,within_radius,matched_by_source_id
canonical_499e2a3a19595518be58f277199ad065,203.642774799,-41.616612821,candidate,,1.0,canonical_literature_gaia_dr3_id,6112856360591901312,203.64277346788913,-41.616613732082676,17.034265518188477,17.2874813079834,15.800453186035156,0.4924348994184684,0.42139801383018494,-2.181304806029802,0.3260419964790344,-1.958872693393396,0.249207004904747,2.0448250770568848,136.16830444335938,4.459945201873779,18,2,0,6112856360591901312,0.004857181777630678,True,within_radius,matched_by_source_id
canonical_49ff45a0841f5ca7a5f56622b2d91b5b,187.63099999999997,12.865727777777778,confirmed,,1.0,canonical_literature_gaia_dr3_id,3931942263415425280,187.63099267583564,12.865732510778383,20.336795806884766,20.07424545288086,18.836177825927734,-0.4384747059952201,1.4288729429244995,-0.5541838644240689,1.5165560245513916,-0.0177435722672919,1.798766016960144,5.9955339431762695,10.97795581817627,1.5706859827041626,0,0,1,3931942263415425280,0.030839417581123935,True,within_radius,matched_by_source_id
canonical_4a18b7fcd0b95832b2b2565874a33f5a,202.104800423,-42.8583016584,confirmed,,1.0,canonical_literature_gaia_dr3_id,6088754859559700096,202.10479737421448,-42.8583019014307,16.74690818786621,16.664438247680664,15.583829879760742,0.9397890499272655,0.8381189703941345,-15.574454731852667,0.8180689811706543,-3.6202439011170617,0.7238050103187561,6.377820014953613,1382.6270751953125,11.511345863342285,75,0,0,6088754859559700096,0.008092984629418693,True,within_radius,matched_by_source_id
canonical_4a2ee0b354645ac6b052d1e8b8b65982,187.74191666666664,12.267280555555557,confirmed,,1.0,canonical_literature_gaia_dr3_id,3907690202294377344,187.74191438039654,12.267286583160296,21.463878631591797,19.778656005859375,17.959537506103516,,,,,,,40.34056854248047,19.375118255615234,,13,0,0,3907690202294377344,0.02314189037704924,True,within_radius,matched_by_source_id
canonical_4a7f5599673d53d3bbc11214ac33a5fa,201.007003832,-42.018661595,candidate,,1.0,canonical_literature_gaia_dr3_id,6136853030069466496,201.006995217424,-42.01867739568793,16.409353256225586,16.450727462768555,15.304439544677734,,,,,,,15.294221878051758,7584.68310546875,,20,68,0,6136853030069466496,0.061371471974464624,True,within_radius,matched_by_source_id
canonical_4a9c50aaab3159ad9490ef4b32a69b37,201.235176749,-44.4730947053,candidate,,1.0,canonical_literature_gaia_dr3_id,6088331685021410560,201.2351734010758,-44.47309347397628,17.871252059936523,17.959373474121094,16.889719009399414,,,,,,,13.174006462097168,1407.0872802734375,,48,0,0,6088331685021410560,0.009675583535911442,True,within_radius,matched_by_source_id
canonical_4aa1ee1c437359e188fac3d9a429be1e,54.579276,-35.53952,rejected,,1.0,canonical_literature_gaia_dr3_id,4860292606854796160,54.57930174011299,-35.539514398632555,21.050100326538086,20.932960510253906,19.90387725830078,-3.457142860201235,2.373814105987549,-1.7271268966277107,2.1715660095214844,1.4115286227188544,2.8463470935821533,8.582357406616211,6.5370588302612305,1.4417359828948975,0,0,0,4860292606854796160,0.0780522009372535,True,within_radius,matched_by_source_id
canonical_4ab8e2da2a4c5b7da4ac10959c96b268,187.8531412,12.4238373,confirmed,,1.0,canonical_literature_gaia_dr3_id,3907698891013970944,187.8531409449239,12.423831525336505,20.551204681396484,19.826152801513672,18.794902801513672,,,,,,,15.333922386169434,48.58921813964844,,0,0,0,3907698891013970944,0.020808121694815433,True,within_radius,matched_by_source_id
canonical_4b7f8805eabd594ab77274678f32b4ba,200.261986363,-41.1563014833,candidate,,1.0,canonical_literature_gaia_dr3_id,6137887876670940544,200.26198530250616,-41.156299029296655,18.399391174316406,18.366086959838867,17.35556983947754,-0.0326158546394808,0.4336380064487457,-7.779522052111577,0.3993400037288666,0.5227855074351097,0.39513999223709106,2.5779619216918945,40.193241119384766,2.318887948989868,32,0,0,6137887876670940544,0.00929028602468517,True,within_radius,matched_by_source_id
canonical_4bf92e059bdd5d75bf5ef3bebacd4a90,200.407816917,-42.5062224794,candidate,,1.0,canonical_literature_gaia_dr3_id,6136815852836384896,200.40781144974324,-42.506222687908014,15.909085273742676,15.982489585876465,14.925763130187988,,,,,,,5.592191219329834,2807.654296875,,71,0,0,6136815852836384896,0.014529143072040425,True,within_radius,matched_by_source_id
canonical_4c31292bec8c52b7802d4e2b00d4d751,187.74962499999998,12.3003,confirmed,,1.0,canonical_literature_gaia_dr3_id,3907690408453652480,187.7496052417235,12.300290461354075,21.56231117248535,20.035282135009766,19.210432052612305,,,,,,,61.48193359375,87.62362670898438,,0,0,0,3907690408453652480,0.07751777139427155,True,within_radius,matched_by_source_id
canonical_4c550ab0c3f15acb95cb57c1517d3549,201.500899391,-43.4758918498,candidate,,1.0,canonical_literature_gaia_dr3_id,6088630786545694336,201.50089968958088,-43.47589218530379,19.087007522583008,18.456090927124023,17.301313400268555,-0.8918267213742364,0.7233210206031799,-0.338378905286705,0.6553679704666138,-0.2915061391991361,0.6693980097770691,4.238038063049316,32.33408737182617,2.0431830883026123,1,0,0,6088630786545694336,0.0014377861742911366,True,within_radius,matched_by_source_id
canonical_4c619799de565fa8b0e3f57f1961e8b9,200.019700154,-42.478196383,candidate,,1.0,canonical_literature_gaia_dr3_id,6137000536427518848,200.01969794819735,-42.47819682560807,18.225730895996094,18.164945602416992,17.231449127197266,-1.493879527764714,0.3728260099887848,-10.147255979471279,0.36205801367759705,-1.915169157581558,0.26939499378204346,2.1413791179656982,28.612850189208984,2.2687840461730957,42,3,0,6137000536427518848,0.006069561543801222,True,within_radius,matched_by_source_id
canonical_4c80b95ea8b352ad9adc7381b20f0244,203.279438722,-41.3273684674,candidate,,1.0,canonical_literature_gaia_dr3_id,6112912951083744000,203.27943732913047,-41.32736703147522,16.213130950927734,16.28085708618164,15.313674926757812,2.979067739135803,0.5660110116004944,-3.0453093213314086,0.5560910105705261,-0.3320212061877545,0.6805019974708557,3.637840986251831,906.2324829101562,9.398180961608887,6,0,0,6112912951083744000,0.006395388545777735,True,within_radius,matched_by_source_id
