canonical_object_id,target_ra,target_dec,classification_state,classification_subtype,query_radius_arcsec,association_method,source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_excess_noise,astrometric_excess_noise_sig,ruwe,ipd_frac_multi_peak,ipd_frac_odd_win,duplicated_source,gaia_dr3_id,dist_arcsec,within_query_radius,match_quality,match_status
canonical_08d48c1e8ecb54e992ff0d0e0387c29a,200.051083467,-43.6946166676,candidate,,1.0,canonical_literature_gaia_dr3_id,6088293511352988928,200.0510835445699,-43.694616598918344,19.47856903076172,17.86985969543457,16.273900985717773,,,,,,,6.185083866119385,24.97396469116211,,1,0,0,6088293511352988928,0.000319219860003763,True,within_radius,matched_by_source_id
canonical_0a0d45a7471b564fb9862c1b9c5c9014,190.62429166666664,11.341586111111111,confirmed,,1.0,canonical_literature_gaia_dr3_id,3927559610063494784,190.6242437437392,11.341562731050978,20.52655792236328,19.97294044494629,18.881900787353516,,,,,,,12.053657531738281,42.96809768676758,,0,0,0,3927559610063494784,0.188937064502437,True,within_radius,matched_by_source_id
canonical_0a5608735bee516fb3f88eb7f03dc4e4,200.185756662,-44.9366982825,candidate,,1.0,canonical_literature_gaia_dr3_id,6087964963533565056,200.18575566447515,-44.936698577424245,18.15024757385254,18.46921157836914,17.07744026184082,0.60975088273969,0.2900789976119995,-3.8586385364370637,0.28197699785232544,-1.2352997795817104,0.2376279979944229,1.5410449504852295,21.813861846923828,1.8989770412445068,24,0,0,6087964963533565056,0.002754900008977792,True,within_radius,matched_by_source_id
canonical_0a63467bb80053ff90f9e204940b1303,203.743463248,-42.8386606674,candidate,,1.0,canonical_literature_gaia_dr3_id,6112550593287347712,203.74346381155058,-42.83866068807819,19.67830467224121,18.28794288635254,16.741661071777344,,,,,,,7.578545093536377,37.302181243896484,,1,0,0,6112550593287347712,0.0014895088872593444,True,within_radius,matched_by_source_id
canonical_0a9bc41b2b7b5dc483dd442a3096729d,204.440730847,-42.6573523982,candidate,,1.0,canonical_literature_gaia_dr3_id,6111896830540740992,204.44073041909795,-42.657352814600806,18.667949676513672,18.82927703857422,17.50178337097168,-2.138345784118687,0.4443179965019226,-4.806987150208132,0.4358139932155609,-3.139373182547774,0.4241580069065094,2.885819911956787,30.994447708129883,2.0951778888702393,24,0,0,6111896830540740992,0.0018789716124649107,True,within_radius,matched_by_source_id
canonical_0ab9c3b7c72957d8824d6855dd6a7ce2,201.418463595,-43.0475992398,candidate,,1.0,canonical_literature_gaia_dr3_id,6088701464527260288,201.41846375266564,-43.04759962979838,19.279163360595703,19.639545440673828,17.76698875427246,0.2756607186163387,0.576092004776001,0.3257568781995307,0.586152970790863,-0.0188113396110644,0.5062869787216187,3.5094289779663086,19.018274307250977,1.6690239906311035,0,0,0,6088701464527260288,0.0014639849293951969,True,within_radius,matched_by_source_id
canonical_0ac43fce0f7f583398f174cbedff0643,199.049182975,-42.8885912342,candidate,,1.0,canonical_literature_gaia_dr3_id,6136607495380620800,199.04918325265797,-42.88859072149472,19.535472869873047,17.733474731445312,16.103084564208984,,,,,,,8.500260353088379,43.609222412109375,,0,0,0,6136607495380620800,0.0019857258588044974,True,within_radius,matched_by_source_id
canonical_0b1d15101bf25f74aec5f5e53a53a631,199.954646597,-41.7778336678,candidate,,1.0,canonical_literature_gaia_dr3_id,6137090833817875840,199.95464576556716,-41.77783529889672,18.572879791259766,18.4428653717041,17.592872619628906,-0.5363283993705386,0.3574039936065674,-3.5867524031355345,0.3430190086364746,-5.883905575275104,0.28290700912475586,1.8777979612350464,14.158129692077637,1.489212989807129,35,0,0,6137090833817875840,0.006281882071780797,True,within_radius,matched_by_source_id
canonical_0b21b075e0ad5d40be045192c5053828,54.954768,-35.579443,rejected,,1.0,canonical_literature_gaia_dr3_id,4860183720843582848,54.95486463947565,-35.57946005800903,21.33793830871582,20.99170684814453,20.02202796936035,,,,,,,11.547013282775879,4.932759761810303,,0,0,0,4860183720843582848,0.28953916456616147,True,within_radius,matched_by_source_id
canonical_0c4ce4f55fa25bc8843fcf05f01f3be8,201.192373555,-42.6485776792,candidate,,1.0,canonical_literature_gaia_dr3_id,6136766370513360128,201.19237198768272,-42.648574195907926,15.149358749389648,15.050293922424316,13.860920906066895,1.164105787884675,0.4288029968738556,-19.50163395515962,0.5121440291404724,-2.355246883168377,0.36622199416160583,3.10471510887146,1558.196533203125,15.12459945678711,96,6,0,6136766370513360128,0.013208746160194726,True,within_radius,matched_by_source_id
canonical_0c578aeec624515293ca45087a88c20b,200.342190575,-42.1642677395,candidate,,1.0,canonical_literature_gaia_dr3_id,6137013936725748608,200.34219233286103,-42.16426744865604,19.556745529174805,17.87062644958496,16.2879695892334,,,,,,,8.781274795532227,43.887699127197266,,0,0,0,6137013936725748608,0.004806121345388554,True,within_radius,matched_by_source_id
canonical_0c6c20a0525a58e2811e0bf0262404bc,202.9374569,-43.5387074343,candidate,,1.0,canonical_literature_gaia_dr3_id,6088489568020287104,202.93745753379312,-43.53870831848994,19.867843627929688,18.45612144470215,16.817840576171875,,,,,,,6.906144142150879,21.443666458129883,,0,0,0,6088489568020287104,0.0035871596797729067,True,within_radius,matched_by_source_id
canonical_0ca1cd9e883d5f6884642f80291d9012,54.125454,-35.298359,rejected,,1.0,canonical_literature_gaia_dr3_id,4860360437273846912,54.125539092468166,-35.29830123652077,21.154773712158203,20.182424545288086,19.887643814086914,,,,,,,13.605400085449219,38.940086364746094,,0,0,0,4860360437273846912,0.32519234355806115,True,within_radius,matched_by_source_id
canonical_0cab03653b4f5466b487ec4a59814e0f,203.425034887,-44.4821982894,candidate,,1.0,canonical_literature_gaia_dr3_id,6087452110078483200,203.42503412401535,-44.482202327279076,16.9670352935791,16.619529724121094,15.605582237243652,,,,,,,10.773382186889648,4591.5986328125,,12,26,0,6087452110078483200,0.014667868977731159,True,within_radius,matched_by_source_id
canonical_0d344b1d7df05a52a512c77da1345ed2,54.494816,-35.370064,rejected,,1.0,canonical_literature_gaia_dr3_id,4860298344931269888,54.49485844201532,-35.37010031632737,21.263525009155273,21.5792236328125,20.76645851135254,,,,,,,9.897994995117188,2.930217981338501,,0,0,0,4860298344931269888,0.1805974678979531,True,within_radius,matched_by_source_id
canonical_0dcd1a61b88352c49c742f37aa25ac7f,54.628245,-35.66573,rejected,,1.0,canonical_literature_gaia_dr3_id,4860277802102676224,54.62827863494949,-35.66572690469005,21.104324340820312,21.220983505249023,20.154233932495117,,,,,,,13.013262748718262,85.73822784423828,,0,0,0,4860277802102676224,0.09900314034098309,True,within_radius,matched_by_source_id
canonical_0e067a9934d850b39a65ba2c496aa89d,201.835903642,-42.3802986819,candidate,,1.0,canonical_literature_gaia_dr3_id,6088828148881115776,201.8359038318349,-42.380299918672264,18.894821166992188,19.02661895751953,17.614604949951172,,,,,,,7.97147798538208,238.81393432617188,,16,3,0,6088828148881115776,0.004480907876612683,True,within_radius,matched_by_source_id
canonical_0e733ea11f1450609982d4153c311041,199.778650985,-43.1769658438,candidate,,1.0,canonical_literature_gaia_dr3_id,6136404906068001408,199.77864715712903,-43.17696348323815,17.171476364135742,17.006290435791016,15.96533489227295,,,,,,,9.930191040039062,2607.6171875,,60,2,0,6136404906068001408,0.013160672225843878,True,within_radius,matched_by_source_id
canonical_0e8f33811be5592c9d4642e353959b7e,201.191019537,-45.1074800569,candidate,,1.0,canonical_literature_gaia_dr3_id,6087547870662386048,201.19101754368762,-45.10748023730761,19.087087631225586,18.9487247467041,18.075458526611328,-3.6307127419144947,0.6996949911117554,-3.8389920977924388,0.7943969964981079,-1.7383095647970408,0.6161119937896729,5.100650787353516,71.25768280029297,3.702608108520508,14,3,1,6087547870662386048,0.005106090281250947,True,within_radius,matched_by_source_id
canonical_0ed5f4655daf5bb694c28d049eec8d65,201.522280948,-44.9892971084,candidate,,1.0,canonical_literature_gaia_dr3_id,6087543640121372288,201.52230794943048,-44.98933053392213,17.626853942871094,17.426013946533203,16.295032501220703,,,,,,,83.75419616699219,91704.75,,65,15,1,6087543640121372288,0.1385855119497369,True,within_radius,matched_by_source_id
