object_id,original_name,source_id,ra,dec,g_mag,r_mag,re_pc,ls_dr10_id,ls_type,ls_g_mag,ls_r_mag,ls_i_mag,ls_z_mag,ls_xmatch_dist
2020ApJ._0112,KV19-112,2020ApJ...899..140W,199.896889533,-41.0778398286,,,,10995236131048657,SER,17.67948028240555,16.649720792610793,16.15925625716909,15.847381197186419,
2020ApJ._0116,KV19-116,2020ApJ...899..140W,199.952059615,-42.7044606094,,,,10995228234228534,PSF,17.465795496434932,16.650239988431263,,16.325415774385498,
2020ApJ._0117,KV19-117,2020ApJ...899..140W,199.954646597,-41.7778336678,,,,10995232720038548,PSF,19.038045013844204,18.507551409339804,18.35372405814358,18.337866187300648,
2020ApJ._0118,KV19-118,2020ApJ...899..140W,199.961388631,-41.6951307866,,,,10995232720038854,PSF,18.07005475821862,17.421897155631715,17.235967057526988,17.130024883444435,
2020ApJ._0120,KV19-120,2020ApJ...899..140W,199.975243258,-41.0303776165,,,,10995236131051404,SER,17.62773198015853,16.599131780491916,16.116509078698616,15.802074350105476,
2020ApJ._0121,KV19-121,2020ApJ...899..140W,199.978426431,-41.7034060369,,,,10995232720039689,SER,17.591169906115223,16.617527700619497,16.170499687370068,15.899264642199244,
2020ApJ._0122,KV19-122,2020ApJ...899..140W,199.998715056,-41.1298115884,,,,10995234990198535,SER,17.576608877295662,16.571458270951467,16.10767939479048,15.812134055988752,
2020ApJ._0123,KV19-123,2020ApJ...899..140W,200.011987203,-41.0364945372,,,,10995236131052707,SER,17.079549890444646,16.02098354993561,15.510329662788756,15.182035564176719,
2020ApJ._0125,KV19-125,2020ApJ...899..140W,200.019700154,-42.478196383,,,,10995229348857903,PSF,18.723939914242212,18.155070132215158,,17.930833536424963,
2020ApJ._0126,KV19-126,2020ApJ...899..140W,200.036346051,-41.0737190954,,,,10995236131053595,PSF,19.671414594322666,18.485238783266684,18.050140854521306,17.84334472215982,
2020ApJ._0127,KV19-127,2020ApJ...899..140W,200.041716617,-42.4852986196,,,,10995229348858676,PSF,17.54204516495751,16.653551416657272,,16.24479860804785,
2020ApJ._0130,KV19-130,2020ApJ...899..140W,200.072419887,-40.9645629504,,,,10995236131054858,PSF,18.862878821262562,17.869870573157318,16.18488544328583,17.341023703093107,
2020ApJ._0133,KV19-133,2020ApJ...899..140W,200.08256469,-42.8792707223,,,,10995227124837400,DUP,,,,,
2020ApJ._0134,KV19-134,2020ApJ...899..140W,200.086392526,-41.8516803882,,,,10995232721078688,PSF,18.41896357681444,17.507308202367916,17.202036599500865,17.060010451011188,
2020ApJ._0136,KV19-136,2020ApJ...899..140W,200.095822717,-40.9478240037,,,,10995236131055744,SER,17.72752878227924,16.67441233243752,16.191916506723608,15.872249698982193,
2020ApJ._0137,KV19-137,2020ApJ...899..140W,200.113203719,-42.1750774422,,,,10995230467696737,SER,18.118242171152342,17.115961325520416,16.635858876214122,16.365386468448353,
2020ApJ._0138,KV19-138,2020ApJ...899..140W,200.129713439,-41.5082274287,,,,10995233853544860,PSF,16.778465624486543,16.04827892086446,15.874738910755664,15.815466355273681,
2020ApJ._0140,KV19-140,2020ApJ...899..140W,200.149272802,-42.749932585,,,,10995228235271774,PSF,18.717553452313094,17.92827100603309,,17.533435118714635,
2020ApJ._0143,KV19-143,2020ApJ...899..140W,200.186735317,-41.0173931841,,,,10995236132095770,DEV,17.777454014801894,16.73899440473524,16.254273801826002,15.942345732352884,
2020ApJ._0145,KV19-145,2020ApJ...899..140W,200.199235476,-41.0068471061,,,,10995236132096265,SER,17.75441481378877,16.74739661920951,16.27653981986741,15.972500548646325,
2020ApJ._0147,KV19-147,2020ApJ...899..140W,200.205295171,-41.3284643328,,,,10995234990205985,PSF,17.23205286148696,16.687528532158275,16.52240433432152,16.44686759825889,
2020ApJ._0151,KV19-151,2020ApJ...899..140W,200.22825793,-41.089238303,,,,10995236132097403,SER,18.16510286999968,17.10438680728196,16.62085234676527,16.31066270273699,
2020ApJ._0156,KV19-156,2020ApJ...899..140W,200.261986363,-41.1563014833,,,,10995234991245159,PSF,18.88254388045162,18.316211250491534,18.147775873641386,18.09012514657705,
2020ApJ._0163,KV19-163,2020ApJ...899..140W,200.337837529,-41.8045779075,,,,10995232721088536,SER,18.226508838133043,17.3513975302201,16.96365960511376,16.72253816652443,
2020ApJ._0165,KV19-165,2020ApJ...899..140W,200.342190575,-42.1642677395,,,,10995230468740178,SER,16.989132690878776,15.942771375480175,15.464711277904954,15.161442503813557,
2020ApJ._0166,KV19-166,2020ApJ...899..140W,200.382692976,-42.3142326447,,,,10995230468741473,SER,16.91663291759017,15.902039522934558,15.434940599057937,,
2020ApJ._0167,KV19-167,2020ApJ...899..140W,200.39507832,-42.0174379411,,,,10995231592820189,PSF,18.53659541381977,17.89273998926463,17.77557364143506,17.605748499820834,
2020ApJ._0168,KV19-168,2020ApJ...899..140W,200.397829329,-41.7122998782,,,,10995232722125941,SER,17.168179677630143,16.291595631049123,15.898026404261344,15.65014406656749,
2020ApJ._0171,KV19-171,2020ApJ...899..140W,200.407816917,-42.5062224794,,,,10995229349908109,PSF,16.103793363352636,15.462685173523585,15.265910476277789,15.154129937905184,
2020ApJ._0173,KV19-173,2020ApJ...899..140W,200.421414382,-40.9477606303,,,,10995236132105177,PSF,17.867825212444192,16.7136166819694,16.323311763552084,16.10624228120652,
2020ApJ._0176,KV19-176,2020ApJ...899..140W,200.459138387,-42.6631040507,,,,10995228236318268,PSF,17.31509967021026,,16.49588684437825,,
2020ApJ._0179,KV19-179,2020ApJ...899..140W,200.473561879,-41.8594407446,,,,10995232722128866,DEV,18.952744357120725,18.28545283491243,18.15665459336901,17.9599903375368,
2020ApJ._0181,KV19-181,2020ApJ...899..140W,200.477659183,-41.1956665859,,,,10995234991253939,SER,17.310428556114115,16.314618204110886,15.86259514299963,15.563523847216697,
2020ApJ._0183,KV19-183,2020ApJ...899..140W,200.482715044,-42.4754609313,,,,10995229349910345,PSF,19.514969815664927,18.626084367595848,,18.381559325502582,
2020ApJ._0186,KV19-186,2020ApJ...899..140W,200.504213279,-42.2666108559,,,,10995230468744976,PSF,19.293988741650587,18.738679209855533,18.55448280607536,,
2020ApJ._0187,KV19-187,2020ApJ...899..140W,200.505078501,-41.8141707674,,,,10995232722130058,PSF,17.232989865091763,16.59671679118476,16.370154545280798,16.39787663317333,
2020ApJ._0189,KV19-189,2020ApJ...899..140W,200.523200926,-41.6714528806,,,,10995232722130751,SER,18.198787021260816,17.205616682525587,16.766689372194374,16.482760928886258,
2020ApJ._0191,KV19-191,2020ApJ...899..140W,200.552232631,-41.688619406,,,,10995232722131818,SER,17.556801863012694,16.70790457079801,16.315901192592353,16.10286644206544,
2020ApJ._0193,KV19-193,2020ApJ...899..140W,200.560385909,-41.1726246996,,,,10995234992292387,SER,15.912558140167034,14.898722099138576,14.435150585392405,14.10952778023775,
2020ApJ._0194,KV19-194,2020ApJ...899..140W,200.563916225,-40.9320449687,,,,10995236133145980,PSF,15.247234585458695,14.635100792702502,14.677913648491392,14.369537707638779,
2020ApJ._0202,KV19-202,2020ApJ...899..140W,200.639877379,-41.745282877,,,,10995232722135141,PSF,16.725193924630954,15.704950803851668,15.338914988130842,15.313711383305664,
2020ApJ._0211,KV19-211,2020ApJ...899..140W,200.777419405,-41.3773404575,,,,10995233855641407,SER,17.581423645709126,16.568725085680903,16.12942169157644,15.843849546654845,
2020ApJ._0213,KV19-213,2020ApJ...899..140W,200.802209489,-41.3251205256,,,,10995234992301734,SER,16.679283710509964,15.823626730649867,15.48014204683895,15.202977401272436,
2020ApJ._0218,KV19-218,2020ApJ...899..140W,200.912543663,-42.4783306757,,,,10995229350958469,PSF,13.694477764237567,13.04185805581257,,,
2020ApJ._0220,KV19-220,2020ApJ...899..140W,200.931990236,-41.955820186,,,,10995231594910221,PSF,18.52345207212425,17.37704335687239,17.0702428614007,16.793216890027473,
2020ApJ._0221,KV19-221,2020ApJ...899..140W,200.934883576,-41.2836093072,,,,10995234993342648,SER,17.017759152747097,16.063170836189343,15.653027404402263,15.372570430401627,
2020ApJ._0222,KV19-222,2020ApJ...899..140W,200.95851128,-42.8657884805,,,,10995228237368485,PSF,13.87825467872895,12.850479835628441,,,
2020ApJ._0225,KV19-225,2020ApJ...899..140W,200.985522796,-41.8514350922,,,,10995232723184167,PSF,15.982605235194919,15.449895568238379,15.2210509155584,15.206104344093447,
2020ApJ._0230,KV19-230,2020ApJ...899..140W,201.007003832,-42.018661595,,,,10995231594912510,PSF,17.406358254283422,16.639260120459312,16.419050848619086,16.278062648283985,
2020ApJ._0232,KV19-232,2020ApJ...899..140W,201.033660744,-41.4667595651,,,,10995233856686957,PSF,19.701216945980335,18.821892104174665,18.501820354324774,18.33094181250018,
2020ApJ._0237,KV19-237,2020ApJ...899..140W,201.079556771,-43.1253957714,,,,10995226022773053,PSF,19.40444953078472,18.298334648988188,,,
2020ApJ._0238,KV19-238,2020ApJ...899..140W,201.086385458,-41.2776235912,,,,10995234993348772,SER,17.117334202976934,16.092863329100364,15.638073830133216,15.330081635321966,
2020ApJ._0240,KV19-240,2020ApJ...899..140W,201.106928063,-42.9882203566,,,,10995227127975481,PSF,17.036664445851013,16.5060648575568,,,
2020ApJ._0242,KV19-242,2020ApJ...899..140W,201.115748674,-40.7497465192,,,,10995237280287026,PSF,18.521766756243142,17.954911576307513,17.793283038369797,17.700782927574757,
2020ApJ._0243,KV19-243,2020ApJ...899..140W,201.115837016,-40.7496420578,,,,10995237280287029,PSF,18.566604432503976,17.988284184585453,17.77090934060498,17.72368924279768,
2020ApJ._0244,KV19-244,2020ApJ...899..140W,201.122602338,-41.4622155687,,,,10995233856697175,DUP,,,,,
2020ApJ._0246,KV19-246,2020ApJ...899..140W,201.162779037,-41.8815397709,,,,10995231595955824,PSF,19.485686108883453,19.116566262884906,18.279476887676154,18.041646489419147,
2020ApJ._0248,KV19-248,2020ApJ...899..140W,201.17421988,-42.8165726659,,,,10995228238415773,PSF,18.184641368387247,17.105052355000552,,,
2020ApJ._0249,KV19-249,2020ApJ...899..140W,201.179967835,-42.6177268911,,,,10995229352005728,PSF,16.349561621192553,15.268454161391517,15.004895748447874,,
2020ApJ._0252,KV19-252,2020ApJ...899..140W,201.192373555,-42.6485776792,,,,10995228238416113,PSF,15.267763822931318,14.43679569041841,14.164563280935976,,
2020ApJ._0253,KV19-253,2020ApJ...899..140W,201.19423045,-41.3011866875,,,,10995234993352902,PSF,18.460351768741454,17.60673799096486,17.312056321317193,17.144520347535305,
2020ApJ._0259,KV19-259,2020ApJ...899..140W,201.233499862,-41.24840552,,,,10995234994389847,PSF,18.83666866789846,17.89669472622529,17.637169877776074,17.46830630961565,
2020ApJ._0262,KV19-262,2020ApJ...899..140W,201.242944505,-42.9904171633,,,,10995227129021504,PSF,19.10038246799965,18.05390979226918,,,
2020ApJ._0267,KV19-267,2020ApJ...899..140W,201.264729257,-41.2975282191,,,,10995234994390973,PSF,14.413887382642496,13.693216663886483,13.60453413128154,13.44232899974834,
2020ApJ._0273,KV19-273,2020ApJ...899..140W,201.304096808,-42.9895579821,,,,10995227129022549,PSF,19.142660912780926,18.288613654415762,,,
2020ApJ._0276,KV19-276,2020ApJ...899..140W,201.30985272,-40.9972164976,,,,10995236135246601,SER,16.737535161537558,16.329297132093174,16.230476318650616,16.11170536710003,
2020ApJ._0277,KV19-277,2020ApJ...899..140W,201.325218594,-41.6260456984,,,,10995232724232747,SER,17.732026567199775,16.692339890016555,16.253687600981397,16.00758090479237,
2020ApJ._0280,KV19-280,2020ApJ...899..140W,201.334630743,-42.9858272254,,,,10995227129023039,PSF,18.778926975366677,17.98272027616232,,,
2020ApJ._0282,KV19-282,2020ApJ...899..140W,201.345301098,-43.1361826789,,,,10995226023823315,PSF,19.423194664038984,18.315833767213306,,,
2020ApJ._0283,KV19-283,2020ApJ...899..140W,201.347622156,-41.2972016632,,,,10995234994394122,PSF,19.379316401987644,18.68301987051633,18.446848584483288,18.367796265339514,
2020ApJ._0284,KV19-284,2020ApJ...899..140W,201.357891311,-42.9867276603,,,,10995227129023398,PSF,19.18970868192838,18.816036624142864,,,
2020ApJ._0286,KV19-286,2020ApJ...899..140W,201.358467819,-42.9726972963,,,,10995227129023410,PSF,18.242817912957147,17.248334381942215,,,
2020ApJ._0287,KV19-287,2020ApJ...899..140W,201.36809697,-42.7759904897,,,,10995228238419217,PSF,18.952731487081284,18.07392228303622,,,
2020ApJ._0288,KV19-288,2020ApJ...899..140W,201.369036115,-42.941957873,,,,10995227129023632,PSF,18.47285207718662,17.846998533191528,,,
2020ApJ._0289,KV19-289,2020ApJ...899..140W,201.380317067,-43.0461360612,,,,10995227129023841,PSF,18.154996075778655,17.371750185175912,,,
2020ApJ._0292,KV19-292,2020ApJ...899..140W,201.396383529,-42.8086969639,,,,10995228239462448,PSF,19.670974027650793,18.464815484247758,,,
2020ApJ._0293,KV19-293,2020ApJ...899..140W,201.397612486,-41.8750785594,,,,10995231595964427,DEV,19.037933419474154,18.313171035072777,18.947454940237684,17.913321714950683,
2020ApJ._0294,KV19-294,2020ApJ...899..140W,201.407704722,-40.7725301914,,,,10995237281334180,SER,17.481674985079927,16.480032839638625,16.04321491814307,15.754514673032254,
2020ApJ._0296,KV19-296,2020ApJ...899..140W,201.43091514,-43.3009531794,,,,10995226023824421,PSF,18.737365164166647,17.897050573659175,,,
2020ApJ._0297,KV19-297,2020ApJ...899..140W,201.439267844,-42.0727427227,,,,10995231595965953,PSF,19.08932023332788,17.774321586411673,16.749789113325793,16.333565459042198,
2020ApJ._0298,KV19-298,2020ApJ...899..140W,201.445692671,-42.0091455507,,,,10995231595966174,PSF,18.19126918271776,17.001482022434075,16.663510403223594,16.334635362679016,
2020ApJ._0299,KV19-299,2020ApJ...899..140W,201.461294299,-41.32902009,,,,10995234994398465,PSF,19.850254048066216,18.75095437566344,18.381061778297223,18.15080693261398,
2020ApJ._0300,KV19-300,2020ApJ...899..140W,201.461885692,-42.9505903253,,,,10995227129025045,PSF,17.622946007308187,17.055154710184247,,,
2020ApJ._0302,KV19-302,2020ApJ...899..140W,201.464642431,-42.2282137629,,,,10995230471887690,SER,17.130966149513174,16.21063496858979,15.700395135744923,,
2020ApJ._0307,KV19-307,2020ApJ...899..140W,201.512752221,-41.6290519079,,,,10995232725276018,PSF,18.747106982041938,17.928793503472384,17.672817092450902,17.494742477859305,
2020ApJ._0308,KV19-308,2020ApJ...899..140W,201.51294635,-41.629028672,,,,10995232725276025,PSF,18.777306389177618,17.901662872135866,17.58926852485437,17.53289035755163,
2020ApJ._0311,KV19-311,2020ApJ...899..140W,201.543343419,-42.5211643859,,,,10995229353054872,PSF,17.83552252297366,,16.554187066881617,,
2020ApJ._0314,KV19-314,2020ApJ...899..140W,201.550525348,-41.0190276851,,,,10995236136291543,PSF,18.13844629290977,17.127917874849196,16.823493002884604,16.677487586975708,
2020ApJ._0316,KV19-316,2020ApJ...899..140W,201.559584584,-42.329947153,,,,10995230472929914,PSF,18.10529399616881,17.58058271963677,17.398246278132838,,
2020ApJ._0320,KV19-320,2020ApJ...899..140W,201.580775677,-42.625021906,,,,10995228239465593,PSF,17.471618375681707,16.93847358567257,,,
2020ApJ._0326,KV19-326,2020ApJ...899..140W,201.635288905,-40.9304304959,,,,10995236136294826,PSF,16.119615678202198,15.597852948531532,15.526392678208737,15.420351308864491,
2020ApJ._0327,KV19-327,2020ApJ...899..140W,201.646472393,-40.7844564793,,,,10995237281343433,PSF,18.607935500627704,18.041428868152153,17.801430754340025,17.72165552438566,
2020ApJ._0329,KV19-329,2020ApJ...899..140W,201.672201477,-42.7039358532,,,,10995228239467148,REX,18.205565567651085,17.499395087756234,,,
2020ApJ._0330,KV19-330,2020ApJ...899..140W,201.676969622,-41.3698957236,,,,10995234995442684,PSF,18.95487838143106,18.143353677145438,17.829517098270955,17.711428119911925,
2020ApJ._0332,KV19-332,2020ApJ...899..140W,201.689654777,-43.3039104398,,,,10995226024871682,DUP,,,,,
2020ApJ._0336,KV19-336,2020ApJ...899..140W,201.709496813,-41.613758134,,,,10995233858784424,PSF,18.872865028317964,17.994729248348097,17.710619911181404,17.534628525684315,
2020ApJ._0337,KV19-337,2020ApJ...899..140W,201.723451924,-42.991564482,,,,10995227130072687,PSF,18.396203924808155,17.598525916677197,,,
2020ApJ._0338,KV19-338,2020ApJ...899..140W,201.727419052,-42.0609130909,,,,10995231597012531,PSF,18.595524360879836,17.772791487045257,17.515885376647184,,
2020ApJ._0339,KV19-339,2020ApJ...899..140W,201.729287439,-41.0593924606,,,,10995236136298511,PSF,17.25631408008197,16.237188232313756,15.960984441102745,15.739979140835757,
2020ApJ._0342,KV19-342,2020ApJ...899..140W,201.739464889,-42.0688933345,,,,10995231597012913,PSF,17.869763424130383,17.212322535143507,17.047769180695603,,
2020ApJ._0343,KV19-343,2020ApJ...899..140W,201.753225567,-40.7583314091,,,,10995237282383211,SER,17.759234352798085,16.69570677204701,16.22984768433367,15.904718811546399,
2020ApJ._0345,KV19-345,2020ApJ...899..140W,201.768164201,-40.8010277931,,,,10995237282383749,SER,17.372899836292504,16.33697130113911,15.882690711806768,15.570520442248839,
2020ApJ._0348,KV19-348,2020ApJ...899..140W,201.790751769,-41.0868389514,,,,10995236136300741,SER,16.629314674323645,15.635604136793031,15.212033424221834,14.926649134836495,
2020ApJ._0349,KV19-349,2020ApJ...899..140W,201.805418687,-43.1642577774,,,,10995226024871379,PSF,15.9431827691823,15.346023239497903,,,
2020ApJ._0350,KV19-350,2020ApJ...899..140W,201.808452749,-42.0544654588,,,,10995231598052138,PSF,21.596619836454643,20.90739851759703,19.16221695757868,,
2020ApJ._0354,KV19-354,2020ApJ...899..140W,201.835903642,-42.3802986819,,,,10995229354102016,PSF,19.74367451646952,18.802837384604604,18.44951653922464,,
2020ApJ._0357,KV19-357,2020ApJ...899..140W,201.845901796,-40.8675421809,,,,10995237282386763,PSF,16.800967795076733,16.045164917391713,15.830118152614459,15.758081102088823,
2020ApJ._0358,KV19-358,2020ApJ...899..140W,201.849154252,-41.1548246561,,,,10995234995449415,SER,16.735256127714628,15.820333721460749,15.40337363098446,15.115813590988799,
2020ApJ._0361,KV19-361,2020ApJ...899..140W,201.871667298,-42.7966457822,,,,10995228240512727,PSF,19.33971895294623,16.830756794477473,,,
2020ApJ._0367,KV19-367,2020ApJ...899..140W,201.886625454,-42.4642017006,,,,10995229354102815,PSF,19.01147999673495,18.88959220691535,,,
2020ApJ._0368,KV19-368,2020ApJ...899..140W,201.889450611,-41.6553066311,,,,10995232726327068,PSF,16.3416313371145,15.762248653823802,15.650436273885806,15.522006098166443,
2020ApJ._0369,KV19-369,2020ApJ...899..140W,201.905439572,-40.9694260403,,,,10995236137341343,PSF,15.82946056933201,15.227176049432025,15.142515006206512,15.02297284964112,
2020ApJ._0370,KV19-370,2020ApJ...899..140W,201.938297649,-42.194739171,,,,10995230473979960,PSF,16.235555942604623,15.660506499118643,15.526114388061536,15.429475561227202,
2020ApJ._0372,KV19-372,2020ApJ...899..140W,201.95512183,-41.0951463062,,,,10995236137349786,DUP,,,,,
2020ApJ._0375,KV19-375,2020ApJ...899..140W,201.982673862,-41.140421419,,,,10995234996490124,SER,16.358087523125025,15.37911285877594,14.954997738976864,14.65532083946993,
2020ApJ._0378,KV19-378,2020ApJ...899..140W,202.006077383,-40.978008438,,,,10995236137349788,DUP,,,,,
2020ApJ._0380,KV19-380,2020ApJ...899..140W,202.023807222,-41.0449554714,,,,10995236137345759,SER,16.87763009918047,15.898382962427037,15.462148888244236,15.177692218011627,
2020ApJ._0381,KV19-381,2020ApJ...899..140W,202.028707891,-41.0019562501,,,,10995236137345943,SER,17.314312799805382,16.364857675533713,15.950173039745252,15.678215872924328,
2020ApJ._0382,KV19-382,2020ApJ...899..140W,202.028972302,-42.0059226842,,,,10995231598059860,PSF,15.603569272051947,14.734264744479425,14.520209588415364,14.388740597751227,
2020ApJ._0385,KV19-385,2020ApJ...899..140W,202.031294089,-41.0948472891,,,,10995236137346038,SER,17.01319048192798,16.048228454843766,15.625625403092,15.340005172959783,
2020ApJ._0386,KV19-386,2020ApJ...899..140W,202.039585948,-42.6670684459,,,,10995228240515438,SER,18.028745638655657,17.0930997659106,,,
2020ApJ._0389,KV19-389,2020ApJ...899..140W,202.04272631,-43.0644158568,,,,10995227131122732,DUP,,,,,
2020ApJ._0391,KV19-391,2020ApJ...899..140W,202.052260431,-40.9194622414,,,,10995236137349789,DUP,,,,,
2020ApJ._0393,KV19-393,2020ApJ...899..140W,202.071232736,-40.8907661794,,,,10995236137347613,PSF,18.93547112763942,18.110319470496137,17.864431165749703,17.75460697101099,
2020ApJ._0400,KV19-400,2020ApJ...899..140W,202.133343385,-41.6823310121,,,,10995232727371560,SER,17.589551821973984,16.67045392299966,16.223428155338908,15.992374111102393,
2020ApJ._0403,KV19-403,2020ApJ...899..140W,202.179241011,-40.8738714235,,,,10995237283435306,SER,15.307943495606953,14.27687898449117,13.828890807585015,13.520862606358916,
2020ApJ._0404,KV19-404,2020ApJ...899..140W,202.193757476,-42.0708682068,,,,10995231599102485,PSF,17.853545190027514,17.209494217758703,16.943150961084676,16.84882430395158,
2020ApJ._0405,KV19-405,2020ApJ...899..140W,202.200221908,-40.8185525289,,,,10995237283436002,SER,17.806849008674675,16.768698776301278,16.324819314641058,16.01750750293818,
2020ApJ._0406,KV19-406,2020ApJ...899..140W,202.202106577,-40.9108096702,,,,10995236138387925,SER,16.95858062769201,16.00670204248638,15.591071875817496,15.306314055527913,
2020ApJ._0410,KV19-410,2020ApJ...899..140W,202.227778455,-42.6273682568,,,,10995228241561884,PSF,17.88985540299132,17.39287081966573,,,
2020ApJ._0413,KV19-413,2020ApJ...899..140W,202.24632168,-41.3023227259,,,,10995234997536280,PSF,18.212046251538542,17.639643611207102,17.5006866738131,17.431036376932088,
2020ApJ._0415,KV19-415,2020ApJ...899..140W,202.259996902,-41.1905494389,,,,10995234997536811,SER,16.676624713719228,15.755863817848592,15.357714645519053,15.084066567680301,
2020ApJ._0420,KV19-420,2020ApJ...899..140W,202.292162345,-42.3729248204,,,,10995230475029857,PSF,12.214435285323386,11.9248039051507,11.893338392201418,11.965921759461741,
2020ApJ._0421,KV19-421,2020ApJ...899..140W,202.301251556,-41.7144376102,,,,10995232727377805,PSF,15.291956033635046,14.686196074344995,14.821829622180758,14.45213695966013,
2020ApJ._0423,KV19-423,2020ApJ...899..140W,202.32077584,-42.6342735635,,,,10995228241563138,PSF,15.2342680106965,14.720275237807227,,14.53275445357434,
2020ApJ._0425,KV19-425,2020ApJ...899..140W,202.332286495,-41.1314690798,,,,10995234997539571,PSF,14.723983934272713,13.6864259279268,13.52738751899238,13.324958778142339,
2020ApJ._0426,KV19-426,2020ApJ...899..140W,202.357028403,-42.8856234946,,,,10995227132169040,PSF,18.232861533339204,17.704873543979033,,,
2020ApJ._0428,KV19-428,2020ApJ...899..140W,202.360743165,-41.2417559382,,,,10995234997540680,SER,17.116762919619255,16.21343427390458,15.816879817096268,15.547909383078224,
2020ApJ._0430,KV19-430,2020ApJ...899..140W,202.362211816,-43.0080514835,,,,10995227132169119,REX,18.6636112611181,18.0046848982655,,,
2020ApJ._0432,KV19-432,2020ApJ...899..140W,202.369557693,-42.6289124626,,,,10995228241564181,PSF,19.328561797666296,19.005217078890787,,18.937257459659186,
2020ApJ._0433,KV19-433,2020ApJ...899..140W,202.376752627,-41.1419368946,,,,10995234997541326,PSF,13.197587553909145,12.799219053070958,12.8048814782064,12.789709936169066,
2020ApJ._0436,KV19-436,2020ApJ...899..140W,202.39662726,-43.1394203158,,,,10995226026968984,PSF,19.305449980115608,18.550465380993707,,,
2020ApJ._0437,KV19-437,2020ApJ...899..140W,202.400148623,-43.3380983907,,,,10995226026969014,PSF,17.87770507016703,17.335665032591677,,,
2020ApJ._0439,KV19-439,2020ApJ...899..140W,202.410185894,-41.8820331425,,,,10995231599109984,PSF,13.25363149005241,10.823554401203598,10.091500887903699,9.260653812423419,
2020ApJ._0440,KV19-440,2020ApJ...899..140W,202.413495749,-41.504003335,,,,10995233860883216,PSF,13.946224463911742,13.485201118061651,13.736007999330054,13.389199891513336,
2020ApJ._0442,KV19-442,2020ApJ...899..140W,202.432393544,-42.3914042616,,,,10995229356199797,REX,17.893896925004057,17.27104555426801,17.00729381331147,16.88487198901148,
2020ApJ._0456,KV19-456,2020ApJ...899..140W,202.581943707,-42.1928768007,,,,10995230476076855,PSF,18.335773895134142,17.802031130397225,17.628311940200067,17.579621139554796,
2020ApJ._0457,KV19-457,2020ApJ...899..140W,202.582160208,-42.1931027922,,,,10995230476076868,PSF,18.46665917434273,17.87388941977673,17.67475229884912,17.642724500684203,
2020ApJ._0458,KV19-458,2020ApJ...899..140W,202.605930927,-41.5406624919,,,,10995233860891456,SER,17.04015030692507,16.071480861568983,15.633387554161756,15.356028062043599,
2020ApJ._0462,KV19-462,2020ApJ...899..140W,202.628625363,-43.1022637325,,,,10995227133216918,SER,17.565819198175443,16.46951329698797,,,
2020ApJ._0465,KV19-465,2020ApJ...899..140W,202.651182418,-42.2027999257,,,,10995230476079620,PSF,18.192186005588326,16.84904061777406,16.025387693438233,15.702251791017426,
2020ApJ._0466,KV19-466,2020ApJ...899..140W,202.667087915,-42.7987609754,,,,10995228242615303,PSF,19.39121413762522,18.931627989385337,,18.734281438067296,
2020ApJ._0467,KV19-467,2020ApJ...899..140W,202.667730423,-41.065016857,,,,10995236139441317,PSF,15.171419019974767,14.725324738531274,14.734305206285367,14.673389193118185,
2020ApJ._0468,KV19-468,2020ApJ...899..140W,202.688361279,-41.3094653534,,,,10995234998589650,PSF,17.277152895630557,16.838426777884294,16.71167895943492,16.688907645068056,
2020ApJ._0471,KV19-471,2020ApJ...899..140W,202.722783339,-41.4890539181,,,,10995233861931077,SER,16.31249375153154,15.403204302089268,14.997527339216507,14.743043466538541,
2020ApJ._0473,KV19-473,2020ApJ...899..140W,202.746028288,-41.3526230417,,,,10995234998592032,SER,18.076162604550085,16.999882514562742,16.49512649002976,16.198744595485266,
2020ApJ._0475,KV19-475,2020ApJ...899..140W,202.750666383,-41.0271469281,,,,10995236139444576,PSF,18.621179163239784,18.176651955291575,18.083011962908458,18.023013953095493,
2020ApJ._0478,KV19-478,2020ApJ...899..140W,202.758296958,-41.1752741775,,,,10995234998592551,PSF,18.109982523454455,17.040304361345544,16.683361140581574,16.473162754642523,
2020ApJ._0480,KV19-480,2020ApJ...899..140W,202.80252471,-42.7886683274,,,,10995228243658579,PSF,17.228888681236107,16.65848357848906,,16.43373921037383,
2020ApJ._0483,KV19-483,2020ApJ...899..140W,202.824970938,-42.3002833825,,,,10995230476086174,SER,17.809154552671984,16.837693540207454,,16.13236890472932,
2020ApJ._0485,KV19-485,2020ApJ...899..140W,202.829279263,-42.411748563,,,,10995229357250823,PSF,16.07944733163201,15.199779381892949,14.866065705313009,14.77049946358622,
2020ApJ._0486,KV19-486,2020ApJ...899..140W,202.832493567,-42.4743963475,,,,10995229357250944,PSF,19.194994249754107,18.526422117501422,,18.230966630167686,
2020ApJ._0487,KV19-487,2020ApJ...899..140W,202.833647854,-41.1349526148,,,,10995234998595956,SER,18.228628407460253,17.542755629163892,17.36143317988566,17.24999845779709,
2020ApJ._0489,KV19-489,2020ApJ...899..140W,202.842270752,-41.0273006121,,,,10995236140485079,PSF,15.741700693916147,15.20493207817137,15.494437213419248,15.093309220715469,
2020ApJ._0492,KV19-492,2020ApJ...899..140W,202.862877754,-42.6113230882,,,,10995229357252044,PSF,18.834452574485095,18.256069947235922,,18.02426768057606,
2020ApJ._0495,KV19-495,2020ApJ...899..140W,202.881008174,-41.025516181,,,,10995236140486616,PSF,15.800132852332299,14.898073483718266,14.728894348268938,14.488013102624377,
