source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_excess_noise,astrometric_excess_noise_sig,ruwe,phot_g_n_obs,phot_bp_n_obs,phot_rp_n_obs,astrometric_matched_transits,astrometric_params_solved,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,non_single_star,radial_velocity,radial_velocity_error,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_variable_flag,ra_error,dec_error,dist_arcsec,object_id
6136501976625898112,198.49540471933477,-43.28922458827313,16.10961151123047,16.267858505249023,15.376690864562988,0.1916947515410308,0.27384400367736816,-4.924480330718416,0.2744489908218384,0.2621528724115967,0.199972003698349,1.916496992111206,273.8523864746094,5.856855869293213,224,29,30,27,95,6.000000212225132e-06,0.9999669790267944,0,,,677.6063842773438,296.9761047363281,393.3687438964844,1.4536219835281372,N,0.2669070065021515,0.16851699352264404,0.005339331016517405,2020ApJ...899..140W_0010
6136265306751317376,198.50128867044484,-43.99875716240144,19.701589584350586,17.961090087890625,16.33958625793457,,,,,,,11.380691528320312,60.60778045654297,,173,25,24,20,3,1.0,0.0,0,,,63.26141357421875,68.25884246826172,312.8013610839844,12.91440200805664,N,2.103456974029541,1.1880120038986206,0.008486042528485619,2020ApJ...899..140W_0011
6137425532031468160,198.5396808931062,-42.49611747584865,19.532140731811523,18.23880386352539,16.783594131469727,2.5695797233275965,0.7700030207633972,-0.2639940365650874,0.7729259729385376,-0.0967907852423948,0.6513929963111877,5.509932041168213,29.92531967163086,1.873721957206726,292,31,28,32,95,1.0,0.0,0,,,147.3509979248047,76.42818450927734,59.47050094604492,7.678859233856201,N,0.6116600036621094,0.5774679780006409,0.0020878334150189414,2020ApJ...899..140W_0012
6136261939496938240,198.5535023536495,-44.03904017496896,19.78179931640625,17.634414672851562,16.051803588867188,,,,,,,11.746114730834961,57.01420211791992,,150,13,12,19,3,1.0,0.0,0,,,64.77100372314453,70.43754577636719,161.53204345703125,18.309146881103516,N,1.6920419931411743,1.4306219816207886,0.0042609672777677255,2020ApJ...899..140W_0013
6136557330163712896,198.5633566854949,-42.94907569220047,20.11925506591797,18.611452102661133,16.971786499023438,,,,,,,11.861270904541016,35.02753448486328,,174,15,13,20,3,1.0,0.0,0,,,65.74346160888672,29.07361602783203,41.00103759765625,10.549843788146973,N,1.8185139894485474,1.688783049583435,0.00675814328172518,2020ApJ...899..140W_0014
6137440615956673536,198.60042046131608,-42.25557164118206,15.051802635192871,14.932258605957031,13.961402893066406,-1.2179761746455118,0.6432120203971863,-7.34467569111046,0.6886129975318909,0.9774290023893429,0.4395279884338379,4.43117094039917,4688.2724609375,9.718093872070312,192,28,26,26,95,0.0,0.9999970197677612,0,,,592.3817749023438,55.01836013793945,73.73079681396484,1.9587689638137817,N,0.6078780293464661,0.39590099453926086,0.0015395295223705578,2020ApJ...899..140W_0015
6136505275159971968,198.62153267776344,-43.127297119444535,17.910749435424805,16.83355140686035,15.696795463562012,0.1746964412853211,0.23764699697494507,-0.087343206991701,0.24012500047683716,0.3243721185009268,0.2068209946155548,1.5232529640197754,17.613990783691406,1.6147929430007935,260,29,28,29,95,1.0,0.0,0,,,195.33065795898438,106.42024993896484,152.07310485839844,5.190308094024658,N,0.2052920013666153,0.1738329976797104,0.0005186540500130499,2020ApJ...899..140W_0016
6136262386173515648,198.62643399407415,-44.076158382827124,20.003137588500977,18.51765251159668,16.94475555419922,,,,,,,9.295680046081543,28.09978675842285,,159,21,24,19,3,1.0,0.0,0,,,110.27581024169922,37.00925064086914,60.22047424316406,9.888676643371582,N,1.5020699501037598,1.1874350309371948,0.0015166357383089365,2020ApJ...899..140W_0017
6137495728978119296,198.62693628438083,-41.952183550726744,17.726381301879883,17.51544189453125,16.5626277923584,1.5747991557386312,0.41039299964904785,-3.6666174319436093,0.44586101174354553,-1.6368989091415234,0.35408300161361694,2.455152988433838,58.778072357177734,2.860766887664795,172,17,15,19,95,0.00012700000661425292,0.9998459815979004,0,,,291.3057556152344,75.86054229736328,169.33302307128906,2.1101930141448975,N,0.3135940134525299,0.29043900966644287,0.004203744329991351,2020ApJ...899..140W_0018
6136500052479652864,198.6710031663962,-43.26052647541075,19.677797317504883,17.850557327270508,16.283618927001953,,,,,,,10.663678169250488,51.570640563964844,,188,23,22,21,3,1.0,0.0,0,,,75.05767822265625,80.20519256591797,237.21864318847656,13.494120597839355,N,1.4746689796447754,1.3398230075836182,0.003995958774285837,2020ApJ...899..140W_0019
6136214626137169408,198.73003988313098,-44.107739452065424,16.68582534790039,16.680221557617188,15.586273193359375,0.9106850412688616,0.7456650137901306,-5.682258567656946,0.6589739918708801,1.4061368106891445,0.6350560188293457,5.064000129699707,1284.9462890625,12.46190357208252,186,26,26,25,95,0.0,0.9998729825019836,0,,,400.2201843261719,94.99927520751953,214.56097412109375,1.8878389596939087,N,0.560571014881134,0.5341359972953796,0.008832209047897721,2020ApJ...899..140W_0020
6136665700777268096,198.73979571753733,-42.68027815705622,19.584192276000977,18.56254768371582,16.940773010253906,-0.7645950672023653,0.9595310091972351,1.38580370944797,1.0266239643096924,-1.4171832898365675,0.6627619862556458,5.341217994689941,21.002254486083984,1.8468550443649292,221,24,24,23,95,1.0,0.0,0,,,73.0243911743164,34.56725311279297,46.37864685058594,6.662087917327881,N,0.9032949805259705,0.6113770008087158,0.0012441651662818366,2020ApJ...899..140W_0021
6136482563373685760,198.75444428767014,-43.45504358028185,18.720985412597656,16.935243606567383,15.482675552368164,,,,,,,5.236804008483887,69.72098541259766,,182,20,20,22,3,1.0,0.0,0,,,15.707894325256348,25.646141052246094,54.63508987426758,12.065093040466309,N,0.7510520219802856,1.8277839422225952,0.0083035872369747,2020ApJ...899..140W_0022
6136668312117402880,198.76413228453913,-42.61382147936522,17.80044937133789,17.470373153686523,16.22099494934082,-0.1177313581796143,0.1527629941701889,0.3570799165061215,0.1457429975271225,0.219897528025247,0.11362999677658081,0.41236400604248047,1.9344019889831543,1.124729037284851,254,26,27,28,95,0.977545976638794,0.0,0,,,60.167659759521484,29.7664794921875,56.48373031616211,2.785871982574463,V,0.12311699986457825,0.0974539965391159,0.0007967507252106126,2020ApJ...899..140W_0023
6136220845249858688,198.78413281835952,-44.03759967958002,19.738954544067383,18.684412002563477,17.105127334594727,-0.3246690421345959,1.0114790201187134,-2.534424952918819,1.0517250299453735,-0.9787972103892417,0.9169359803199768,7.419182777404785,44.83120346069336,2.2688400745391846,233,22,22,29,95,1.0,0.0,0,,,115.17927551269531,15.200702667236328,22.073827743530273,6.677012920379639,N,0.8944429755210876,0.7340880036354065,0.0019428177741894206,2020ApJ...899..140W_0024
6137507136411268608,198.8346107280773,-41.746843706879595,15.907342910766602,15.806952476501465,14.8216552734375,,,,,,,9.859526634216309,7750.380859375,,167,24,23,23,3,4.999999873689376e-06,0.9913229942321777,0,,,307.8559265136719,313.70477294921875,498.3231201171875,1.9396339654922485,N,1.1927069425582886,1.1937079429626465,0.015811229548028567,2020ApJ...899..140W_0025
6136217409276250624,198.84728519187505,-44.09282906241893,17.433271408081055,17.460365295410156,16.53535270690918,2.867247756987123,0.6236370205879211,-3.9428984080520952,0.6203680038452148,-3.287944087551346,0.5245670080184937,4.787964820861816,472.4793395996094,6.945549964904785,205,31,31,26,31,0.0003279999946244061,0.9996709823608398,0,,,230.70782470703125,43.92853546142578,51.44525146484375,1.669800043106079,N,0.5445669889450073,0.4417459964752197,0.0031851462010043536,2020ApJ...899..140W_0026
6137502802791453312,198.85694385993605,-41.858007597798135,16.597639083862305,16.34477424621582,15.14146614074707,0.9142733285620078,0.12063899636268616,-6.803794654878396,0.10261599719524384,-5.868353551447328,0.18377099931240082,0.5003460049629211,7.451645851135254,1.3840500116348267,143,3,2,17,95,0.0015689999563619494,0.9981290102005005,0,,,768.2238159179688,52.14545822143555,556.1279296875,2.5248730182647705,N,0.08880899846553802,0.18689900636672974,0.045896934671215396,2020ApJ...899..140W_0027
6137502807083309824,198.85722266871733,-41.857961890809825,16.544240951538086,16.39373207092285,15.134805679321289,,,,,,,4.219930171966553,805.1044921875,,201,16,15,23,3,0.00013299999409355223,0.9990429878234863,0,,,428.8637390136719,112.93146514892578,192.24217224121094,2.374703884124756,N,0.42372098565101624,0.6304839849472046,0.01672525372903461,2020ApJ...899..140W_0028
6137503837875490944,198.8773025161306,-41.79032146749134,19.640989303588867,18.162561416625977,16.500370025634766,,,,,,,6.992383003234863,22.695663452148438,,202,20,18,21,3,1.0,0.0,0,,,114.1893539428711,32.62278366088867,64.80232238769531,10.424154281616211,N,1.0209280252456665,0.9098110198974609,0.0013585396641989458,2020ApJ...899..140W_0029
6136596362822732672,198.88418548819197,-43.038922037310066,16.707157135009766,16.443359375,15.531339645385742,,,,,,,7.5033650398254395,3537.4970703125,,179,24,21,25,3,3.7999998312443495e-05,0.9973750114440918,0,,,835.347900390625,152.22332763671875,276.3161315917969,2.1678669452667236,N,0.938992977142334,0.7760109901428223,0.00892179639417538,2020ApJ...899..140W_0030
